#Insert size (bp)	insert size
9.0	1.0
16.0	1.0
18.0	1.0
19.0	483.0
20.0	98.0
21.0	113.0
22.0	69.0
23.0	8.0
24.0	12.0
25.0	7.0
26.0	17.0
27.0	78.0
28.0	114.0
29.0	113.0
30.0	91.0
31.0	120.0
32.0	174.0
33.0	257.0
34.0	268.0
35.0	324.0
36.0	224.0
37.0	149.0
38.0	157.0
39.0	197.0
40.0	242.0
41.0	303.0
42.0	362.0
43.0	419.0
44.0	413.0
45.0	420.0
46.0	290.0
47.0	186.0
48.0	199.0
49.0	224.0
50.0	270.0
51.0	353.0
52.0	427.0
53.0	440.0
54.0	481.0
55.0	449.0
56.0	345.0
57.0	260.0
58.0	214.0
59.0	233.0
60.0	326.0
61.0	393.0
62.0	481.0
63.0	480.0
64.0	508.0
65.0	505.0
66.0	433.0
67.0	347.0
68.0	302.0
69.0	293.0
70.0	373.0
71.0	433.0
72.0	546.0
73.0	567.0
74.0	586.0
75.0	644.0
76.0	530.0
77.0	464.0
78.0	354.0
79.0	326.0
80.0	392.0
81.0	507.0
82.0	566.0
83.0	674.0
84.0	677.0
85.0	655.0
86.0	621.0
87.0	509.0
88.0	485.0
89.0	389.0
90.0	455.0
91.0	553.0
92.0	644.0
93.0	751.0
94.0	798.0
95.0	784.0
96.0	747.0
97.0	679.0
98.0	548.0
99.0	511.0
100.0	547.0
101.0	608.0
102.0	637.0
103.0	736.0
104.0	838.0
105.0	947.0
106.0	882.0
107.0	819.0
108.0	713.0
109.0	632.0
110.0	562.0
111.0	646.0
112.0	769.0
113.0	821.0
114.0	1032.0
115.0	1089.0
116.0	1013.0
117.0	975.0
118.0	870.0
119.0	706.0
120.0	757.0
121.0	673.0
122.0	767.0
123.0	928.0
124.0	1087.0
125.0	1124.0
126.0	1200.0
127.0	1176.0
128.0	1002.0
129.0	916.0
130.0	865.0
131.0	808.0
132.0	928.0
133.0	1000.0
134.0	1171.0
135.0	1259.0
136.0	1384.0
137.0	1329.0
138.0	1205.0
139.0	1112.0
140.0	1051.0
141.0	976.0
142.0	941.0
143.0	1076.0
144.0	1186.0
145.0	1355.0
146.0	1467.0
147.0	1567.0
148.0	1387.0
149.0	1340.0
150.0	1240.0
151.0	1137.0
152.0	1134.0
153.0	1262.0
154.0	1383.0
155.0	1545.0
156.0	1562.0
157.0	1702.0
158.0	1691.0
159.0	1509.0
160.0	1422.0
161.0	1383.0
162.0	1328.0
163.0	1343.0
164.0	1561.0
165.0	1623.0
166.0	1896.0
167.0	1919.0
168.0	1931.0
169.0	1868.0
170.0	1770.0
171.0	1638.0
172.0	1542.0
173.0	1521.0
174.0	1629.0
175.0	1816.0
176.0	1953.0
177.0	2149.0
178.0	2180.0
179.0	2169.0
180.0	2013.0
181.0	1892.0
182.0	1811.0
183.0	1779.0
184.0	1820.0
185.0	2019.0
186.0	2169.0
187.0	2422.0
188.0	2456.0
189.0	2547.0
190.0	2328.0
191.0	2264.0
192.0	2154.0
193.0	2030.0
194.0	2073.0
195.0	2250.0
196.0	2455.0
197.0	2791.0
198.0	2746.0
199.0	2762.0
200.0	2765.0
201.0	2599.0
202.0	2470.0
203.0	2387.0
204.0	2365.0
205.0	2615.0
206.0	2685.0
207.0	2769.0
208.0	2986.0
209.0	3163.0
210.0	3142.0
211.0	3049.0
212.0	2825.0
213.0	2790.0
214.0	2725.0
215.0	2836.0
216.0	3079.0
217.0	3262.0
218.0	3326.0
219.0	3458.0
220.0	3558.0
221.0	3415.0
222.0	3394.0
223.0	3349.0
224.0	3161.0
225.0	3120.0
226.0	3372.0
227.0	3603.0
228.0	3819.0
229.0	3888.0
230.0	3963.0
231.0	3816.0
232.0	3854.0
233.0	3674.0
234.0	3638.0
235.0	3474.0
236.0	3586.0
237.0	3890.0
238.0	3873.0
239.0	4240.0
240.0	4290.0
241.0	4303.0
242.0	4243.0
243.0	4235.0
244.0	4050.0
245.0	3905.0
246.0	4097.0
247.0	4287.0
248.0	4403.0
249.0	4670.0
250.0	4715.0
251.0	4813.0
252.0	4744.0
253.0	4645.0
254.0	4586.0
255.0	4379.0
256.0	4440.0
257.0	4458.0
258.0	4690.0
259.0	4854.0
260.0	5133.0
261.0	5203.0
262.0	5185.0
263.0	4941.0
264.0	4887.0
265.0	4702.0
266.0	4863.0
267.0	4892.0
268.0	4932.0
269.0	5196.0
270.0	5381.0
271.0	5666.0
272.0	5526.0
273.0	5515.0
274.0	5294.0
275.0	5292.0
276.0	5347.0
277.0	5180.0
278.0	5374.0
279.0	5586.0
280.0	5637.0
281.0	5787.0
282.0	5998.0
283.0	5754.0
284.0	5536.0
285.0	5564.0
286.0	5544.0
287.0	5526.0
288.0	5732.0
289.0	5712.0
290.0	5814.0
291.0	6063.0
292.0	6284.0
293.0	6205.0
294.0	5858.0
295.0	5761.0
296.0	5804.0
297.0	5740.0
298.0	5658.0
299.0	5743.0
300.0	5971.0
301.0	6253.0
302.0	6271.0
303.0	6448.0
304.0	6246.0
305.0	6054.0
306.0	5919.0
307.0	5748.0
308.0	6014.0
309.0	5884.0
310.0	6000.0
311.0	6212.0
312.0	6329.0
313.0	6217.0
314.0	6216.0
315.0	6110.0
316.0	6103.0
317.0	5932.0
318.0	5980.0
319.0	5803.0
320.0	5996.0
321.0	6240.0
322.0	6126.0
323.0	6409.0
324.0	6335.0
325.0	6290.0
326.0	6009.0
327.0	5967.0
328.0	6051.0
329.0	5916.0
330.0	6060.0
331.0	5955.0
332.0	6118.0
333.0	6107.0
334.0	6260.0
335.0	6048.0
336.0	6154.0
337.0	5905.0
338.0	5808.0
339.0	5833.0
340.0	5759.0
341.0	5870.0
342.0	5928.0
343.0	6141.0
344.0	6022.0
345.0	6005.0
346.0	5984.0
347.0	5714.0
348.0	5614.0
349.0	5663.0
350.0	5567.0
351.0	5789.0
352.0	5658.0
353.0	5631.0
354.0	5906.0
355.0	5683.0
356.0	5651.0
357.0	5608.0
358.0	5531.0
359.0	5449.0
360.0	5482.0
361.0	5555.0
362.0	5444.0
363.0	5472.0
364.0	5450.0
365.0	5498.0
366.0	5620.0
367.0	5397.0
368.0	5347.0
369.0	5276.0
370.0	5155.0
371.0	5249.0
372.0	5147.0
373.0	5258.0
374.0	5184.0
375.0	5312.0
376.0	5159.0
377.0	5112.0
378.0	4928.0
379.0	4892.0
380.0	4942.0
381.0	4795.0
382.0	4794.0
383.0	4933.0
384.0	5023.0
385.0	4968.0
386.0	4821.0
387.0	4885.0
388.0	4808.0
389.0	4827.0
390.0	4547.0
391.0	4386.0
392.0	4527.0
393.0	4457.0
394.0	4609.0
395.0	4674.0
396.0	4759.0
397.0	4561.0
398.0	4519.0
399.0	4391.0
400.0	4228.0
401.0	4322.0
402.0	4301.0
403.0	4294.0
404.0	4283.0
405.0	4364.0
406.0	4444.0
407.0	4106.0
408.0	4139.0
409.0	4112.0
410.0	3965.0
411.0	3838.0
412.0	4017.0
413.0	3911.0
414.0	4064.0
415.0	3932.0
416.0	4007.0
417.0	4040.0
418.0	4007.0
419.0	3805.0
420.0	3796.0
421.0	3792.0
422.0	3663.0
423.0	3661.0
424.0	3676.0
425.0	3637.0
426.0	3669.0
427.0	3711.0
428.0	3630.0
429.0	3506.0
430.0	3465.0
431.0	3509.0
432.0	3443.0
433.0	3372.0
434.0	3423.0
435.0	3377.0
436.0	3312.0
437.0	3419.0
438.0	3308.0
439.0	3335.0
440.0	3246.0
441.0	3241.0
442.0	3173.0
443.0	3210.0
444.0	3110.0
445.0	3103.0
446.0	3235.0
447.0	3119.0
448.0	3218.0
449.0	3103.0
450.0	3116.0
451.0	2868.0
452.0	2932.0
453.0	2932.0
454.0	2788.0
455.0	2906.0
456.0	2899.0
457.0	2911.0
458.0	2776.0
459.0	2810.0
460.0	2863.0
461.0	2779.0
462.0	2709.0
463.0	2623.0
464.0	2728.0
465.0	2545.0
466.0	2578.0
467.0	2576.0
468.0	2628.0
469.0	2717.0
470.0	2579.0
471.0	2492.0
472.0	2478.0
473.0	2485.0
474.0	2387.0
475.0	2388.0
476.0	2345.0
477.0	2384.0
478.0	2432.0
479.0	2311.0
480.0	2436.0
481.0	2371.0
482.0	2305.0
483.0	2284.0
484.0	2147.0
485.0	2191.0
486.0	2163.0
487.0	2207.0
488.0	2119.0
489.0	2123.0
490.0	2143.0
491.0	2144.0
492.0	1979.0
493.0	2094.0
494.0	1969.0
495.0	1978.0
496.0	1995.0
497.0	2030.0
498.0	1943.0
499.0	1970.0
500.0	1951.0
501.0	1952.0
502.0	1912.0
503.0	1904.0
504.0	1776.0
505.0	1802.0
506.0	1813.0
507.0	1815.0
508.0	1785.0
509.0	1814.0
510.0	1802.0
511.0	1781.0
512.0	1761.0
513.0	1785.0
514.0	1659.0
515.0	1597.0
516.0	1603.0
517.0	1626.0
518.0	1631.0
519.0	1582.0
520.0	1639.0
521.0	1559.0
522.0	1583.0
523.0	1583.0
524.0	1604.0
525.0	1559.0
526.0	1470.0
527.0	1447.0
528.0	1390.0
529.0	1484.0
530.0	1488.0
531.0	1423.0
532.0	1455.0
533.0	1361.0
534.0	1412.0
535.0	1374.0
536.0	1333.0
537.0	1320.0
538.0	1357.0
539.0	1279.0
540.0	1295.0
541.0	1289.0
542.0	1343.0
543.0	1231.0
544.0	1276.0
545.0	1223.0
546.0	1249.0
547.0	1205.0
548.0	1231.0
549.0	1248.0
550.0	1168.0
551.0	1209.0
552.0	1200.0
553.0	1191.0
554.0	1159.0
555.0	1136.0
556.0	1110.0
557.0	1131.0
558.0	1118.0
559.0	1151.0
560.0	1092.0
561.0	1092.0
562.0	1107.0
563.0	1002.0
564.0	1026.0
565.0	1012.0
566.0	1008.0
567.0	994.0
568.0	976.0
569.0	932.0
570.0	961.0
571.0	965.0
572.0	948.0
573.0	940.0
574.0	911.0
575.0	853.0
576.0	897.0
577.0	911.0
578.0	883.0
579.0	886.0
580.0	836.0
581.0	886.0
582.0	879.0
583.0	874.0
584.0	797.0
585.0	809.0
586.0	765.0
587.0	790.0
588.0	789.0
589.0	754.0
590.0	739.0
591.0	800.0
592.0	780.0
593.0	776.0
594.0	747.0
595.0	734.0
596.0	714.0
597.0	712.0
598.0	682.0
599.0	695.0
600.0	657.0
601.0	642.0
602.0	735.0
603.0	693.0
604.0	657.0
605.0	662.0
606.0	601.0
607.0	638.0
608.0	650.0
609.0	607.0
610.0	605.0
611.0	635.0
612.0	570.0
613.0	597.0
614.0	602.0
615.0	597.0
616.0	633.0
617.0	519.0
618.0	546.0
619.0	507.0
620.0	515.0
621.0	582.0
622.0	525.0
623.0	550.0
624.0	541.0
625.0	507.0
626.0	528.0
627.0	499.0
628.0	489.0
629.0	505.0
630.0	488.0
631.0	493.0
632.0	476.0
633.0	425.0
634.0	462.0
635.0	501.0
636.0	430.0
637.0	458.0
638.0	476.0
639.0	441.0
640.0	428.0
641.0	417.0
642.0	398.0
643.0	415.0
644.0	394.0
645.0	397.0
646.0	458.0
647.0	372.0
648.0	396.0
649.0	390.0
650.0	379.0
651.0	341.0
652.0	382.0
653.0	336.0
654.0	393.0
655.0	335.0
656.0	342.0
657.0	355.0
658.0	329.0
659.0	318.0
660.0	361.0
661.0	336.0
662.0	344.0
663.0	313.0
664.0	349.0
665.0	334.0
666.0	320.0
667.0	313.0
668.0	324.0
669.0	294.0
670.0	307.0
671.0	272.0
672.0	249.0
673.0	311.0
674.0	267.0
675.0	271.0
676.0	259.0
677.0	257.0
678.0	240.0
679.0	246.0
680.0	254.0
681.0	250.0
682.0	220.0
683.0	253.0
684.0	241.0
685.0	233.0
686.0	233.0
687.0	220.0
688.0	232.0
689.0	229.0
690.0	195.0
691.0	205.0
692.0	212.0
693.0	198.0
694.0	194.0
695.0	199.0
696.0	193.0
697.0	180.0
698.0	214.0
699.0	202.0
700.0	180.0
701.0	193.0
702.0	184.0
703.0	166.0
704.0	176.0
705.0	170.0
706.0	194.0
707.0	192.0
708.0	148.0
709.0	166.0
710.0	182.0
711.0	173.0
712.0	161.0
713.0	142.0
714.0	158.0
715.0	169.0
716.0	125.0
717.0	126.0
718.0	121.0
719.0	157.0
720.0	139.0
721.0	127.0
722.0	128.0
723.0	134.0
724.0	126.0
725.0	140.0
726.0	121.0
727.0	141.0
728.0	121.0
729.0	96.0
730.0	124.0
731.0	121.0
732.0	114.0
733.0	104.0
734.0	114.0
735.0	92.0
736.0	103.0
737.0	107.0
738.0	105.0
739.0	111.0
740.0	107.0
741.0	112.0
742.0	91.0
743.0	87.0
744.0	94.0
745.0	97.0
746.0	84.0
747.0	94.0
748.0	77.0
749.0	90.0
750.0	81.0
751.0	66.0
