seq_name	chromosome_score	plasmid_score	virus_score
JAJIVV010000098.1	1.0000	0.0000	0.0000
JAJIVV010000099.1	0.9109	0.0632	0.0259
JAJIVV010000100.1	0.7986	0.0686	0.1328
JAJIVV010000101.1	0.9991	0.0009	0.0000
JAJIVV010000102.1	0.0000	0.9999	0.0000
JAJIVV010000103.1	0.0003	0.9996	0.0001
JAJIVV010000104.1	1.0000	0.0000	0.0000
JAJIVV010000105.1	0.9998	0.0002	0.0000
JAJIVV010000106.1	1.0000	0.0000	0.0000
JAJIVV010000107.1	0.9999	0.0001	0.0000
JAJIVV010000009.1	0.4633	0.2193	0.3174
JAJIVV010000108.1	0.9998	0.0002	0.0000
JAJIVV010000109.1	0.7083	0.0474	0.2443
JAJIVV010000010.1	1.0000	0.0000	0.0000
JAJIVV010000011.1	0.9995	0.0005	0.0000
JAJIVV010000012.1	0.7775	0.0931	0.1295
JAJIVV010000013.1	1.0000	0.0000	0.0000
JAJIVV010000014.1	0.6519	0.1150	0.2330
JAJIVV010000015.1	0.9999	0.0001	0.0000
JAJIVV010000016.1	0.9177	0.0821	0.0003
JAJIVV010000017.1	0.1735	0.8265	0.0000
JAJIVV010000018.1	0.9999	0.0001	0.0000
JAJIVV010000001.1	0.0002	0.9998	0.0000
JAJIVV010000019.1	1.0000	0.0000	0.0000
JAJIVV010000020.1	0.6182	0.3805	0.0013
JAJIVV010000021.1	0.5368	0.2133	0.2499
JAJIVV010000022.1	0.9214	0.0406	0.0380
JAJIVV010000023.1	0.0002	0.9998	0.0000
JAJIVV010000024.1	1.0000	0.0000	0.0000
JAJIVV010000025.1	0.9999	0.0001	0.0000
JAJIVV010000026.1	0.0078	0.9922	0.0000
JAJIVV010000027.1	0.9998	0.0002	0.0000
JAJIVV010000002.1	0.9997	0.0003	0.0000
JAJIVV010000028.1	0.0403	0.9597	0.0000
JAJIVV010000029.1	0.9999	0.0001	0.0000
JAJIVV010000030.1	0.0010	0.9987	0.0003
JAJIVV010000031.1	1.0000	0.0000	0.0000
JAJIVV010000032.1	0.8659	0.1337	0.0004
JAJIVV010000033.1	0.9999	0.0001	0.0000
JAJIVV010000034.1	0.2757	0.7241	0.0002
JAJIVV010000035.1	0.6331	0.1372	0.2297
JAJIVV010000036.1	1.0000	0.0000	0.0000
JAJIVV010000037.1	1.0000	0.0000	0.0000
JAJIVV010000003.1	1.0000	0.0000	0.0000
JAJIVV010000038.1	0.6700	0.0287	0.3013
JAJIVV010000039.1	0.8303	0.1697	0.0000
JAJIVV010000040.1	0.0009	0.9991	0.0000
JAJIVV010000041.1	0.4220	0.0023	0.5757
JAJIVV010000042.1	1.0000	0.0000	0.0000
JAJIVV010000043.1	0.6054	0.0303	0.3643
JAJIVV010000044.1	0.6428	0.0284	0.3288
JAJIVV010000045.1	0.9691	0.0309	0.0000
JAJIVV010000046.1	0.9997	0.0003	0.0000
JAJIVV010000047.1	0.9994	0.0006	0.0000
JAJIVV010000004.1	0.9999	0.0001	0.0000
JAJIVV010000048.1	1.0000	0.0000	0.0000
JAJIVV010000049.1	0.9999	0.0000	0.0000
JAJIVV010000050.1	0.0003	0.9996	0.0000
JAJIVV010000051.1	0.1223	0.8777	0.0000
JAJIVV010000052.1	0.7190	0.0397	0.2413
JAJIVV010000053.1	1.0000	0.0000	0.0000
JAJIVV010000054.1	0.0000	1.0000	0.0000
JAJIVV010000055.1	0.9998	0.0002	0.0000
JAJIVV010000056.1	0.6512	0.3488	0.0000
JAJIVV010000057.1	0.0005	0.9995	0.0000
JAJIVV010000058.1	0.0008	0.9992	0.0000
JAJIVV010000059.1	0.7664	0.0676	0.1660
JAJIVV010000060.1	0.1103	0.8882	0.0015
JAJIVV010000061.1	0.6828	0.0272	0.2900
JAJIVV010000062.1	0.0041	0.9959	0.0000
JAJIVV010000063.1	0.9277	0.0158	0.0564
JAJIVV010000064.1	0.9427	0.0245	0.0327
JAJIVV010000065.1	0.6619	0.0310	0.3071
JAJIVV010000066.1	0.7094	0.0335	0.2571
JAJIVV010000067.1	1.0000	0.0000	0.0000
JAJIVV010000005.1	0.9996	0.0004	0.0000
JAJIVV010000068.1	0.9999	0.0000	0.0001
JAJIVV010000069.1	0.8541	0.0878	0.0581
JAJIVV010000070.1	0.0018	0.9981	0.0001
JAJIVV010000071.1	0.7125	0.0299	0.2576
JAJIVV010000072.1	0.9999	0.0001	0.0000
JAJIVV010000073.1	0.8886	0.0561	0.0553
JAJIVV010000074.1	0.0006	0.9994	0.0000
JAJIVV010000075.1	0.0001	0.9999	0.0000
JAJIVV010000076.1	0.8980	0.0701	0.0320
JAJIVV010000077.1	0.6806	0.3194	0.0000
JAJIVV010000006.1	0.8531	0.0295	0.1174
JAJIVV010000078.1	1.0000	0.0000	0.0000
JAJIVV010000079.1	0.0043	0.9957	0.0000
JAJIVV010000080.1	0.7620	0.1062	0.1318
JAJIVV010000081.1	1.0000	0.0000	0.0000
JAJIVV010000082.1	0.9981	0.0019	0.0000
JAJIVV010000083.1	0.7676	0.0695	0.1629
JAJIVV010000084.1	1.0000	0.0000	0.0000
JAJIVV010000085.1	1.0000	0.0000	0.0000
JAJIVV010000086.1	0.9989	0.0011	0.0000
JAJIVV010000087.1	0.9908	0.0091	0.0001
JAJIVV010000007.1	0.0436	0.9564	0.0000
JAJIVV010000088.1	0.3041	0.6946	0.0013
JAJIVV010000089.1	0.0008	0.9992	0.0001
JAJIVV010000090.1	0.0004	0.9995	0.0000
JAJIVV010000091.1	0.6599	0.3382	0.0019
JAJIVV010000092.1	0.0000	0.0002	0.9997
JAJIVV010000093.1	0.7609	0.2391	0.0000
JAJIVV010000094.1	1.0000	0.0000	0.0000
JAJIVV010000095.1	1.0000	0.0000	0.0000
JAJIVV010000096.1	0.8492	0.1508	0.0000
JAJIVV010000097.1	0.9362	0.0638	0.0000
JAJIVV010000008.1	0.9998	0.0002	0.0000
