seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAJIVV010000098.1	5	0	0	0	11	0.0000	0.7491	0.0000	0.0000	1.0000	0.0000	0.2000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6000	0.0000	0.0000	0.9582	0.2861	0.0000	0.0795	0.4112	0.1100	0.0000	4.1805	-4.1805	-6.7568
JAJIVV010000099.1	2	0	0	0	11	1.0000	0.8766	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000100.1	2	0	0	0	11	0.0000	0.9785	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000101.1	263	1	0	0	11	0.1832	0.8724	0.2890	0.0000	0.7110	0.0000	0.0304	0.3460	0.0190	0.0646	0.0000	0.0000	0.0038	0.0038	0.0076	0.3954	0.0646	0.0152	0.7744	0.6278	0.0000	0.0000	0.0000	0.0000	0.0000	28.6872	-51.1791	-336.6295
JAJIVV010000102.1	15	0	3	0	11	0.4286	0.8593	0.2667	0.0000	0.7333	0.0000	0.0000	0.0000	0.0000	0.0667	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4667	0.0000	0.0000	1.0000	0.0000	0.4473	0.0027	0.9967	0.0000	-11.4351	11.4351	-12.9374
JAJIVV010000103.1	10	0	1	0	11	0.2222	0.7488	0.2000	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.1000	0.1000	0.1000	0.0000	0.1000	0.0000	0.0000	0.3000	0.1000	0.0209	0.9569	0.1902	0.5986	0.0804	0.9446	0.0000	-8.6250	4.4189	-6.0192
JAJIVV010000104.1	129	1	0	0	11	0.3125	0.8491	0.2946	0.0000	0.7054	0.0000	0.0543	0.1783	0.0388	0.0465	0.0078	0.0000	0.0155	0.0000	0.0078	0.2713	0.0543	0.0233	0.8044	0.5388	0.0000	0.0000	0.0000	0.0000	0.0000	16.1110	-35.7673	-100.5730
JAJIVV010000105.1	41	1	0	0	11	0.3000	0.8681	0.1463	0.0000	0.8537	0.0000	0.0976	0.4146	0.0244	0.0244	0.0000	0.0000	0.0000	0.0000	0.0000	0.5366	0.0244	0.0000	0.8012	0.5983	0.0000	0.0000	0.0006	0.0008	0.0000	13.9060	-15.5424	-61.9941
JAJIVV010000106.1	87	0	0	3	11	0.2558	0.8518	0.2414	0.0000	0.7586	0.0000	0.0345	0.2759	0.0575	0.0460	0.0115	0.0000	0.0345	0.0000	0.0345	0.3678	0.0575	0.0690	0.8045	0.5495	0.0000	0.0000	0.0007	0.0000	0.0000	10.4948	-39.2710	-88.6849
JAJIVV010000107.1	54	0	0	1	11	0.4151	0.8444	0.2407	0.0000	0.7593	0.0000	0.0370	0.1481	0.0185	0.0370	0.0000	0.0000	0.0000	0.0000	0.0556	0.2037	0.0370	0.0556	0.7453	0.5105	0.0000	0.0064	0.1043	0.0526	0.0000	0.2460	-11.9766	-29.2545
JAJIVV010000009.1	1	0	0	0	11	0.0000	0.5347	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000108.1	208	2	0	0	11	0.2899	0.8351	0.2837	0.0000	0.7163	0.0000	0.0385	0.3173	0.0144	0.0577	0.0048	0.0000	0.0144	0.0000	0.0144	0.3702	0.0625	0.0288	0.7714	0.6232	0.0000	0.0000	0.0000	0.0000	0.0000	21.8198	-49.1450	-242.4656
JAJIVV010000109.1	1	0	0	0	11	0.0000	0.8979	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000010.1	28	0	0	0	11	0.4815	0.8628	0.2143	0.0000	0.7857	0.0000	0.0357	0.3571	0.0357	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.0000	0.0000	0.7974	0.6028	0.0000	0.0006	0.0164	0.0368	0.0000	6.1335	-7.5417	-33.0152
JAJIVV010000011.1	205	0	0	0	11	0.3137	0.8361	0.2585	0.0000	0.7415	0.0000	0.0732	0.3561	0.0049	0.0488	0.0098	0.0000	0.0049	0.0000	0.0049	0.4341	0.0585	0.0098	0.7623	0.6442	0.0000	0.0000	0.0000	0.0000	0.0000	33.3900	-41.4349	-274.7364
JAJIVV010000012.1	2	0	0	0	11	0.0000	0.8448	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000013.1	208	4	0	0	11	0.2609	0.8738	0.3462	0.0000	0.6538	0.0000	0.0721	0.3029	0.0288	0.0673	0.0000	0.0048	0.0192	0.0000	0.0096	0.4038	0.0721	0.0288	0.7995	0.5821	0.0000	0.0000	0.0000	0.0000	0.0000	35.0732	-65.4910	-257.2228
JAJIVV010000014.1	1	0	0	0	11	0.0000	0.9452	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000015.1	98	0	0	0	11	0.3093	0.8830	0.2449	0.0000	0.7551	0.0000	0.0714	0.2143	0.0306	0.0408	0.0204	0.0000	0.0000	0.0000	0.0102	0.3163	0.0612	0.0102	0.7879	0.6079	0.0000	0.0000	0.0000	0.0003	0.0000	12.7040	-23.3634	-91.6349
JAJIVV010000016.1	8	0	0	0	11	0.5714	0.6350	0.2500	0.0000	0.7500	0.0000	0.1250	0.0000	0.0000	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.1250	0.1250	0.0000	0.6071	0.4884	0.0000	0.2732	0.3041	0.4624	0.0000	0.3012	-0.3012	-4.0087
JAJIVV010000017.1	52	0	0	0	11	0.3922	0.8432	0.2115	0.0000	0.7885	0.0000	0.0000	0.1346	0.0000	0.1538	0.0000	0.0000	0.0000	0.0000	0.0000	0.1346	0.1538	0.0000	0.5995	0.8004	0.0000	0.0012	0.0002	0.8615	0.0000	-3.6551	3.6551	-44.4314
JAJIVV010000018.1	57	5	0	0	11	0.3036	0.8586	0.3158	0.0000	0.6842	0.0000	0.0175	0.3860	0.0702	0.0175	0.0000	0.0000	0.0000	0.0000	0.0000	0.4737	0.0175	0.0000	0.7828	0.6223	0.0000	0.0000	0.0001	0.0003	0.0000	14.7487	-19.5330	-74.5184
JAJIVV010000001.1	41	0	11	0	11	0.1500	0.8627	0.0976	0.0000	0.9024	0.0000	0.0000	0.0000	0.0000	0.2439	0.1707	0.0488	0.0000	0.0244	0.0000	0.0000	0.4634	0.0244	0.1882	0.9621	0.0000	0.2597	0.0000	1.0000	0.0000	-31.9040	25.6300	-40.2013
JAJIVV010000019.1	35	0	0	0	11	0.4118	0.8641	0.4571	0.0000	0.5429	0.0000	0.1143	0.2286	0.0286	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3714	0.0000	0.0000	0.8807	0.4737	0.0000	0.0001	0.0669	0.0013	0.0000	12.8764	-14.3287	-31.4906
JAJIVV010000020.1	2	0	0	0	11	0.0000	0.9279	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.4987	0.8668	0.0000	0.4199	0.3341	0.5906	0.0000	-0.7327	0.7327	-2.9177
JAJIVV010000021.1	3	0	0	0	11	0.0000	0.7809	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000022.1	3	0	0	0	11	0.5000	0.9642	0.6667	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVV010000023.1	8	0	2	0	11	0.0000	0.8034	0.2500	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.3750	0.0000	0.0000	0.0000	0.0000	0.0000	0.3750	0.0000	0.0000	1.0000	0.0000	0.5000	0.0706	0.9294	0.0000	-5.1548	5.1548	-5.1548
JAJIVV010000024.1	132	3	0	0	11	0.2443	0.8671	0.3030	0.0000	0.6970	0.0000	0.0530	0.2121	0.0455	0.0227	0.0152	0.0076	0.0303	0.0000	0.0227	0.3106	0.0455	0.0530	0.8274	0.5174	0.0000	0.0000	0.0001	0.0000	0.0000	15.9786	-51.8394	-108.1170
JAJIVV010000025.1	28	0	1	0	11	0.2222	0.8665	0.2500	0.0000	0.7500	0.0000	0.0714	0.2857	0.0357	0.1071	0.0000	0.0000	0.0000	0.0000	0.0000	0.3929	0.1071	0.0000	0.7764	0.6301	0.0000	0.0008	0.0040	0.1626	0.0000	2.4573	-5.1073	-36.3688
