#Coverage (X)	Coverage
1.0	6.63180016239194
2.0	6.553589339446916
3.0	6.35477862157903
4.0	6.308807374504468
5.0	6.121340211109526
6.0	6.087906576873479
7.0	5.93029087261786
8.0	5.880140421263803
9.0	5.709390074986871
10.0	5.637149543869711
11.0	5.522519940774714
12.0	5.481921956345232
13.0	5.407890337679717
14.0	5.36430720733631
15.0	5.30102211396094
16.0	5.2556478960691635
17.0	5.215049911639682
18.0	5.185198452500359
19.0	5.16669054783398
20.0	5.158332139274975
21.0	5.145197497253676
22.0	5.136839088694671
23.0	5.120719300759433
24.0	5.117137125662708
25.0	5.109972775469274
26.0	5.091464870802895
27.0	5.061016382480787
28.0	5.038926302717684
29.0	5.003701580933281
30.0	4.995343172374277
31.0	4.9816115011701925
32.0	4.978029326073468
33.0	4.974447150976744
34.0	4.9720590342456035
35.0	4.9625065673210145
36.0	4.937431341643986
37.0	4.933252137364477
38.0	4.9314610498161215
39.0	4.929669962267766
40.0	4.916535320246467
41.0	4.914744232698112
42.0	4.914147203515327
43.0	4.902803649042383
44.0	4.899818503128458
45.0	4.897430386397318
46.0	4.897430386397318
47.0	4.896236328031748
48.0	4.886683861107159
49.0	4.878922481730939
50.0	4.86937001480635
51.0	4.852653197688326
