#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	5.530973451327434E-4
39.0	5.530973451327434E-4
40.0	0.0011061946902654867
41.0	5.530973451327434E-4
42.0	0.00165929203539823
43.0	0.0022123893805309734
44.0	0.004424778761061947
45.0	0.0011061946902654867
46.0	0.0027654867256637168
47.0	0.00497787610619469
48.0	0.0027654867256637168
49.0	0.00663716814159292
50.0	0.0022123893805309734
51.0	0.0055309734513274336
52.0	0.006084070796460177
53.0	0.007190265486725664
54.0	0.011615044247787611
55.0	0.012168141592920354
56.0	0.016039823008849555
57.0	0.02323008849557522
58.0	0.024336283185840704
59.0	0.02654867256637168
60.0	0.04811946902654867
61.0	0.0459070796460177
62.0	0.061946902654867256
63.0	0.049778761061946904
64.0	0.08407079646017698
65.0	0.06415929203539823
66.0	0.05309734513274336
67.0	0.03871681415929203
68.0	0.03926991150442478
69.0	0.04756637168141592
70.0	0.06581858407079647
71.0	0.06858407079646017
72.0	0.053650442477876106
73.0	0.04314159292035398
74.0	0.03429203539823009
75.0	0.019358407079646017
76.0	0.012168141592920354
77.0	5.530973451327434E-4
78.0	0.00165929203539823
79.0	0.00165929203539823
80.0	5.530973451327434E-4
81.0	0.0
82.0	0.0011061946902654867
83.0	0.0
84.0	5.530973451327434E-4
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
