JBBIGK010000004.1_tRNA1_Thr	96831	96906
JBBIGK010000005.1_tRNA1_Thr	63754	63829
JBBIGK010000005.1_tRNA2_Val	233305	233379
JBBIGK010000007.1_tRNA1_Leu	167816	167902
JBBIGK010000009.1_tRNA1_Ser	84505	84597
JBBIGK010000010.1_tRNA1_Gln	100769	100843
JBBIGK010000010.1_tRNA2_Met	100896	100972
JBBIGK010000019.1_tRNA1_Phe	50105	50180
JBBIGK010000019.1_tRNA2_Pro	78776	78852
JBBIGK010000023.1_tRNA1_Glu	72779	72854
JBBIGK010000023.1_tRNA2_Ala	72902	72977
JBBIGK010000023.1_tRNA3_Glu	73727	73802
JBBIGK010000023.1_tRNA4_Ala	73850	73925
