gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JBBIGK010000037.1|provirus_15613_25080_13	15613	16638	1026	-1	0.659	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_14	16726	17571	846	1	0.670	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_15	17596	17799	204	-1	0.544	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_16	18123	18296	174	1	0.626	11	GGA/GAG/AGG	GENOMAD.226430.VP	2.847e-20	84	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_17	18289	18441	153	1	0.647	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_18	18438	19508	1071	1	0.597	11	GGxGG	GENOMAD.223689.VP	2.462e-166	522	0	0	0	2773	Inoviridae	MOBT	NA	PF02486;K07467;COG2946	DNA relaxase NicK
JBBIGK010000037.1|provirus_15613_25080_19	19617	19889	273	1	0.593	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_20	19899	20099	201	1	0.587	11	AGGAG	GENOMAD.209539.VP	1.767e-14	68	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_21	20128	20355	228	1	0.662	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_22	20479	21948	1470	1	0.620	11	GGxGG	GENOMAD.083062.VV	2.271e-65	235	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_23	21950	22240	291	1	0.625	11	AGGAG	GENOMAD.100562.VV	3.787e-43	152	0	0	0	1	NA	NA	NA	PF10734	NA
JBBIGK010000037.1|provirus_15613_25080_24	22240	23382	1143	1	0.605	11	None	GENOMAD.090645.VV	1.033e-25	113	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_25	23530	23805	276	1	0.674	11	GGA/GAG/AGG	GENOMAD.213312.VP	7.327e-19	82	0	0	0	2773	Inoviridae	NA	NA	PF10723	NA
JBBIGK010000037.1|provirus_15613_25080_26	23802	23942	141	1	0.631	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBBIGK010000037.1|provirus_15613_25080_27	24928	25080	153	-1	0.627	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
