JBHJCI010000001.1_tRNA1_Lys	113719	113794
JBHJCI010000003.1_tRNA1_Thr	96692	96767
JBHJCI010000007.1_tRNA1_Gln	100649	100723
JBHJCI010000007.1_tRNA2_Met	100776	100852
JBHJCI010000012.1_tRNA1_Leu	65713	65799
JBHJCI010000017.1_tRNA1_Arg	90727	90803
JBHJCI010000017.1_tRNA2_Arg	90905	90981
JBHJCI010000019.1_tRNA1_Glu	72652	72727
JBHJCI010000019.1_tRNA2_Ala	72775	72850
JBHJCI010000019.1_tRNA3_Glu	73600	73675
JBHJCI010000019.1_tRNA4_Ala	73723	73798
JBHJCI010000020.1_tRNA1_Ser	19478	19568
JBHJCI010000020.1_tRNA2_Asp	27250	27326
JBHJCI010000020.1_tRNA3_Asp	27421	27497
JBHJCI010000020.1_tRNA4_Val	27526	27600
JBHJCI010000020.1_tRNA5_Leu	34339	34423
JBHJCI010000020.1_tRNA6_Lys	36319	36394
JBHJCI010000020.1_tRNA7_His	36488	36564
JBHJCI010000020.1_tRNA8_Arg	36597	36673
JBHJCI010000020.1_tRNA9_Pro	36716	36792
