#Coverage	Number of genomic locations
0.0	1536.0
1.0	281.0
2.0	229.0
3.0	217.0
4.0	86.0
5.0	50.0
6.0	57.0
7.0	110.0
8.0	88.0
9.0	122.0
10.0	18.0
11.0	32.0
12.0	18.0
13.0	20.0
14.0	13.0
15.0	8.0
16.0	42.0
17.0	9.0
18.0	10.0
19.0	16.0
20.0	12.0
21.0	2.0
22.0	9.0
23.0	6.0
24.0	45.0
25.0	6.0
26.0	13.0
27.0	12.0
28.0	13.0
29.0	16.0
30.0	49.0
31.0	39.0
32.0	39.0
33.0	31.0
34.0	13.0
35.0	10.0
36.0	24.0
37.0	37.0
38.0	31.0
39.0	23.0
40.0	57.0
41.0	12.0
42.0	19.0
43.0	34.0
44.0	24.0
45.0	14.0
46.0	28.0
47.0	24.0
48.0	48.0
49.0	38.0
50.0	31.0
51.0	42.0
52.0	49.0
53.0	40.0
54.0	44.0
55.0	58.0
56.0	85.0
57.0	123.0
58.0	107.0
59.0	108.0
60.0	119.0
61.0	138.0
62.0	168.0
63.0	192.0
64.0	224.0
65.0	326.0
66.0	298.0
67.0	411.0
68.0	438.0
69.0	452.0
70.0	537.0
71.0	622.0
72.0	720.0
73.0	775.0
74.0	854.0
75.0	1038.0
76.0	1136.0
77.0	1352.0
78.0	1517.0
79.0	1760.0
80.0	1944.0
81.0	2116.0
82.0	2437.0
83.0	2741.0
84.0	2898.0
85.0	3034.0
86.0	3188.0
87.0	3609.0
88.0	3694.0
89.0	3915.0
90.0	4252.0
91.0	4475.0
92.0	4531.0
93.0	4347.0
94.0	4490.0
95.0	4550.0
96.0	4425.0
97.0	4700.0
98.0	4650.0
99.0	4634.0
100.0	4556.0
101.0	4502.0
102.0	4341.0
103.0	4260.0
104.0	4121.0
105.0	3976.0
106.0	3885.0
107.0	3702.0
108.0	3358.0
109.0	3258.0
110.0	3054.0
111.0	2773.0
112.0	2565.0
113.0	2296.0
114.0	2148.0
115.0	1993.0
116.0	1799.0
117.0	1686.0
118.0	1492.0
119.0	1268.0
120.0	1145.0
121.0	1026.0
122.0	892.0
123.0	804.0
124.0	720.0
125.0	651.0
126.0	547.0
127.0	401.0
128.0	398.0
129.0	344.0
130.0	293.0
131.0	239.0
132.0	204.0
133.0	133.0
134.0	125.0
135.0	115.0
136.0	79.0
137.0	77.0
138.0	66.0
139.0	79.0
140.0	64.0
141.0	57.0
142.0	82.0
143.0	62.0
144.0	57.0
145.0	66.0
146.0	57.0
147.0	47.0
148.0	43.0
149.0	24.0
150.0	30.0
151.0	34.0
152.0	33.0
153.0	68.0
154.0	51.0
155.0	40.0
156.0	47.0
157.0	40.0
158.0	27.0
159.0	37.0
160.0	32.0
161.0	29.0
162.0	44.0
163.0	45.0
164.0	51.0
165.0	42.0
166.0	36.0
167.0	38.0
168.0	47.0
169.0	50.0
170.0	31.0
171.0	43.0
172.0	28.0
173.0	39.0
174.0	32.0
175.0	26.0
176.0	27.0
177.0	20.0
178.0	11.0
179.0	12.0
180.0	29.0
181.0	22.0
182.0	33.0
183.0	27.0
184.0	25.0
185.0	20.0
186.0	10.0
187.0	5.0
188.0	4.0
189.0	5.0
190.0	6.0
191.0	6.0
192.0	7.0
193.0	8.0
194.0	14.0
195.0	13.0
196.0	8.0
197.0	12.0
198.0	5.0
199.0	3.0
200.0	8.0
201.0	8.0
202.0	9.0
203.0	6.0
204.0	6.0
205.0	1.0
206.0	5.0
207.0	3.0
209.0	7.0
210.0	9.0
211.0	15.0
212.0	9.0
213.0	7.0
214.0	8.0
215.0	7.0
216.0	4.0
217.0	12.0
218.0	6.0
219.0	4.0
220.0	10.0
221.0	5.0
222.0	2.0
223.0	2.0
224.0	5.0
225.0	4.0
226.0	7.0
227.0	7.0
228.0	2.0
229.0	4.0
230.0	10.0
231.0	10.0
232.0	8.0
233.0	4.0
234.0	5.0
235.0	4.0
236.0	19.0
237.0	13.0
238.0	3.0
239.0	7.0
240.0	6.0
241.0	11.0
242.0	4.0
243.0	10.0
244.0	5.0
245.0	10.0
246.0	5.0
247.0	3.0
248.0	4.0
249.0	7.0
250.0	11.0
251.0	4.0
252.0	5.0
253.0	2.0
254.0	4.0
255.0	10.0
256.0	5.0
257.0	5.0
258.0	3.0
259.0	11.0
260.0	14.0
261.0	20.0
262.0	12.0
263.0	14.0
264.0	10.0
265.0	4.0
266.0	4.0
267.0	1.0
268.0	6.0
269.0	9.0
270.0	6.0
271.0	12.0
272.0	6.0
273.0	8.0
274.0	14.0
275.0	11.0
276.0	6.0
277.0	4.0
278.0	13.0
279.0	16.0
280.0	14.0
281.0	12.0
282.0	16.0
283.0	20.0
284.0	10.0
285.0	16.0
286.0	13.0
287.0	16.0
288.0	14.0
289.0	11.0
290.0	14.0
291.0	20.0
292.0	23.0
293.0	24.0
294.0	22.0
295.0	15.0
296.0	19.0
297.0	16.0
298.0	18.0
299.0	13.0
300.0	25.0
301.0	27.0
302.0	37.0
303.0	31.0
304.0	33.0
305.0	22.0
306.0	15.0
307.0	22.0
308.0	22.0
309.0	31.0
310.0	27.0
311.0	26.0
312.0	22.0
313.0	29.0
314.0	33.0
315.0	22.0
316.0	30.0
317.0	25.0
318.0	19.0
319.0	15.0
320.0	19.0
321.0	27.0
322.0	32.0
323.0	27.0
324.0	20.0
325.0	48.0
326.0	24.0
327.0	24.0
328.0	32.0
329.0	27.0
330.0	37.0
331.0	34.0
332.0	24.0
333.0	29.0
334.0	37.0
335.0	31.0
336.0	24.0
337.0	32.0
338.0	27.0
339.0	26.0
340.0	30.0
341.0	27.0
342.0	39.0
343.0	25.0
344.0	20.0
345.0	26.0
346.0	27.0
347.0	28.0
348.0	37.0
349.0	29.0
350.0	25.0
351.0	23.0
352.0	25.0
353.0	23.0
354.0	17.0
355.0	16.0
356.0	31.0
357.0	20.0
358.0	21.0
359.0	23.0
360.0	22.0
361.0	30.0
362.0	32.0
363.0	24.0
364.0	28.0
365.0	31.0
366.0	19.0
367.0	28.0
368.0	29.0
369.0	18.0
370.0	17.0
371.0	25.0
372.0	21.0
373.0	20.0
374.0	19.0
375.0	10.0
376.0	23.0
377.0	18.0
378.0	14.0
379.0	17.0
380.0	11.0
381.0	18.0
382.0	22.0
383.0	10.0
384.0	17.0
385.0	16.0
386.0	11.0
387.0	9.0
388.0	12.0
389.0	9.0
