#Insert size (bp)	insert size
19.0	125.0
20.0	25.0
21.0	21.0
22.0	10.0
23.0	7.0
24.0	3.0
25.0	4.0
26.0	3.0
27.0	10.0
28.0	4.0
29.0	4.0
30.0	1.0
31.0	5.0
32.0	4.0
33.0	11.0
34.0	17.0
35.0	10.0
36.0	14.0
37.0	10.0
38.0	4.0
39.0	6.0
40.0	12.0
41.0	10.0
42.0	18.0
43.0	16.0
44.0	15.0
45.0	13.0
46.0	20.0
47.0	7.0
48.0	8.0
49.0	7.0
50.0	11.0
51.0	20.0
52.0	16.0
53.0	17.0
54.0	22.0
55.0	18.0
56.0	13.0
57.0	8.0
58.0	14.0
59.0	14.0
60.0	13.0
61.0	21.0
62.0	11.0
63.0	24.0
64.0	33.0
65.0	25.0
66.0	25.0
67.0	14.0
68.0	17.0
69.0	16.0
70.0	17.0
71.0	24.0
72.0	44.0
73.0	24.0
74.0	23.0
75.0	27.0
76.0	27.0
77.0	21.0
78.0	17.0
79.0	17.0
80.0	16.0
81.0	15.0
82.0	28.0
83.0	27.0
84.0	30.0
85.0	21.0
86.0	21.0
87.0	26.0
88.0	24.0
89.0	16.0
90.0	9.0
91.0	11.0
92.0	25.0
93.0	33.0
94.0	24.0
95.0	29.0
96.0	39.0
97.0	38.0
98.0	41.0
99.0	21.0
100.0	29.0
101.0	12.0
102.0	27.0
103.0	24.0
104.0	30.0
105.0	37.0
106.0	33.0
107.0	32.0
108.0	29.0
109.0	30.0
110.0	21.0
111.0	32.0
112.0	20.0
113.0	50.0
114.0	44.0
115.0	23.0
116.0	44.0
117.0	35.0
118.0	52.0
119.0	30.0
120.0	32.0
121.0	29.0
122.0	36.0
123.0	41.0
124.0	43.0
125.0	34.0
126.0	52.0
127.0	48.0
128.0	55.0
129.0	37.0
130.0	33.0
131.0	35.0
132.0	36.0
133.0	41.0
134.0	36.0
135.0	47.0
136.0	52.0
137.0	39.0
138.0	37.0
139.0	45.0
140.0	39.0
141.0	56.0
142.0	34.0
143.0	39.0
144.0	44.0
145.0	64.0
146.0	61.0
147.0	55.0
148.0	56.0
149.0	64.0
150.0	48.0
151.0	45.0
152.0	29.0
153.0	53.0
154.0	49.0
155.0	53.0
156.0	67.0
157.0	63.0
158.0	64.0
159.0	46.0
160.0	47.0
161.0	47.0
162.0	50.0
163.0	67.0
164.0	60.0
165.0	60.0
166.0	74.0
167.0	64.0
168.0	87.0
169.0	76.0
170.0	69.0
171.0	63.0
172.0	41.0
173.0	62.0
174.0	69.0
175.0	67.0
176.0	71.0
177.0	68.0
178.0	70.0
179.0	73.0
180.0	85.0
181.0	73.0
182.0	64.0
183.0	58.0
184.0	63.0
185.0	64.0
186.0	70.0
187.0	74.0
188.0	89.0
189.0	98.0
190.0	101.0
191.0	71.0
192.0	73.0
193.0	71.0
194.0	84.0
195.0	72.0
196.0	102.0
197.0	154.0
198.0	81.0
199.0	103.0
200.0	108.0
201.0	106.0
202.0	70.0
203.0	98.0
204.0	87.0
205.0	86.0
206.0	89.0
207.0	122.0
208.0	100.0
209.0	108.0
210.0	90.0
211.0	130.0
212.0	105.0
213.0	130.0
214.0	93.0
215.0	110.0
216.0	99.0
217.0	110.0
218.0	127.0
219.0	119.0
220.0	123.0
221.0	132.0
222.0	100.0
223.0	99.0
224.0	116.0
225.0	89.0
226.0	98.0
227.0	105.0
228.0	135.0
229.0	134.0
230.0	142.0
231.0	150.0
232.0	127.0
233.0	132.0
234.0	116.0
235.0	131.0
236.0	119.0
237.0	126.0
238.0	131.0
239.0	163.0
240.0	144.0
241.0	152.0
242.0	146.0
243.0	148.0
244.0	134.0
245.0	143.0
246.0	160.0
247.0	124.0
248.0	133.0
249.0	192.0
250.0	184.0
251.0	158.0
252.0	142.0
253.0	181.0
254.0	172.0
255.0	179.0
256.0	140.0
257.0	176.0
258.0	164.0
259.0	182.0
260.0	189.0
261.0	164.0
262.0	213.0
263.0	170.0
264.0	147.0
265.0	168.0
266.0	151.0
267.0	184.0
268.0	178.0
269.0	197.0
270.0	199.0
271.0	191.0
272.0	178.0
273.0	188.0
274.0	189.0
275.0	192.0
276.0	194.0
277.0	182.0
278.0	209.0
279.0	186.0
280.0	217.0
281.0	170.0
282.0	202.0
283.0	219.0
284.0	180.0
285.0	208.0
286.0	199.0
287.0	167.0
288.0	188.0
289.0	159.0
290.0	232.0
291.0	217.0
292.0	244.0
293.0	200.0
294.0	228.0
295.0	244.0
296.0	225.0
297.0	219.0
298.0	230.0
299.0	214.0
300.0	238.0
301.0	217.0
302.0	217.0
303.0	214.0
304.0	245.0
305.0	238.0
306.0	226.0
307.0	225.0
308.0	231.0
309.0	213.0
310.0	253.0
311.0	219.0
312.0	231.0
313.0	259.0
314.0	249.0
315.0	221.0
316.0	224.0
317.0	216.0
318.0	213.0
319.0	207.0
320.0	216.0
321.0	238.0
322.0	252.0
323.0	224.0
324.0	227.0
325.0	223.0
326.0	236.0
327.0	221.0
328.0	218.0
329.0	239.0
330.0	236.0
331.0	221.0
332.0	258.0
333.0	237.0
334.0	223.0
335.0	237.0
336.0	248.0
337.0	229.0
338.0	260.0
339.0	220.0
340.0	216.0
341.0	199.0
342.0	228.0
343.0	258.0
344.0	223.0
345.0	215.0
346.0	243.0
347.0	222.0
348.0	222.0
349.0	211.0
350.0	218.0
351.0	218.0
352.0	218.0
353.0	220.0
354.0	253.0
355.0	245.0
356.0	242.0
357.0	214.0
358.0	194.0
359.0	222.0
360.0	205.0
361.0	232.0
362.0	229.0
363.0	216.0
364.0	241.0
365.0	227.0
366.0	229.0
367.0	227.0
368.0	241.0
369.0	240.0
370.0	208.0
371.0	214.0
372.0	200.0
373.0	222.0
374.0	214.0
375.0	198.0
376.0	258.0
377.0	204.0
378.0	157.0
379.0	197.0
380.0	187.0
381.0	223.0
382.0	206.0
383.0	177.0
384.0	201.0
385.0	171.0
386.0	189.0
387.0	221.0
388.0	175.0
389.0	184.0
390.0	184.0
391.0	163.0
392.0	187.0
393.0	187.0
394.0	199.0
395.0	215.0
396.0	184.0
397.0	198.0
398.0	175.0
399.0	200.0
400.0	149.0
401.0	170.0
402.0	188.0
403.0	183.0
404.0	163.0
405.0	195.0
406.0	171.0
407.0	154.0
408.0	172.0
409.0	167.0
410.0	158.0
411.0	159.0
412.0	154.0
413.0	169.0
414.0	175.0
415.0	153.0
416.0	170.0
417.0	181.0
418.0	150.0
419.0	167.0
420.0	158.0
421.0	145.0
422.0	144.0
423.0	127.0
424.0	170.0
425.0	142.0
426.0	160.0
427.0	161.0
428.0	146.0
429.0	133.0
430.0	161.0
431.0	140.0
432.0	142.0
433.0	135.0
434.0	138.0
435.0	105.0
436.0	162.0
437.0	124.0
438.0	153.0
439.0	150.0
440.0	123.0
441.0	127.0
442.0	127.0
443.0	117.0
444.0	120.0
445.0	123.0
446.0	150.0
447.0	130.0
448.0	121.0
449.0	129.0
450.0	139.0
451.0	143.0
452.0	127.0
453.0	125.0
454.0	97.0
455.0	126.0
456.0	103.0
457.0	123.0
458.0	131.0
459.0	115.0
460.0	120.0
461.0	98.0
462.0	90.0
463.0	96.0
464.0	106.0
465.0	106.0
466.0	119.0
467.0	113.0
468.0	112.0
469.0	104.0
470.0	116.0
471.0	111.0
472.0	109.0
473.0	113.0
474.0	102.0
475.0	85.0
476.0	98.0
477.0	82.0
478.0	96.0
479.0	94.0
480.0	121.0
481.0	72.0
482.0	69.0
483.0	97.0
484.0	104.0
485.0	76.0
486.0	94.0
487.0	68.0
488.0	89.0
489.0	69.0
490.0	84.0
491.0	98.0
492.0	83.0
493.0	80.0
494.0	97.0
495.0	89.0
496.0	78.0
497.0	77.0
498.0	66.0
499.0	74.0
500.0	75.0
501.0	99.0
502.0	78.0
503.0	81.0
504.0	85.0
505.0	81.0
506.0	69.0
507.0	67.0
508.0	63.0
509.0	64.0
510.0	56.0
511.0	88.0
512.0	65.0
513.0	62.0
514.0	75.0
515.0	58.0
516.0	78.0
517.0	68.0
518.0	57.0
519.0	58.0
520.0	61.0
521.0	63.0
522.0	73.0
523.0	70.0
524.0	63.0
525.0	62.0
526.0	60.0
527.0	65.0
528.0	63.0
529.0	64.0
530.0	54.0
531.0	49.0
532.0	49.0
533.0	64.0
534.0	51.0
535.0	65.0
536.0	44.0
537.0	59.0
538.0	59.0
539.0	52.0
540.0	56.0
541.0	67.0
542.0	48.0
543.0	54.0
544.0	40.0
545.0	52.0
546.0	52.0
547.0	49.0
548.0	50.0
549.0	38.0
550.0	53.0
551.0	48.0
552.0	48.0
553.0	35.0
554.0	28.0
555.0	40.0
556.0	57.0
557.0	39.0
558.0	33.0
559.0	44.0
560.0	43.0
561.0	39.0
562.0	40.0
563.0	49.0
564.0	49.0
565.0	49.0
566.0	37.0
567.0	42.0
568.0	28.0
569.0	30.0
570.0	37.0
571.0	33.0
572.0	34.0
573.0	21.0
574.0	42.0
575.0	35.0
576.0	42.0
577.0	32.0
578.0	33.0
579.0	32.0
580.0	25.0
581.0	42.0
582.0	38.0
583.0	28.0
584.0	33.0
585.0	25.0
586.0	31.0
587.0	32.0
588.0	27.0
589.0	42.0
590.0	31.0
591.0	29.0
592.0	28.0
593.0	26.0
594.0	28.0
595.0	42.0
596.0	30.0
597.0	30.0
598.0	28.0
599.0	21.0
600.0	20.0
601.0	23.0
602.0	20.0
603.0	24.0
604.0	27.0
605.0	12.0
606.0	27.0
607.0	25.0
608.0	24.0
609.0	31.0
610.0	24.0
611.0	12.0
612.0	20.0
613.0	20.0
614.0	22.0
615.0	16.0
616.0	19.0
617.0	15.0
618.0	9.0
619.0	26.0
620.0	17.0
621.0	17.0
622.0	15.0
623.0	16.0
624.0	15.0
625.0	18.0
626.0	17.0
627.0	17.0
628.0	21.0
629.0	15.0
630.0	16.0
631.0	14.0
632.0	21.0
633.0	20.0
634.0	11.0
635.0	15.0
636.0	12.0
637.0	16.0
638.0	14.0
639.0	22.0
640.0	14.0
641.0	15.0
642.0	11.0
643.0	17.0
644.0	11.0
645.0	12.0
646.0	19.0
647.0	9.0
648.0	15.0
649.0	13.0
650.0	21.0
651.0	10.0
652.0	17.0
653.0	9.0
654.0	11.0
655.0	14.0
656.0	13.0
657.0	11.0
658.0	17.0
659.0	8.0
660.0	9.0
661.0	17.0
662.0	7.0
663.0	11.0
664.0	13.0
665.0	8.0
666.0	10.0
667.0	12.0
668.0	14.0
669.0	6.0
670.0	4.0
671.0	10.0
672.0	11.0
673.0	11.0
674.0	5.0
675.0	3.0
676.0	7.0
677.0	15.0
678.0	4.0
679.0	8.0
680.0	10.0
681.0	5.0
682.0	7.0
683.0	2.0
684.0	12.0
685.0	12.0
686.0	7.0
687.0	12.0
688.0	12.0
689.0	7.0
690.0	4.0
691.0	7.0
692.0	8.0
693.0	6.0
694.0	3.0
695.0	5.0
696.0	7.0
697.0	3.0
698.0	4.0
699.0	10.0
700.0	8.0
701.0	6.0
702.0	4.0
703.0	4.0
704.0	6.0
705.0	6.0
706.0	9.0
707.0	6.0
708.0	2.0
709.0	8.0
710.0	2.0
711.0	4.0
712.0	4.0
713.0	8.0
714.0	7.0
715.0	4.0
716.0	3.0
717.0	6.0
718.0	5.0
719.0	10.0
720.0	4.0
721.0	4.0
722.0	2.0
723.0	5.0
724.0	4.0
725.0	3.0
726.0	4.0
727.0	3.0
728.0	2.0
729.0	1.0
730.0	2.0
731.0	1.0
732.0	5.0
734.0	3.0
735.0	5.0
736.0	4.0
737.0	3.0
738.0	2.0
739.0	4.0
740.0	3.0
741.0	7.0
742.0	3.0
743.0	1.0
744.0	5.0
746.0	2.0
747.0	4.0
