seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBBIGF010000041.1	19761	No terminal repeats	29	11	1.0000	NA	6	13.9186	MOBP1;I_traI;I_traK;I_traL	NA
JBBIGF010000036.1	31581	No terminal repeats	41	11	1.0000	NA	10	25.7400	T_virB9;T_virB10;T_virB1;t4cp2;virb4;T_virB5;T_virB6	NA
JBBIGF010000052.1	9322	No terminal repeats	10	11	1.0000	NA	1	8.5656	NA	NA
JBBIGF010000017.1	129618	No terminal repeats	134	11	1.0000	NA	18	60.9898	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JBBIGF010000047.1	12901	No terminal repeats	15	11	1.0000	NA	2	8.5914	B_traI;T_virB6	NA
JBBIGF010000074.1	1702	No terminal repeats	3	11	1.0000	NA	1	2.8437	MOBH	NA
JBBIGF010000045.1	17126	No terminal repeats	16	11	1.0000	NA	3	6.9401	NA	NA
JBBIGF010000046.1	15043	No terminal repeats	14	11	1.0000	NA	1	4.1647	NA	NA
JBBIGF010000040.1	19835	No terminal repeats	19	11	0.9999	NA	6	19.3511	I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY	NA
JBBIGF010000030.1	40019	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBBIGF010000064.1	5295	No terminal repeats	4	11	0.9999	NA	0	1.7183	NA	NA
JBBIGF010000038.1	24535	No terminal repeats	32	11	0.9999	NA	8	10.5958	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBBIGF010000056.1	8571	ITR	9	11	0.9999	NA	0	3.4312	NA	NA
JBBIGF010000051.1	10191	No terminal repeats	9	11	0.9999	NA	0	5.1059	NA	NA
JBBIGF010000066.1	3523	No terminal repeats	5	11	0.9999	NA	0	2.0360	NA	NA
JBBIGF010000043.1	18156	No terminal repeats	15	11	0.9998	NA	0	2.1332	NA	NA
JBBIGF010000039.1	24042	ITR	21	11	0.9998	NA	2	11.7573	I_trbB;I_trbA	NA
JBBIGF010000061.1	6538	No terminal repeats	9	11	0.9995	NA	1	0.8364	NA	NA
JBBIGF010000057.1	8494	No terminal repeats	10	11	0.9992	NA	0	0.6240	NA	NA
JBBIGF010000048.1	12706	No terminal repeats	12	11	0.9943	NA	2	2.3152	T_virB9;T_virB8	NA
JBBIGF010000049.1	12494	No terminal repeats	12	11	0.9932	NA	0	0.3959	NA	NA
JBBIGF010000042.1	18763	No terminal repeats	18	11	0.9878	NA	0	0.5447	NA	NA
JBBIGF010000050.1	12225	No terminal repeats	12	11	0.9813	NA	1	1.2793	NA	NA
