#Coverage	Number of genomic locations
0.0	278611.0
1.0	5142.0
2.0	3604.0
3.0	2360.0
4.0	1547.0
5.0	1236.0
6.0	1548.0
7.0	1083.0
8.0	1068.0
9.0	1160.0
10.0	1256.0
11.0	1141.0
12.0	938.0
13.0	1034.0
14.0	993.0
15.0	1112.0
16.0	925.0
17.0	850.0
18.0	793.0
19.0	945.0
20.0	1047.0
21.0	1017.0
22.0	1134.0
23.0	1118.0
24.0	1123.0
25.0	920.0
26.0	1022.0
27.0	1198.0
28.0	1209.0
29.0	1286.0
30.0	1538.0
31.0	1544.0
32.0	1705.0
33.0	1915.0
34.0	1833.0
35.0	2038.0
36.0	2130.0
37.0	2390.0
38.0	2781.0
39.0	3093.0
40.0	3206.0
41.0	3731.0
42.0	4311.0
43.0	4794.0
44.0	5385.0
45.0	6459.0
46.0	7166.0
47.0	8163.0
48.0	9264.0
49.0	10543.0
50.0	12175.0
51.0	14193.0
52.0	16233.0
53.0	19148.0
54.0	21233.0
55.0	24716.0
56.0	28703.0
57.0	31996.0
58.0	36926.0
59.0	40922.0
60.0	43751.0
61.0	48065.0
62.0	52062.0
63.0	57801.0
64.0	61290.0
65.0	65798.0
66.0	71250.0
67.0	73590.0
68.0	77676.0
69.0	81672.0
70.0	86072.0
71.0	88944.0
72.0	91941.0
73.0	93453.0
74.0	94810.0
75.0	96616.0
76.0	98845.0
77.0	100146.0
78.0	99651.0
79.0	100709.0
80.0	100897.0
81.0	100586.0
82.0	100858.0
83.0	100706.0
84.0	99245.0
85.0	97704.0
86.0	96361.0
87.0	95530.0
88.0	93587.0
89.0	91886.0
90.0	90892.0
91.0	89159.0
92.0	87739.0
93.0	85459.0
94.0	83633.0
95.0	80946.0
96.0	79385.0
97.0	76768.0
98.0	74531.0
99.0	72660.0
100.0	70348.0
101.0	68960.0
102.0	66174.0
103.0	63943.0
104.0	61781.0
105.0	60428.0
106.0	57775.0
107.0	55745.0
108.0	53083.0
109.0	50161.0
110.0	47531.0
111.0	45860.0
112.0	43023.0
113.0	40688.0
114.0	38558.0
115.0	36217.0
116.0	34414.0
117.0	32038.0
118.0	29917.0
119.0	28324.0
120.0	26868.0
121.0	24260.0
122.0	22563.0
123.0	21263.0
124.0	19613.0
125.0	18006.0
126.0	16623.0
127.0	15846.0
128.0	14562.0
129.0	13324.0
130.0	12368.0
131.0	11474.0
132.0	10562.0
133.0	9939.0
134.0	9186.0
135.0	8733.0
136.0	8155.0
137.0	7698.0
138.0	7002.0
139.0	6897.0
140.0	6555.0
141.0	6294.0
142.0	5996.0
143.0	5577.0
144.0	5257.0
145.0	5179.0
146.0	4882.0
147.0	4720.0
148.0	4447.0
149.0	4322.0
150.0	4244.0
151.0	3979.0
152.0	3933.0
153.0	3659.0
154.0	3605.0
155.0	3668.0
156.0	3311.0
157.0	3189.0
158.0	3066.0
159.0	3077.0
160.0	2757.0
161.0	2579.0
162.0	2477.0
163.0	2297.0
164.0	2214.0
165.0	2047.0
166.0	1964.0
167.0	1829.0
168.0	1724.0
169.0	1580.0
170.0	1432.0
171.0	1406.0
172.0	1363.0
173.0	1146.0
174.0	1055.0
175.0	959.0
176.0	835.0
177.0	754.0
178.0	685.0
179.0	625.0
180.0	572.0
181.0	525.0
182.0	526.0
183.0	432.0
184.0	439.0
185.0	380.0
186.0	305.0
187.0	279.0
188.0	276.0
189.0	214.0
190.0	197.0
191.0	180.0
192.0	202.0
193.0	204.0
194.0	157.0
195.0	140.0
196.0	138.0
197.0	147.0
198.0	127.0
199.0	139.0
200.0	129.0
