seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JTEL01000282.1	4419	No terminal repeats	3	11	1.0000	NA	0	4.2928	NA	NA
JTEL01000264.1	5130	No terminal repeats	7	11	1.0000	NA	2	6.8956	T_virB5	NA
JTEL01000086.1	17539	No terminal repeats	17	11	1.0000	NA	1	7.6013	NA	NA
JTEL01000194.1	8472	No terminal repeats	10	11	1.0000	NA	1	8.5656	NA	NA
JTEL01000144.1	11955	No terminal repeats	13	11	1.0000	NA	2	6.8731	B_traI;T_virB6	NA
JTEL01000362.1	2119	No terminal repeats	4	11	1.0000	NA	1	4.5620	MOBH	NA
JTEL01000260.1	5310	No terminal repeats	5	11	0.9999	NA	0	2.4456	NA	NA
JTEL01000333.1	2819	No terminal repeats	4	11	0.9999	NA	3	5.1548	T_virB6;B_traI;B_traI	NA
JTEL01000206.1	7659	No terminal repeats	6	11	0.9999	NA	0	5.0569	NA	NA
JTEL01000275.1	4645	No terminal repeats	5	11	0.9999	NA	0	1.3688	NA	NA
JTEL01000283.1	4322	No terminal repeats	4	11	0.9999	NA	0	2.1770	NA	NA
JTEL01000326.1	3094	No terminal repeats	3	11	0.9998	NA	1	1.7183	T_virB6	NA
JTEL01000218.1	7026	No terminal repeats	7	11	0.9998	NA	0	2.1797	NA	NA
JTEL01000213.1	7193	No terminal repeats	7	11	0.9998	NA	0	2.2768	NA	NA
JTEL01000037.1	25322	No terminal repeats	18	11	0.9997	NA	0	3.5841	NA	NA
JTEL01000152.1	11907	No terminal repeats	12	11	0.9997	NA	0	3.2175	NA	NA
JTEL01000266.1	5075	No terminal repeats	6	11	0.9997	NA	2	5.1548	T_virB6;T_virB6	NA
JTEL01000226.1	6668	No terminal repeats	10	11	0.9996	NA	0	1.7183	NA	NA
JTEL01000259.1	5310	No terminal repeats	4	11	0.9996	NA	0	1.7183	NA	NA
JTEL01000018.1	35738	No terminal repeats	19	11	0.9995	NA	0	3.0473	NA	NF000272
JTEL01000115.1	14144	No terminal repeats	12	11	0.9993	NA	0	2.5829	NA	NA
JTEL01000299.1	3829	No terminal repeats	4	11	0.9978	NA	0	1.5129	NA	NA
JTEL01000162.1	11225	No terminal repeats	13	11	0.9974	NA	0	0.5447	NA	NA
JTEL01000287.1	4163	No terminal repeats	7	11	0.9972	NA	0	1.1612	NA	NA
JTEL01000258.1	8608	No terminal repeats	8	11	0.9969	NA	0	0.4829	NA	NA
JTEL01000307.1	3546	No terminal repeats	4	11	0.9968	NA	0	2.8175	NA	NA
JTEL01000113.1	14653	No terminal repeats	16	11	0.9968	NA	0	2.7248	NA	NA
JTEL01000102.1	15602	No terminal repeats	16	11	0.9967	NA	0	3.2741	NA	NA
JTEL01000066.1	26079	No terminal repeats	15	11	0.9952	NA	0	1.7907	NA	NA
JTEL01000293.1	3991	No terminal repeats	5	11	0.9952	NA	0	1.3472	NA	NA
JTEL01000210.1	7396	No terminal repeats	8	11	0.9946	NA	0	1.5516	NA	NA
JTEL01000340.1	2627	No terminal repeats	2	11	0.9941	NA	0	0.9147	NA	NA
JTEL01000056.1	21054	No terminal repeats	19	11	0.9932	NA	0	0.3959	NA	NA
JTEL01000117.1	14988	No terminal repeats	10	11	0.9932	NA	0	1.6581	NA	NA
JTEL01000237.1	6154	No terminal repeats	7	11	0.9923	NA	3	4.3174	virb4;T_virB3;T_virB2	NA
JTEL01000301.1	3761	No terminal repeats	2	11	0.9923	NA	0	1.2918	NA	NA
JTEL01000253.1	8272	No terminal repeats	8	11	0.9922	NA	0	0.9873	NA	NA
JTEL01000106.1	15174	No terminal repeats	14	11	0.9921	NA	1	1.2998	NA	NA
JTEL01000308.1	3546	No terminal repeats	5	11	0.9917	NA	0	0.6290	NA	NA
JTEL01000297.1	7004	No terminal repeats	6	11	0.9909	NA	0	0.5577	NA	NA
JTEL01000181.1	9444	No terminal repeats	8	11	0.9904	NA	0	1.2715	NA	NA
JTEL01000201.1	8145	No terminal repeats	7	11	0.9864	NA	0	0.6889	NA	NA
JTEL01000298.1	3832	No terminal repeats	2	11	0.9699	NA	0	1.2918	NA	NA
JTEL01000209.1	7400	No terminal repeats	6	11	0.9248	NA	0	0.3394	NA	NA
JTEL01000105.1	15244	No terminal repeats	15	11	0.9197	NA	0	1.3142	NA	NA
JTEL01000311.1	3407	No terminal repeats	6	11	0.9195	NA	0	2.3999	NA	NA
JTEL01000094.1	15986	No terminal repeats	13	11	0.9138	NA	0	0.5256	NA	NA
JTEL01000215.1	7151	No terminal repeats	6	11	0.8982	NA	0	0.8558	NA	NA
JTEL01000049.1	21403	No terminal repeats	21	11	0.8783	NA	0	1.7385	NA	NA
JTEL01000240.1	5934	No terminal repeats	6	11	0.8670	NA	0	0.3988	NA	NA
JTEL01000291.1	4054	No terminal repeats	8	11	0.8556	NA	0	1.3254	NA	NA
JTEL01000256.1	5343	No terminal repeats	4	11	0.8310	NA	0	0.3825	NA	NA
JTEL01000168.1	10372	No terminal repeats	7	11	0.8125	NA	0	1.1525	NA	NA
JTEL01000212.1	12382	No terminal repeats	11	11	0.7628	NA	0	0.6612	NA	NA
JTEL01000227.1	6627	No terminal repeats	8	11	0.7126	NA	1	0.8851	NA	NA
