#Coverage (X)	Coverage
1.0	91.51133852976555
2.0	91.43728646168928
3.0	91.38416096625132
4.0	91.3565800707758
5.0	91.33050821572515
6.0	91.30363638743722
7.0	91.27854631772318
8.0	91.25734702693583
9.0	91.23620227977827
10.0	91.2189483115474
11.0	91.2023125044544
12.0	91.18262225409187
13.0	91.16342289639765
14.0	91.14778705585123
15.0	91.13293300733211
16.0	91.11736989162544
17.0	91.10209767527778
18.0	91.08880721081331
19.0	91.07191686678118
20.0	91.05788097270927
21.0	91.04206332006348
22.0	91.02879103680894
23.0	91.0111189007495
24.0	90.9970830066776
25.0	90.98148352855104
26.0	90.96584768800462
27.0	90.94715740418866
28.0	90.92870347610189
29.0	90.90948593719773
30.0	90.88919570690726
31.0	90.86974181227392
32.0	90.84872433358592
33.0	90.82790684820725
34.0	90.80476216795655
35.0	90.77932665525371
36.0	90.74972764547513
37.0	90.71723782331645
38.0	90.68411165880995
39.0	90.64744015836561
40.0	90.60656879842566
41.0	90.56222482738758
42.0	90.5163718159247
43.0	90.46117366255383
44.0	90.40039387773209
45.0	90.33366883726072
46.0	90.25174430528142
47.0	90.15323850983894
48.0	90.04291492793695
49.0	89.90301051746633
50.0	89.7446885413288
51.0	89.55582213249593
