#Insert size (bp)	insert size
12.0	1.0
19.0	167.0
20.0	42.0
21.0	47.0
22.0	18.0
23.0	9.0
24.0	5.0
25.0	7.0
26.0	12.0
27.0	80.0
28.0	124.0
29.0	109.0
30.0	117.0
31.0	122.0
32.0	188.0
33.0	270.0
34.0	321.0
35.0	330.0
36.0	235.0
37.0	166.0
38.0	157.0
39.0	166.0
40.0	209.0
41.0	291.0
42.0	397.0
43.0	419.0
44.0	493.0
45.0	484.0
46.0	318.0
47.0	210.0
48.0	194.0
49.0	229.0
50.0	315.0
51.0	369.0
52.0	430.0
53.0	440.0
54.0	504.0
55.0	430.0
56.0	402.0
57.0	259.0
58.0	210.0
59.0	264.0
60.0	330.0
61.0	377.0
62.0	492.0
63.0	515.0
64.0	553.0
65.0	442.0
66.0	429.0
67.0	334.0
68.0	274.0
69.0	285.0
70.0	326.0
71.0	428.0
72.0	585.0
73.0	607.0
74.0	612.0
75.0	662.0
76.0	509.0
77.0	449.0
78.0	374.0
79.0	344.0
80.0	416.0
81.0	504.0
82.0	606.0
83.0	682.0
84.0	704.0
85.0	678.0
86.0	612.0
87.0	542.0
88.0	443.0
89.0	435.0
90.0	397.0
91.0	577.0
92.0	597.0
93.0	682.0
94.0	739.0
95.0	791.0
96.0	740.0
97.0	657.0
98.0	515.0
99.0	471.0
100.0	502.0
101.0	516.0
102.0	692.0
103.0	790.0
104.0	841.0
105.0	925.0
106.0	879.0
107.0	828.0
108.0	688.0
109.0	572.0
110.0	569.0
111.0	619.0
112.0	726.0
113.0	836.0
114.0	941.0
115.0	983.0
116.0	970.0
117.0	975.0
118.0	827.0
119.0	730.0
120.0	650.0
121.0	675.0
122.0	792.0
123.0	913.0
124.0	1014.0
125.0	1048.0
126.0	1168.0
127.0	1088.0
128.0	952.0
129.0	843.0
130.0	847.0
131.0	777.0
132.0	873.0
133.0	949.0
134.0	1119.0
135.0	1249.0
136.0	1262.0
137.0	1203.0
138.0	1179.0
139.0	1017.0
140.0	985.0
141.0	939.0
142.0	945.0
143.0	1048.0
144.0	1138.0
145.0	1312.0
146.0	1389.0
147.0	1437.0
148.0	1403.0
149.0	1302.0
150.0	1156.0
151.0	1030.0
152.0	1067.0
153.0	1155.0
154.0	1293.0
155.0	1463.0
156.0	1535.0
157.0	1617.0
158.0	1574.0
159.0	1457.0
160.0	1366.0
161.0	1273.0
162.0	1187.0
163.0	1281.0
164.0	1407.0
165.0	1614.0
166.0	1688.0
167.0	1872.0
168.0	1750.0
169.0	1728.0
170.0	1590.0
171.0	1450.0
172.0	1397.0
173.0	1496.0
174.0	1534.0
175.0	1707.0
176.0	1909.0
177.0	2000.0
178.0	1961.0
179.0	1947.0
180.0	2041.0
181.0	1854.0
182.0	1670.0
183.0	1694.0
184.0	1707.0
185.0	1904.0
186.0	1995.0
187.0	2287.0
188.0	2187.0
189.0	2246.0
190.0	2276.0
191.0	2097.0
192.0	1903.0
193.0	1922.0
194.0	1972.0
195.0	2093.0
196.0	2325.0
197.0	2550.0
198.0	2573.0
199.0	2620.0
200.0	2552.0
201.0	2442.0
202.0	2345.0
203.0	2231.0
204.0	2262.0
205.0	2533.0
206.0	2454.0
207.0	2676.0
208.0	2882.0
209.0	2917.0
210.0	2818.0
211.0	2764.0
212.0	2574.0
213.0	2480.0
214.0	2599.0
215.0	2648.0
216.0	2901.0
217.0	2950.0
218.0	3116.0
219.0	3249.0
220.0	3355.0
221.0	3231.0
222.0	3115.0
223.0	2974.0
224.0	2986.0
225.0	2982.0
226.0	3043.0
227.0	3322.0
228.0	3457.0
229.0	3536.0
230.0	3691.0
231.0	3761.0
232.0	3503.0
233.0	3411.0
234.0	3366.0
235.0	3413.0
236.0	3443.0
237.0	3653.0
238.0	3811.0
239.0	3875.0
240.0	4158.0
241.0	4075.0
242.0	3994.0
243.0	3886.0
244.0	3706.0
245.0	3721.0
246.0	3687.0
247.0	3932.0
248.0	4124.0
249.0	4315.0
250.0	4385.0
251.0	4541.0
252.0	4384.0
253.0	4263.0
254.0	4323.0
255.0	4147.0
256.0	4164.0
257.0	4369.0
258.0	4528.0
259.0	4652.0
260.0	4700.0
261.0	4897.0
262.0	4728.0
263.0	4518.0
264.0	4546.0
265.0	4533.0
266.0	4561.0
267.0	4662.0
268.0	4615.0
269.0	5016.0
270.0	5074.0
271.0	5319.0
272.0	5345.0
273.0	5318.0
274.0	5067.0
275.0	5004.0
276.0	4755.0
277.0	5010.0
278.0	4966.0
279.0	5263.0
280.0	5490.0
281.0	5438.0
282.0	5493.0
283.0	5587.0
284.0	5331.0
285.0	5232.0
286.0	5354.0
287.0	5296.0
288.0	5527.0
289.0	5458.0
290.0	5811.0
291.0	5855.0
292.0	5822.0
293.0	5887.0
294.0	5709.0
295.0	5730.0
296.0	5798.0
297.0	5635.0
298.0	5520.0
299.0	5780.0
300.0	5849.0
301.0	5906.0
302.0	6209.0
303.0	6253.0
304.0	6122.0
305.0	5983.0
306.0	5842.0
307.0	5748.0
308.0	5862.0
309.0	5848.0
310.0	6224.0
311.0	6388.0
312.0	6288.0
313.0	6191.0
314.0	6279.0
315.0	5994.0
316.0	6177.0
317.0	6024.0
318.0	6032.0
319.0	5827.0
320.0	6151.0
321.0	6396.0
322.0	6378.0
323.0	6273.0
324.0	6517.0
325.0	6212.0
326.0	6087.0
327.0	6017.0
328.0	6078.0
329.0	6125.0
330.0	6175.0
331.0	6248.0
332.0	6309.0
333.0	6315.0
334.0	6345.0
335.0	6313.0
336.0	6209.0
337.0	6045.0
338.0	5933.0
339.0	5998.0
340.0	6031.0
341.0	6123.0
342.0	6206.0
343.0	6351.0
344.0	6323.0
345.0	6376.0
346.0	6132.0
347.0	5997.0
348.0	5926.0
349.0	5767.0
350.0	5816.0
351.0	5798.0
352.0	5990.0
353.0	6069.0
354.0	6038.0
355.0	5956.0
356.0	5988.0
357.0	5682.0
358.0	5790.0
359.0	5731.0
360.0	5890.0
361.0	5757.0
362.0	5976.0
363.0	5871.0
364.0	5877.0
365.0	5816.0
366.0	5843.0
367.0	5638.0
368.0	5648.0
369.0	5547.0
370.0	5391.0
371.0	5420.0
372.0	5522.0
373.0	5562.0
374.0	5688.0
375.0	5579.0
376.0	5469.0
377.0	5386.0
378.0	5452.0
379.0	5323.0
380.0	5165.0
381.0	5190.0
382.0	5071.0
383.0	5284.0
384.0	5288.0
385.0	5287.0
386.0	5267.0
387.0	5254.0
388.0	5103.0
389.0	4976.0
390.0	4859.0
391.0	4693.0
392.0	4905.0
393.0	4976.0
394.0	5015.0
395.0	5111.0
396.0	4801.0
397.0	4896.0
398.0	4845.0
399.0	4710.0
400.0	4730.0
401.0	4668.0
402.0	4492.0
403.0	4697.0
404.0	4678.0
405.0	4677.0
406.0	4694.0
407.0	4613.0
408.0	4478.0
409.0	4337.0
410.0	4289.0
411.0	4316.0
412.0	4263.0
413.0	4244.0
414.0	4407.0
415.0	4404.0
416.0	4180.0
417.0	4299.0
418.0	4198.0
419.0	4032.0
420.0	4092.0
421.0	4014.0
422.0	4141.0
423.0	4045.0
424.0	4057.0
425.0	4050.0
426.0	3911.0
427.0	3902.0
428.0	3865.0
429.0	3865.0
430.0	3740.0
431.0	3736.0
432.0	3672.0
433.0	3675.0
434.0	3735.0
435.0	3654.0
436.0	3733.0
437.0	3612.0
438.0	3691.0
439.0	3599.0
440.0	3503.0
441.0	3525.0
442.0	3347.0
443.0	3359.0
444.0	3293.0
445.0	3326.0
446.0	3283.0
447.0	3473.0
448.0	3424.0
449.0	3340.0
450.0	3155.0
451.0	3269.0
452.0	3127.0
453.0	3015.0
454.0	3164.0
455.0	3115.0
456.0	3063.0
457.0	3010.0
458.0	3085.0
459.0	3100.0
460.0	3094.0
461.0	2996.0
462.0	2837.0
463.0	2795.0
464.0	2818.0
465.0	2815.0
466.0	2742.0
467.0	2768.0
468.0	2799.0
469.0	2803.0
470.0	2845.0
471.0	2764.0
472.0	2675.0
473.0	2607.0
474.0	2558.0
475.0	2549.0
476.0	2561.0
477.0	2631.0
478.0	2504.0
479.0	2561.0
480.0	2576.0
481.0	2556.0
482.0	2469.0
483.0	2424.0
484.0	2360.0
485.0	2347.0
486.0	2276.0
487.0	2334.0
488.0	2272.0
489.0	2352.0
490.0	2275.0
491.0	2236.0
492.0	2170.0
493.0	2200.0
494.0	2135.0
495.0	2076.0
496.0	2075.0
497.0	2042.0
498.0	2099.0
499.0	2049.0
500.0	2034.0
501.0	2069.0
502.0	2071.0
503.0	1919.0
504.0	1966.0
505.0	1907.0
506.0	1889.0
507.0	1931.0
508.0	1971.0
509.0	1843.0
510.0	1873.0
511.0	1887.0
512.0	1790.0
513.0	1803.0
514.0	1784.0
515.0	1751.0
516.0	1743.0
517.0	1682.0
518.0	1706.0
519.0	1717.0
520.0	1607.0
521.0	1641.0
522.0	1617.0
523.0	1576.0
524.0	1644.0
525.0	1483.0
526.0	1572.0
527.0	1577.0
528.0	1547.0
529.0	1532.0
530.0	1526.0
531.0	1532.0
532.0	1509.0
533.0	1480.0
534.0	1429.0
535.0	1496.0
536.0	1364.0
537.0	1438.0
538.0	1388.0
539.0	1356.0
540.0	1404.0
541.0	1457.0
542.0	1320.0
543.0	1301.0
544.0	1352.0
545.0	1321.0
546.0	1320.0
547.0	1283.0
548.0	1270.0
549.0	1255.0
550.0	1308.0
551.0	1231.0
552.0	1223.0
553.0	1178.0
554.0	1260.0
555.0	1119.0
556.0	1133.0
557.0	1205.0
558.0	1115.0
559.0	1063.0
560.0	1073.0
561.0	1128.0
562.0	1062.0
563.0	1069.0
564.0	1087.0
565.0	1039.0
566.0	1045.0
567.0	1049.0
568.0	988.0
569.0	941.0
570.0	983.0
571.0	1016.0
572.0	1045.0
573.0	994.0
574.0	920.0
575.0	894.0
576.0	903.0
577.0	932.0
578.0	921.0
579.0	941.0
580.0	891.0
581.0	884.0
582.0	873.0
583.0	900.0
584.0	862.0
585.0	885.0
586.0	826.0
587.0	835.0
588.0	808.0
589.0	770.0
590.0	821.0
591.0	790.0
592.0	777.0
593.0	755.0
594.0	766.0
595.0	765.0
596.0	713.0
597.0	773.0
598.0	729.0
599.0	699.0
600.0	718.0
601.0	742.0
602.0	685.0
603.0	674.0
604.0	693.0
605.0	680.0
606.0	691.0
607.0	671.0
608.0	643.0
609.0	602.0
610.0	596.0
611.0	604.0
612.0	595.0
613.0	626.0
614.0	616.0
615.0	619.0
616.0	615.0
617.0	575.0
618.0	605.0
619.0	568.0
620.0	578.0
621.0	556.0
622.0	568.0
623.0	554.0
624.0	581.0
625.0	559.0
626.0	527.0
627.0	518.0
628.0	527.0
629.0	488.0
630.0	479.0
631.0	492.0
632.0	475.0
633.0	443.0
634.0	473.0
635.0	486.0
636.0	447.0
637.0	433.0
638.0	439.0
639.0	441.0
640.0	455.0
641.0	393.0
642.0	430.0
643.0	372.0
644.0	425.0
645.0	435.0
646.0	432.0
647.0	374.0
648.0	425.0
649.0	393.0
650.0	382.0
651.0	428.0
652.0	364.0
653.0	362.0
654.0	388.0
655.0	356.0
656.0	360.0
657.0	334.0
658.0	364.0
659.0	342.0
660.0	332.0
661.0	332.0
662.0	315.0
663.0	319.0
664.0	316.0
665.0	296.0
666.0	331.0
667.0	333.0
668.0	285.0
669.0	328.0
670.0	300.0
671.0	262.0
672.0	301.0
673.0	296.0
674.0	283.0
675.0	279.0
676.0	295.0
677.0	254.0
678.0	276.0
679.0	252.0
680.0	243.0
681.0	259.0
682.0	271.0
683.0	252.0
684.0	240.0
685.0	245.0
686.0	217.0
687.0	241.0
688.0	246.0
689.0	191.0
690.0	213.0
691.0	187.0
692.0	214.0
693.0	209.0
694.0	203.0
695.0	219.0
696.0	209.0
697.0	178.0
698.0	213.0
699.0	181.0
700.0	186.0
701.0	208.0
702.0	204.0
703.0	163.0
704.0	145.0
705.0	182.0
706.0	202.0
707.0	187.0
708.0	156.0
709.0	148.0
710.0	157.0
711.0	138.0
712.0	152.0
713.0	148.0
714.0	169.0
715.0	162.0
716.0	139.0
717.0	136.0
718.0	126.0
719.0	118.0
720.0	140.0
721.0	155.0
722.0	151.0
723.0	108.0
724.0	156.0
725.0	131.0
726.0	146.0
727.0	124.0
728.0	112.0
729.0	120.0
730.0	129.0
731.0	106.0
732.0	117.0
733.0	102.0
734.0	106.0
735.0	107.0
736.0	106.0
737.0	98.0
738.0	102.0
739.0	95.0
740.0	103.0
741.0	124.0
742.0	114.0
743.0	94.0
744.0	87.0
745.0	93.0
746.0	78.0
747.0	105.0
748.0	98.0
749.0	89.0
750.0	91.0
751.0	70.0
752.0	87.0
753.0	79.0
754.0	92.0
755.0	87.0
756.0	74.0
757.0	92.0
758.0	73.0
759.0	91.0
760.0	78.0
761.0	68.0
762.0	88.0
763.0	70.0
764.0	81.0
765.0	69.0
766.0	68.0
767.0	76.0
768.0	73.0
769.0	55.0
770.0	62.0
771.0	62.0
772.0	63.0
773.0	57.0
774.0	57.0
775.0	68.0
776.0	41.0
777.0	58.0
778.0	54.0
