JAJIVP010000106.1_tRNA1_Gly	50054	50129
JAJIVP010000106.1_tRNA2_Cys	50211	50284
JAJIVP010000115.1_tRNA1_Leu	8486	8572
JAJIVP010000001.1_tRNA1_Ser	19475	19565
JAJIVP010000001.1_tRNA2_Asp	27268	27344
JAJIVP010000001.1_tRNA3_Asp	27439	27515
JAJIVP010000001.1_tRNA4_Val	27544	27618
JAJIVP010000001.1_tRNA5_Leu	34357	34441
JAJIVP010000001.1_tRNA6_Lys	36352	36427
JAJIVP010000001.1_tRNA7_His	36521	36597
JAJIVP010000001.1_tRNA8_Arg	36630	36706
JAJIVP010000001.1_tRNA9_Pro	36749	36825
JAJIVP010000034.1_tRNA1_Ser	38949	39041
JAJIVP010000004.1_tRNA1_Pro	25065	25141
JAJIVP010000073.1_tRNA1_Met	75132	75207
JAJIVP010000093.1_tRNA1_Leu	128734	128813
