gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAQRDZ010000029.1_1	2	1351	1350	1	0.622	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDZ010000029.1_2	1363	1812	450	1	0.576	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDZ010000029.1_3	2004	2552	549	1	0.597	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDZ010000029.1_4	2760	3302	543	1	0.519	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDZ010000029.1_5	3634	3831	198	1	0.626	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDZ010000029.1_6	4292	4861	570	1	0.618	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAQRDZ010000029.1_7	5038	6975	1938	1	0.658	11	GGAG/GAGG	GENOMAD.209487.PC	2.378e-05	50	0	0	0	1	NA	NA	NA	NA	NA
JAQRDZ010000029.1_8	6984	7523	540	1	0.713	11	GGAG/GAGG	GENOMAD.218216.PC	3.149e-42	154	0	0	0	1	NA	NA	NA	PF22011	NA
JAQRDZ010000029.1_9	7520	8905	1386	1	0.695	11	GGA/GAG/AGG	GENOMAD.170233.CP	7.287e-41	161	0	0	0	1	NA	NA	NA	PF20232;PF00498;K07169;TIGR03354;COG3456	type VI secretion system FHA domain protein
JAQRDZ010000029.1_10	8902	10239	1338	1	0.673	11	None	GENOMAD.166652.PC	2.372e-39	156	0	0	0	1	NA	NA	NA	PF05936;TIGR03353;COG3522;K11893	type VI secretion protein, VC_A0114 family
JAQRDZ010000029.1_11	10241	11557	1317	1	0.713	11	GGAG/GAGG	GENOMAD.167543.PC	1.674e-31	132	0	0	0	1	NA	NA	NA	PF09850;TIGR03349;COG3455	type IV / VI secretion system protein, DotU family
