seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIWC010000024.1	2592	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIWC010000042.1	12817	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JAJIWC010000005.1	6420	No terminal repeats	9	11	1.0000	NA	0	4.2600	NA	NA
JAJIWC010000080.1	5257	No terminal repeats	5	11	1.0000	NA	0	5.0569	NA	NA
JAJIWC010000071.1	14687	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIWC010000058.1	9528	No terminal repeats	13	11	1.0000	NA	1	4.1705	NA	NA
JAJIWC010000088.1	14940	No terminal repeats	16	11	1.0000	NA	3	10.3231	MOBH;T_virB6;B_traI	NA
JAJIWC010000065.1	24403	No terminal repeats	28	11	1.0000	NA	9	20.2614	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAJIWC010000045.1	6858	No terminal repeats	8	11	1.0000	NA	0	2.1428	NA	NA
JAJIWC010000050.1	31106	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAJIWC010000034.1	7562	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JAJIWC010000049.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIWC010000039.1	40065	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JAJIWC010000022.1	7823	No terminal repeats	8	11	0.9996	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIWC010000076.1	60492	No terminal repeats	52	11	0.9994	NA	0	3.6551	NA	NF033135;NF000272
JAJIWC010000028.1	10545	No terminal repeats	8	11	0.9808	NA	0	0.3959	NA	NA
