seq_name	chromosome_score	plasmid_score	virus_score
JBHJBM010000001.1	0.9529	0.0436	0.0035
JBHJBM010000002.1	0.9681	0.0292	0.0027
JBHJBM010000003.1	0.9311	0.0641	0.0048
JBHJBM010000004.1	0.9679	0.0294	0.0027
JBHJBM010000005.1	0.9458	0.0502	0.0040
JBHJBM010000006.1	0.9517	0.0451	0.0033
JBHJBM010000007.1	0.9702	0.0274	0.0024
JBHJBM010000008.1	0.9627	0.0344	0.0028
JBHJBM010000009.1	0.9538	0.0427	0.0035
JBHJBM010000010.1	0.9741	0.0234	0.0025
JBHJBM010000011.1	0.9839	0.0146	0.0015
JBHJBM010000012.1	0.9734	0.0244	0.0022
JBHJBM010000013.1	0.9724	0.0250	0.0026
JBHJBM010000014.1	0.9760	0.0221	0.0019
JBHJBM010000015.1	0.9059	0.0858	0.0084
JBHJBM010000016.1	0.9652	0.0323	0.0024
JBHJBM010000017.1	0.9363	0.0589	0.0048
JBHJBM010000018.1	0.0928	0.9038	0.0034
JBHJBM010000019.1	0.8807	0.1120	0.0073
JBHJBM010000020.1	0.9721	0.0258	0.0022
JBHJBM010000021.1	0.9530	0.0437	0.0033
JBHJBM010000022.1	0.9840	0.0144	0.0017
JBHJBM010000023.1	0.0000	0.9999	0.0000
JBHJBM010000024.1	0.9070	0.0853	0.0077
JBHJBM010000025.1	0.9335	0.0625	0.0040
JBHJBM010000026.1	0.8918	0.1027	0.0055
JBHJBM010000027.1	0.0001	0.9999	0.0000
JBHJBM010000028.1	0.9508	0.0458	0.0034
JBHJBM010000029.1	0.0047	0.9933	0.0021
JBHJBM010000030.1	0.8862	0.1068	0.0070
JBHJBM010000031.1	0.0000	1.0000	0.0000
JBHJBM010000032.1	0.0000	1.0000	0.0000
JBHJBM010000033.1	0.0000	1.0000	0.0000
JBHJBM010000034.1	0.0000	0.9998	0.0002
JBHJBM010000035.1	0.9843	0.0142	0.0015
JBHJBM010000036.1	0.1045	0.8897	0.0057
JBHJBM010000037.1	0.0000	1.0000	0.0000
JBHJBM010000038.1	0.0000	0.9999	0.0000
JBHJBM010000039.1	0.0001	0.9998	0.0002
JBHJBM010000040.1	0.0218	0.8501	0.1281
JBHJBM010000041.1	0.9983	0.0015	0.0003
JBHJBM010000042.1	0.0441	0.8819	0.0740
JBHJBM010000043.1	0.0658	0.9212	0.0129
JBHJBM010000044.1	0.0015	0.9972	0.0013
JBHJBM010000045.1	0.3740	0.3815	0.2445
JBHJBM010000046.1	0.1546	0.8346	0.0107
JBHJBM010000047.1	0.3746	0.4326	0.1928
JBHJBM010000048.1	0.0000	0.9999	0.0001
JBHJBM010000049.1	0.2175	0.4129	0.3696
JBHJBM010000050.1	0.8480	0.1325	0.0194
JBHJBM010000051.1	0.5504	0.1100	0.3395
JBHJBM010000052.1	0.0111	0.9834	0.0056
JBHJBM010000053.1	0.3005	0.5259	0.1736
JBHJBM010000054.1	0.6845	0.2265	0.0890
JBHJBM010000055.1	0.0001	0.9996	0.0002
JBHJBM010000056.1	0.6013	0.3337	0.0650
JBHJBM010000057.1	0.0647	0.0050	0.9303
JBHJBM010000058.1	0.0001	0.9999	0.0000
JBHJBM010000059.1	0.4962	0.4170	0.0869
JBHJBM010000060.1	0.6499	0.2268	0.1233
JBHJBM010000061.1	0.0000	1.0000	0.0000
JBHJBM010000062.1	0.7588	0.1112	0.1299
JBHJBM010000063.1	0.8872	0.0575	0.0553
JBHJBM010000064.1	0.0003	0.9996	0.0001
JBHJBM010000065.1	0.4422	0.5441	0.0137
JBHJBM010000066.1	0.5164	0.0876	0.3960
JBHJBM010000067.1	0.7367	0.1260	0.1373
JBHJBM010000068.1	0.4230	0.3379	0.2391
JBHJBM010000069.1	0.8413	0.0956	0.0631
JBHJBM010000070.1	0.6772	0.0690	0.2538
JBHJBM010000071.1	0.5205	0.1996	0.2799
JBHJBM010000072.1	0.5744	0.1543	0.2713
JBHJBM010000073.1	0.8089	0.1036	0.0875
JBHJBM010000074.1	0.8457	0.0679	0.0864
JBHJBM010000075.1	0.9650	0.0325	0.0026
JBHJBM010000076.1	0.6320	0.1672	0.2008
JBHJBM010000077.1	0.7790	0.0432	0.1778
JBHJBM010000078.1	0.6969	0.1032	0.1999
JBHJBM010000079.1	0.3421	0.1869	0.4710
JBHJBM010000080.1	0.3076	0.2841	0.4083
JBHJBM010000081.1	0.7038	0.0550	0.2412
JBHJBM010000082.1	0.0000	1.0000	0.0000
JBHJBM010000083.1	0.0003	0.9997	0.0000
JBHJBM010000084.1	0.0000	1.0000	0.0000
JBHJBM010000085.1	0.8316	0.1081	0.0603
JBHJBM010000086.1	0.8261	0.0381	0.1358
JBHJBM010000087.1	0.7754	0.0635	0.1611
JBHJBM010000088.1	0.9666	0.0194	0.0140
JBHJBM010000089.1	0.8757	0.0289	0.0954
JBHJBM010000090.1	0.7303	0.0578	0.2118
JBHJBM010000091.1	0.7211	0.0782	0.2007
JBHJBM010000092.1	0.1688	0.0576	0.7736
JBHJBM010000093.1	0.8923	0.0548	0.0529
JBHJBM010000094.1	0.2535	0.1926	0.5539
JBHJBM010000095.1	0.3721	0.1733	0.4546
JBHJBM010000096.1	0.3481	0.0810	0.5709
JBHJBM010000097.1	0.3206	0.0749	0.6045
JBHJBM010000098.1	0.5344	0.1007	0.3649
JBHJBM010000099.1	0.7365	0.0421	0.2214
JBHJBM010000100.1	0.7665	0.0457	0.1877
JBHJBM010000101.1	0.8750	0.0386	0.0864
JBHJBM010000102.1	0.1868	0.0549	0.7583
