#Coverage (X)	Coverage
1.0	98.85574939035828
2.0	98.74989950960688
3.0	98.36401640003216
4.0	98.21261087440041
5.0	97.9124795669534
6.0	97.75303480987218
7.0	97.60564889996516
8.0	97.47568132486535
9.0	97.33231503068306
10.0	97.25594233191308
11.0	97.16751078596886
12.0	97.12061526918026
13.0	97.0656805209422
14.0	97.03218372323606
15.0	96.97858884690623
16.0	96.77492831685291
17.0	96.72401318433958
18.0	96.6864967709087
19.0	96.63290189457888
20.0	96.58868612160677
21.0	96.54045073290993
22.0	96.49087547230485
23.0	96.45067931505749
24.0	96.41986226116784
25.0	96.34616930621432
26.0	96.29927378942573
27.0	96.26577699171959
28.0	96.24299916927941
29.0	96.21754160302275
30.0	96.18002518959187
31.0	96.14786826379398
32.0	96.11839108181258
33.0	96.07149556502398
34.0	96.0366588954096
35.0	96.01120132915294
36.0	95.97234504381382
37.0	95.92678939893347
38.0	95.89329260122733
39.0	95.84773695634698
40.0	95.79682182383364
41.0	95.77002438566873
42.0	95.71374976552242
43.0	95.68829219926575
44.0	95.66149476110084
45.0	95.62129860385348
46.0	95.57172334324838
47.0	95.39620012326822
48.0	95.36404319747032
49.0	95.34796473457138
50.0	95.33322614358067
51.0	95.32116729640646
