seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBJGLI010000046.1	31587	No terminal repeats	40	11	1.0000	NA	10	24.4440	t4cp2;virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB1	NA
JBJGLI010000066.1	16489	No terminal repeats	21	11	1.0000	NA	6	12.9618	MOBP1;I_traI;I_traK;I_traL	NA
JBJGLI010000073.1	12057	No terminal repeats	13	11	1.0000	NA	2	6.8731	B_traI;T_virB6	NA
JBJGLI010000060.1	21569	No terminal repeats	21	11	1.0000	NA	1	10.9399	NA	NA
JBJGLI010000065.1	16976	No terminal repeats	16	11	1.0000	NA	6	17.6328	I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN	NA
JBJGLI010000081.1	5378	No terminal repeats	8	11	1.0000	NA	0	1.3215	NA	NA
JBJGLI010000075.1	8897	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JBJGLI010000064.1	17064	No terminal repeats	18	11	0.9999	NA	2	9.5790	NA	NA
JBJGLI010000040.1	36673	No terminal repeats	46	11	0.9999	NA	11	17.5762	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JBJGLI010000053.1	24685	No terminal repeats	23	11	0.9999	NA	1	9.1896	NA	NA
JBJGLI010000083.1	3996	ITR	4	11	0.9999	NA	0	1.3688	NA	NA
JBJGLI010000080.1	5579	ITR	5	11	0.9998	NA	0	0.9178	NA	NA
JBJGLI010000072.1	12686	No terminal repeats	15	11	0.9997	NA	0	5.3134	NA	NA
JBJGLI010000052.1	26105	No terminal repeats	25	11	0.9996	NA	2	12.7140	I_trbA;I_trbB	NA
JBJGLI010000061.1	20804	No terminal repeats	20	11	0.9958	NA	0	0.3959	NA	NA
JBJGLI010000069.1	14661	No terminal repeats	15	11	0.9909	NA	0	0.5447	NA	NA
JBJGLI010000031.1	62644	No terminal repeats	36	11	0.7841	NA	0	1.7774	NA	NA
