#Insert size (bp)	insert size
18.0	1.0
19.0	257.0
20.0	75.0
21.0	42.0
22.0	17.0
23.0	23.0
24.0	3.0
25.0	20.0
26.0	3.0
27.0	7.0
28.0	1.0
29.0	2.0
30.0	1.0
31.0	4.0
32.0	1.0
33.0	6.0
34.0	4.0
35.0	3.0
36.0	5.0
37.0	18.0
38.0	6.0
39.0	14.0
40.0	2.0
41.0	1.0
42.0	7.0
43.0	10.0
44.0	5.0
45.0	2.0
46.0	20.0
47.0	5.0
48.0	6.0
49.0	2.0
50.0	3.0
51.0	9.0
52.0	4.0
53.0	15.0
54.0	17.0
55.0	18.0
56.0	3.0
57.0	6.0
58.0	10.0
59.0	4.0
60.0	5.0
61.0	6.0
62.0	9.0
63.0	7.0
64.0	6.0
65.0	6.0
66.0	6.0
67.0	4.0
68.0	6.0
69.0	13.0
70.0	15.0
71.0	7.0
72.0	18.0
73.0	6.0
74.0	8.0
75.0	11.0
76.0	5.0
77.0	12.0
78.0	14.0
79.0	9.0
80.0	17.0
81.0	8.0
82.0	8.0
83.0	17.0
84.0	7.0
85.0	11.0
86.0	25.0
87.0	19.0
88.0	16.0
89.0	20.0
90.0	17.0
91.0	8.0
92.0	15.0
93.0	23.0
94.0	17.0
95.0	20.0
96.0	17.0
97.0	13.0
98.0	33.0
99.0	10.0
100.0	16.0
101.0	8.0
102.0	15.0
103.0	7.0
104.0	11.0
105.0	16.0
106.0	15.0
107.0	14.0
108.0	18.0
109.0	34.0
110.0	19.0
111.0	18.0
112.0	17.0
113.0	37.0
114.0	15.0
115.0	10.0
116.0	21.0
117.0	17.0
118.0	14.0
119.0	16.0
120.0	332.0
121.0	333.0
122.0	341.0
123.0	299.0
124.0	272.0
125.0	333.0
126.0	314.0
127.0	308.0
128.0	310.0
129.0	326.0
130.0	351.0
131.0	328.0
132.0	316.0
133.0	349.0
134.0	303.0
135.0	299.0
136.0	293.0
137.0	277.0
138.0	284.0
139.0	298.0
140.0	278.0
141.0	338.0
142.0	286.0
143.0	315.0
144.0	263.0
145.0	302.0
146.0	290.0
147.0	294.0
148.0	264.0
149.0	274.0
150.0	283.0
151.0	276.0
152.0	274.0
153.0	301.0
154.0	256.0
155.0	277.0
156.0	243.0
157.0	276.0
158.0	258.0
159.0	285.0
160.0	279.0
161.0	283.0
162.0	288.0
163.0	271.0
164.0	282.0
165.0	271.0
166.0	297.0
167.0	239.0
168.0	283.0
169.0	271.0
170.0	265.0
171.0	237.0
172.0	273.0
173.0	294.0
174.0	289.0
175.0	257.0
176.0	259.0
177.0	248.0
178.0	245.0
179.0	285.0
180.0	257.0
181.0	249.0
182.0	263.0
183.0	279.0
184.0	266.0
185.0	250.0
186.0	242.0
187.0	230.0
188.0	265.0
189.0	236.0
190.0	264.0
191.0	246.0
192.0	232.0
193.0	253.0
194.0	258.0
195.0	273.0
196.0	206.0
197.0	256.0
198.0	240.0
199.0	234.0
200.0	234.0
201.0	262.0
202.0	240.0
203.0	247.0
204.0	236.0
205.0	245.0
206.0	240.0
207.0	220.0
208.0	226.0
209.0	241.0
210.0	243.0
211.0	247.0
212.0	224.0
213.0	231.0
214.0	223.0
215.0	221.0
216.0	228.0
217.0	233.0
218.0	209.0
219.0	245.0
220.0	215.0
221.0	253.0
222.0	206.0
223.0	207.0
224.0	185.0
225.0	194.0
226.0	217.0
227.0	193.0
228.0	198.0
229.0	200.0
230.0	215.0
231.0	223.0
232.0	202.0
233.0	194.0
234.0	225.0
235.0	171.0
236.0	183.0
237.0	221.0
238.0	194.0
239.0	196.0
240.0	193.0
241.0	197.0
242.0	182.0
243.0	193.0
244.0	199.0
245.0	212.0
246.0	191.0
247.0	189.0
248.0	202.0
249.0	202.0
250.0	163.0
251.0	191.0
252.0	177.0
253.0	179.0
254.0	201.0
255.0	195.0
256.0	170.0
257.0	151.0
258.0	197.0
259.0	169.0
260.0	149.0
261.0	175.0
262.0	178.0
263.0	157.0
264.0	184.0
265.0	174.0
266.0	177.0
267.0	183.0
268.0	180.0
269.0	158.0
270.0	164.0
271.0	164.0
272.0	139.0
273.0	157.0
274.0	155.0
275.0	154.0
276.0	154.0
277.0	144.0
278.0	133.0
279.0	171.0
280.0	155.0
281.0	164.0
282.0	161.0
283.0	165.0
284.0	165.0
285.0	152.0
286.0	144.0
287.0	130.0
288.0	157.0
289.0	142.0
290.0	160.0
291.0	152.0
292.0	165.0
293.0	149.0
294.0	120.0
295.0	137.0
296.0	162.0
297.0	151.0
298.0	142.0
299.0	126.0
300.0	130.0
301.0	134.0
302.0	146.0
303.0	159.0
304.0	126.0
305.0	111.0
306.0	142.0
307.0	150.0
308.0	136.0
309.0	134.0
310.0	146.0
311.0	125.0
312.0	116.0
313.0	120.0
314.0	142.0
315.0	132.0
316.0	150.0
317.0	134.0
318.0	129.0
319.0	138.0
320.0	124.0
321.0	139.0
322.0	145.0
323.0	130.0
324.0	137.0
325.0	131.0
326.0	124.0
327.0	124.0
328.0	130.0
329.0	132.0
330.0	111.0
331.0	114.0
332.0	122.0
333.0	137.0
334.0	121.0
335.0	112.0
336.0	109.0
337.0	122.0
338.0	116.0
339.0	105.0
340.0	120.0
341.0	114.0
342.0	112.0
343.0	117.0
344.0	107.0
345.0	117.0
346.0	109.0
347.0	108.0
348.0	107.0
349.0	87.0
350.0	96.0
351.0	119.0
352.0	121.0
353.0	115.0
354.0	109.0
355.0	116.0
356.0	120.0
357.0	103.0
358.0	107.0
359.0	110.0
360.0	107.0
361.0	107.0
362.0	102.0
363.0	110.0
364.0	107.0
365.0	96.0
366.0	91.0
367.0	101.0
368.0	105.0
369.0	102.0
370.0	102.0
371.0	88.0
372.0	101.0
373.0	107.0
374.0	77.0
375.0	104.0
376.0	117.0
377.0	104.0
378.0	87.0
379.0	91.0
380.0	88.0
381.0	102.0
382.0	79.0
383.0	86.0
384.0	84.0
385.0	107.0
386.0	85.0
387.0	87.0
388.0	87.0
389.0	97.0
390.0	88.0
391.0	79.0
392.0	70.0
393.0	87.0
394.0	77.0
395.0	90.0
396.0	98.0
397.0	83.0
398.0	86.0
399.0	81.0
400.0	92.0
401.0	81.0
402.0	77.0
403.0	84.0
404.0	91.0
405.0	85.0
406.0	75.0
407.0	70.0
408.0	80.0
409.0	84.0
410.0	77.0
411.0	94.0
412.0	79.0
413.0	92.0
414.0	86.0
415.0	92.0
416.0	70.0
417.0	72.0
418.0	69.0
419.0	80.0
420.0	77.0
421.0	63.0
422.0	71.0
423.0	76.0
424.0	92.0
425.0	78.0
426.0	80.0
427.0	70.0
428.0	77.0
429.0	69.0
430.0	83.0
431.0	58.0
432.0	48.0
433.0	78.0
434.0	71.0
435.0	75.0
436.0	76.0
437.0	89.0
438.0	69.0
439.0	62.0
440.0	59.0
441.0	59.0
442.0	66.0
443.0	58.0
444.0	48.0
445.0	62.0
446.0	65.0
447.0	60.0
448.0	69.0
449.0	69.0
450.0	66.0
451.0	66.0
452.0	64.0
453.0	58.0
454.0	61.0
455.0	63.0
456.0	65.0
457.0	42.0
458.0	65.0
459.0	47.0
460.0	58.0
461.0	54.0
462.0	60.0
463.0	66.0
464.0	54.0
465.0	51.0
466.0	46.0
467.0	62.0
468.0	67.0
469.0	53.0
470.0	57.0
471.0	63.0
472.0	47.0
473.0	55.0
474.0	53.0
475.0	54.0
476.0	57.0
477.0	51.0
478.0	53.0
479.0	63.0
480.0	45.0
481.0	49.0
482.0	42.0
483.0	37.0
484.0	43.0
485.0	38.0
486.0	40.0
487.0	44.0
488.0	43.0
489.0	34.0
490.0	58.0
491.0	45.0
492.0	53.0
493.0	49.0
494.0	42.0
495.0	50.0
496.0	48.0
497.0	44.0
498.0	44.0
499.0	45.0
500.0	51.0
501.0	43.0
502.0	33.0
503.0	44.0
504.0	49.0
505.0	36.0
506.0	45.0
507.0	41.0
508.0	42.0
509.0	34.0
510.0	29.0
511.0	41.0
512.0	41.0
513.0	46.0
514.0	37.0
515.0	36.0
516.0	42.0
517.0	36.0
518.0	41.0
519.0	31.0
520.0	44.0
521.0	36.0
522.0	42.0
523.0	47.0
524.0	37.0
525.0	34.0
526.0	34.0
527.0	30.0
528.0	29.0
529.0	46.0
530.0	34.0
531.0	29.0
532.0	33.0
533.0	41.0
534.0	38.0
535.0	38.0
536.0	32.0
537.0	36.0
538.0	36.0
539.0	29.0
540.0	36.0
541.0	37.0
542.0	35.0
543.0	28.0
544.0	30.0
545.0	38.0
546.0	33.0
547.0	36.0
548.0	36.0
549.0	23.0
550.0	33.0
551.0	27.0
552.0	33.0
553.0	32.0
554.0	30.0
555.0	25.0
556.0	25.0
557.0	31.0
558.0	36.0
559.0	30.0
560.0	28.0
561.0	24.0
562.0	32.0
563.0	17.0
564.0	33.0
565.0	36.0
566.0	30.0
567.0	33.0
568.0	21.0
569.0	31.0
570.0	23.0
571.0	34.0
572.0	30.0
573.0	27.0
574.0	31.0
575.0	20.0
576.0	40.0
577.0	30.0
578.0	29.0
579.0	27.0
580.0	30.0
581.0	31.0
582.0	23.0
583.0	24.0
584.0	22.0
585.0	32.0
586.0	15.0
587.0	20.0
588.0	27.0
589.0	32.0
590.0	27.0
591.0	24.0
592.0	27.0
593.0	14.0
594.0	22.0
595.0	31.0
596.0	22.0
597.0	18.0
598.0	31.0
599.0	19.0
600.0	17.0
601.0	20.0
602.0	29.0
603.0	21.0
604.0	23.0
605.0	30.0
606.0	19.0
607.0	14.0
608.0	17.0
609.0	21.0
610.0	15.0
611.0	19.0
612.0	16.0
613.0	14.0
614.0	11.0
615.0	23.0
616.0	13.0
617.0	11.0
618.0	17.0
619.0	20.0
620.0	28.0
621.0	22.0
622.0	15.0
623.0	12.0
624.0	15.0
625.0	18.0
626.0	12.0
627.0	19.0
628.0	14.0
629.0	16.0
630.0	11.0
631.0	14.0
632.0	14.0
633.0	16.0
634.0	17.0
635.0	16.0
636.0	21.0
637.0	17.0
638.0	18.0
639.0	14.0
640.0	20.0
641.0	18.0
642.0	18.0
643.0	17.0
644.0	15.0
645.0	10.0
646.0	13.0
647.0	20.0
648.0	13.0
649.0	15.0
650.0	22.0
651.0	14.0
652.0	18.0
653.0	11.0
654.0	12.0
655.0	15.0
656.0	12.0
657.0	10.0
658.0	15.0
659.0	10.0
660.0	14.0
661.0	17.0
662.0	11.0
663.0	14.0
664.0	6.0
665.0	11.0
666.0	18.0
