#Coverage (X)	Coverage
1.0	99.04594736590724
2.0	98.87042078616803
3.0	98.70743181926733
4.0	98.63519128815017
5.0	98.55996561111907
6.0	98.5235468309691
7.0	98.4883221091847
8.0	98.40294693604623
9.0	98.37488656445527
10.0	98.32473611310121
11.0	98.28772030376845
12.0	98.24831637770454
13.0	98.22145006447916
14.0	98.20055404308162
15.0	98.16950852557673
16.0	98.14085112480298
17.0	98.12831351196446
18.0	98.10622343220136
19.0	98.08592443998663
20.0	98.0739838563309
21.0	98.06144624349238
22.0	98.05667001003009
23.0	98.04890863065387
24.0	98.04890863065387
25.0	98.03935616372928
26.0	98.03457993026699
27.0	98.01308687968668
28.0	97.9903997707408
29.0	97.9593542532359
30.0	97.9151740937097
31.0	97.86024740889334
32.0	97.81905239528108
33.0	97.76770788556145
34.0	97.72293069685246
35.0	97.67158618713283
36.0	97.62680899842384
37.0	97.56949419687635
38.0	97.4924774322969
39.0	97.37128050819123
40.0	97.25068061326837
41.0	97.10202034675454
42.0	96.9545541386063
43.0	96.77604241295315
44.0	96.61603859196637
45.0	96.37901800640016
46.0	96.14975880021015
47.0	95.83452739169891
48.0	95.53422171275732
49.0	95.25242393848211
50.0	94.9001767206381
51.0	94.4989731098056
