seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBJGLH010000067.1	19121	No terminal repeats	26	11	1.0000	NA	6	13.9186	MOBP1;I_traI;I_traK;I_traL	NA
JBJGLH010000051.1	31423	DTR	40	11	1.0000	NA	10	24.4440	virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB1;t4cp2	NA
JBJGLH010000070.1	16988	No terminal repeats	15	11	1.0000	NA	6	17.6328	I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN	NA
JBJGLH010000075.1	13014	No terminal repeats	16	11	1.0000	NA	2	8.5914	B_traI;T_virB6	NA
JBJGLH010000047.1	33470	ITR	31	11	1.0000	NA	2	17.8362	NA	NA
JBJGLH010000080.1	8896	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JBJGLH010000092.1	3654	No terminal repeats	6	11	0.9999	NA	0	2.6423	NA	NA
JBJGLH010000062.1	22684	No terminal repeats	22	11	0.9999	NA	3	7.7385	NA	NA
JBJGLH010000101.1	1817	No terminal repeats	4	11	0.9999	NA	1	2.8437	MOBH	NA
JBJGLH010000042.1	41052	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBJGLH010000049.1	31583	No terminal repeats	33	11	0.9997	NA	0	6.6087	NA	NA
JBJGLH010000097.1	2670	No terminal repeats	4	11	0.9996	NA	0	1.7183	NA	NA
JBJGLH010000052.1	30816	No terminal repeats	25	11	0.9995	NA	0	4.0542	NA	NF000272
JBJGLH010000059.1	23376	No terminal repeats	20	11	0.9994	NA	2	11.7573	I_trbA;I_trbB	NA
JBJGLH010000083.1	7461	No terminal repeats	8	11	0.9974	NA	0	0.6240	NA	NA
JBJGLH010000064.1	20727	No terminal repeats	21	11	0.9908	NA	0	0.3959	NA	NA
JBJGLH010000087.1	5328	No terminal repeats	5	11	0.9901	NA	0	0.5406	NA	NA
JBJGLH010000073.1	14671	No terminal repeats	15	11	0.9897	NA	0	0.5447	NA	NA
JBJGLH010000046.1	34378	No terminal repeats	28	11	0.9359	NA	0	1.5698	NA	NF012174
JBJGLH010000069.1	17519	No terminal repeats	15	11	0.8383	NA	0	0.9362	NA	NF033135
