seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJCA010000081.1	1590	No terminal repeats	2	11	1.0000	NA	1	2.8437	MOBH	NA
JBHJCA010000054.1	7854	No terminal repeats	11	11	1.0000	NA	0	2.0162	NA	NA
JBHJCA010000070.1	3802	No terminal repeats	7	11	1.0000	NA	0	3.4304	NA	NA
JBHJCA010000045.1	14030	No terminal repeats	17	11	1.0000	NA	3	10.1142	T_virB5;MOBP1	NA
JBHJCA010000048.1	12820	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JBHJCA010000064.1	5556	No terminal repeats	7	11	1.0000	NA	0	2.9384	NA	NA
JBHJCA010000067.1	4733	No terminal repeats	4	11	1.0000	NA	0	5.0569	NA	NA
JBHJCA010000043.1	15509	No terminal repeats	21	11	1.0000	NA	2	12.1063	t4cp2	NA
JBHJCA010000047.1	13680	No terminal repeats	16	11	1.0000	NA	5	10.2921	T_virB6;T_virB8;T_virB9;t4cp2	NA
JBHJCA010000044.1	14813	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJCA010000061.1	6087	No terminal repeats	7	11	1.0000	NA	0	2.1428	NA	NA
JBHJCA010000049.1	12127	No terminal repeats	13	11	1.0000	NA	2	6.8731	T_virB6;B_traI	NA
JBHJCA010000042.1	17340	No terminal repeats	24	11	1.0000	NA	9	14.4483	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2;T_virB1	NA
JBHJCA010000037.1	31060	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JBHJCA010000057.1	6868	No terminal repeats	11	11	1.0000	NA	1	2.7002	NA	NA
JBHJCA010000050.1	11322	No terminal repeats	16	11	0.9999	NA	5	9.4377	T_virB1;T_virB3;virb4;T_virB5	NA
JBHJCA010000051.1	11233	No terminal repeats	9	11	0.9999	NA	0	3.4312	NA	NA
JBHJCA010000034.1	39716	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBHJCA010000055.1	7184	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JBHJCA010000031.1	43731	No terminal repeats	29	11	0.9997	NA	0	3.8854	NA	NA
JBHJCA010000065.1	5542	No terminal repeats	8	11	0.9997	NA	0	1.7183	NA	NA
JBHJCA010000063.1	5881	No terminal repeats	8	11	0.9480	NA	0	0.7162	NA	NA
JBHJCA010000066.1	4939	No terminal repeats	4	11	0.9283	NA	0	0.3959	NA	NA
