seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBJGLB010000080.1	9768	No terminal repeats	13	11	1.0000	NA	1	4.1705	NA	NA
JBJGLB010000050.1	31455	DTR	41	11	1.0000	NA	10	24.4440	T_virB5;virb4;t4cp2;T_virB1;T_virB10;T_virB9;T_virB6	NA
JBJGLB010000086.1	6499	No terminal repeats	10	11	1.0000	NA	0	4.2600	NA	NA
JBJGLB010000077.1	10858	No terminal repeats	11	11	1.0000	NA	1	8.5656	NA	NA
JBJGLB010000082.1	9409	No terminal repeats	14	11	1.0000	NA	0	4.2103	NA	NA
JBJGLB010000067.1	15093	No terminal repeats	14	11	1.0000	NA	1	4.1647	NA	NA
JBJGLB010000071.1	13185	No terminal repeats	16	11	1.0000	NA	4	9.0534	t4cp2;T_virB9;T_virB8	NA
JBJGLB010000069.1	13992	No terminal repeats	17	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JBJGLB010000074.1	12053	No terminal repeats	17	11	1.0000	NA	6	10.6764	T_virB6;T_virB5;virb4;T_virB3;T_virB1	NA
JBJGLB010000087.1	6386	No terminal repeats	9	11	1.0000	NA	0	2.1428	NA	NA
JBJGLB010000051.1	31331	No terminal repeats	39	11	1.0000	NA	10	16.5936	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JBJGLB010000072.1	12418	ITR	11	11	0.9999	NA	0	4.9816	NA	NA
JBJGLB010000043.1	39974	No terminal repeats	34	11	0.9999	NA	0	6.3270	NA	NA
JBJGLB010000090.1	5823	No terminal repeats	7	11	0.9998	NA	0	5.0569	NA	NA
JBJGLB010000055.1	27641	No terminal repeats	26	11	0.9998	NA	0	6.6087	NA	NA
JBJGLB010000008.1	159241	DTR	175	11	0.9998	NA	8	34.4628	I_trbA;I_traW;I_traY;I_traK;I_traI;I_traM;I_traN;traU	NF000272
JBJGLB010000096.1	4910	No terminal repeats	7	11	0.9998	NA	0	2.1694	B_traH	NA
JBJGLB010000100.1	3580	No terminal repeats	6	11	0.9980	NA	0	1.2959	NA	NA
JBJGLB010000068.1	14659	No terminal repeats	15	11	0.9918	NA	0	0.5447	NA	NA
JBJGLB010000078.1	10854	ITR	10	11	0.9752	NA	0	0.3959	NA	NA
JBJGLB010000095.1	5052	No terminal repeats	5	11	0.9025	NA	0	0.2303	NA	NA
JBJGLB010000066.1	16791	No terminal repeats	15	11	0.8506	NA	0	0.9362	NA	NF033135
