seq_name	chromosome_score	plasmid_score	virus_score
JBHJCC010000001.1	0.9606	0.0363	0.0030
JBHJCC010000002.1	0.9192	0.0761	0.0048
JBHJCC010000003.1	0.9798	0.0183	0.0019
JBHJCC010000004.1	0.9143	0.0805	0.0052
JBHJCC010000005.1	0.9714	0.0263	0.0023
JBHJCC010000006.1	0.9217	0.0734	0.0049
JBHJCC010000007.1	0.9589	0.0380	0.0031
JBHJCC010000008.1	0.9638	0.0334	0.0028
JBHJCC010000009.1	0.9736	0.0240	0.0024
JBHJCC010000010.1	0.9468	0.0496	0.0036
JBHJCC010000011.1	0.9606	0.0365	0.0029
JBHJCC010000012.1	0.9703	0.0275	0.0022
JBHJCC010000013.1	0.9837	0.0149	0.0015
JBHJCC010000014.1	0.9256	0.0694	0.0050
JBHJCC010000015.1	0.9585	0.0380	0.0035
JBHJCC010000016.1	0.9789	0.0191	0.0020
JBHJCC010000017.1	0.9731	0.0249	0.0021
JBHJCC010000018.1	0.9057	0.0860	0.0084
JBHJCC010000019.1	0.9698	0.0279	0.0023
JBHJCC010000020.1	0.9616	0.0357	0.0028
JBHJCC010000021.1	0.9111	0.0839	0.0050
JBHJCC010000022.1	0.9490	0.0472	0.0038
JBHJCC010000023.1	0.8903	0.1028	0.0069
JBHJCC010000024.1	0.9962	0.0034	0.0004
JBHJCC010000025.1	0.0026	0.9971	0.0003
JBHJCC010000026.1	0.9585	0.0377	0.0037
JBHJCC010000027.1	0.8901	0.1043	0.0056
JBHJCC010000028.1	0.9119	0.0830	0.0051
JBHJCC010000029.1	0.0002	0.9997	0.0001
JBHJCC010000030.1	0.9613	0.0354	0.0033
JBHJCC010000031.1	0.0000	0.9999	0.0000
JBHJCC010000032.1	0.9350	0.0613	0.0037
JBHJCC010000033.1	0.9475	0.0489	0.0036
JBHJCC010000034.1	0.0000	1.0000	0.0000
JBHJCC010000035.1	0.9370	0.0593	0.0037
JBHJCC010000036.1	0.9270	0.0666	0.0064
JBHJCC010000037.1	0.9869	0.0118	0.0013
JBHJCC010000038.1	0.4869	0.5076	0.0055
JBHJCC010000039.1	0.9572	0.0392	0.0036
JBHJCC010000040.1	0.0000	1.0000	0.0000
JBHJCC010000041.1	0.0000	1.0000	0.0000
JBHJCC010000042.1	0.0000	1.0000	0.0000
