seq_name	chromosome_score	plasmid_score	virus_score
JBHJBN010000001.1	1.0000	0.0000	0.0000
JBHJBN010000002.1	1.0000	0.0000	0.0000
JBHJBN010000003.1	0.9996	0.0004	0.0000
JBHJBN010000004.1	0.9992	0.0008	0.0000
JBHJBN010000005.1	0.9999	0.0001	0.0000
JBHJBN010000006.1	0.9996	0.0004	0.0000
JBHJBN010000007.1	0.9999	0.0001	0.0000
JBHJBN010000008.1	1.0000	0.0000	0.0000
JBHJBN010000009.1	1.0000	0.0000	0.0000
JBHJBN010000010.1	1.0000	0.0000	0.0000
JBHJBN010000011.1	1.0000	0.0000	0.0000
JBHJBN010000012.1	1.0000	0.0000	0.0000
JBHJBN010000013.1	1.0000	0.0000	0.0000
JBHJBN010000014.1	0.9999	0.0001	0.0000
JBHJBN010000015.1	0.9999	0.0001	0.0000
JBHJBN010000016.1	1.0000	0.0000	0.0000
JBHJBN010000017.1	0.9998	0.0002	0.0000
JBHJBN010000018.1	0.5991	0.4009	0.0000
JBHJBN010000019.1	0.9998	0.0002	0.0000
JBHJBN010000020.1	0.9958	0.0042	0.0000
JBHJBN010000021.1	0.9999	0.0001	0.0000
JBHJBN010000022.1	1.0000	0.0000	0.0000
JBHJBN010000023.1	0.0001	0.9999	0.0000
JBHJBN010000024.1	0.9709	0.0244	0.0047
JBHJBN010000025.1	0.9988	0.0012	0.0000
JBHJBN010000026.1	0.9907	0.0092	0.0000
JBHJBN010000027.1	0.0125	0.9875	0.0000
JBHJBN010000028.1	1.0000	0.0000	0.0000
JBHJBN010000029.1	0.5919	0.4057	0.0025
JBHJBN010000030.1	1.0000	0.0000	0.0000
JBHJBN010000031.1	0.0036	0.9964	0.0000
JBHJBN010000032.1	0.0002	0.9998	0.0000
JBHJBN010000033.1	0.0001	0.9999	0.0000
JBHJBN010000034.1	0.0000	1.0000	0.0000
JBHJBN010000035.1	0.9524	0.0456	0.0021
JBHJBN010000036.1	0.6492	0.3177	0.0331
JBHJBN010000037.1	0.0023	0.9977	0.0000
JBHJBN010000038.1	0.0041	0.9959	0.0000
JBHJBN010000039.1	0.2861	0.7138	0.0001
JBHJBN010000040.1	0.6331	0.1372	0.2297
JBHJBN010000041.1	0.9819	0.0167	0.0014
JBHJBN010000042.1	0.7494	0.0668	0.1839
JBHJBN010000043.1	0.7954	0.1587	0.0460
JBHJBN010000044.1	0.5288	0.4567	0.0145
JBHJBN010000045.1	0.4862	0.2099	0.3039
JBHJBN010000046.1	0.9210	0.0528	0.0262
JBHJBN010000047.1	0.6364	0.0281	0.3354
JBHJBN010000048.1	0.0064	0.9856	0.0080
JBHJBN010000049.1	0.7193	0.0400	0.2408
JBHJBN010000050.1	0.9177	0.0410	0.0413
JBHJBN010000051.1	0.6254	0.0049	0.3697
JBHJBN010000052.1	0.5820	0.4168	0.0012
JBHJBN010000053.1	0.7594	0.1093	0.1313
JBHJBN010000054.1	0.9093	0.0642	0.0264
JBHJBN010000055.1	0.0007	0.9990	0.0003
JBHJBN010000056.1	0.6340	0.1384	0.2275
JBHJBN010000057.1	0.0248	0.0003	0.9748
JBHJBN010000058.1	0.0007	0.9991	0.0001
JBHJBN010000059.1	0.7100	0.0483	0.2417
JBHJBN010000060.1	0.6364	0.0281	0.3354
JBHJBN010000061.1	0.6516	0.1156	0.2329
JBHJBN010000062.1	0.0079	0.9919	0.0001
JBHJBN010000063.1	0.6364	0.0281	0.3354
JBHJBN010000064.1	0.6828	0.0272	0.2900
JBHJBN010000065.1	0.0143	0.9840	0.0017
JBHJBN010000066.1	0.6760	0.3136	0.0104
JBHJBN010000067.1	0.6650	0.0294	0.3056
JBHJBN010000068.1	0.6454	0.0276	0.3269
JBHJBN010000069.1	0.6454	0.0276	0.3269
JBHJBN010000070.1	0.7155	0.0440	0.2405
JBHJBN010000071.1	0.6345	0.0410	0.3245
JBHJBN010000072.1	0.6404	0.0320	0.3275
JBHJBN010000073.1	0.6264	0.0313	0.3423
JBHJBN010000074.1	0.7239	0.0337	0.2424
JBHJBN010000075.1	0.7239	0.0337	0.2424
JBHJBN010000076.1	0.8574	0.1418	0.0008
JBHJBN010000077.1	0.6375	0.0298	0.3327
JBHJBN010000078.1	0.6536	0.0306	0.3158
JBHJBN010000079.1	0.6828	0.0272	0.2900
JBHJBN010000080.1	0.4931	0.2064	0.3005
JBHJBN010000081.1	0.4931	0.2064	0.3005
JBHJBN010000082.1	0.6828	0.0272	0.2900
JBHJBN010000083.1	0.0238	0.9748	0.0014
JBHJBN010000084.1	0.0996	0.8972	0.0032
JBHJBN010000085.1	0.0238	0.9748	0.0014
JBHJBN010000086.1	0.8953	0.0117	0.0929
JBHJBN010000087.1	0.6828	0.0272	0.2900
JBHJBN010000088.1	0.6759	0.0323	0.2918
JBHJBN010000089.1	0.8976	0.0176	0.0848
JBHJBN010000090.1	0.6364	0.0281	0.3354
JBHJBN010000091.1	0.8448	0.0323	0.1229
JBHJBN010000092.1	0.7323	0.0338	0.2338
JBHJBN010000093.1	0.6264	0.0313	0.3423
JBHJBN010000094.1	0.6759	0.0323	0.2918
JBHJBN010000095.1	0.6759	0.0323	0.2918
JBHJBN010000096.1	0.6828	0.0272	0.2900
JBHJBN010000097.1	0.7044	0.0337	0.2619
JBHJBN010000098.1	0.7044	0.0337	0.2619
JBHJBN010000099.1	0.7914	0.0481	0.1605
JBHJBN010000100.1	0.6786	0.0324	0.2889
