[2025-08-19 13:41:31] INFO: CheckM v1.2.4
[2025-08-19 13:41:31] INFO: checkm qa checkm_out/Xanthomonas.ms checkm_out
[2025-08-19 13:41:31] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-08-19 13:41:31] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-08-19 13:41:31] INFO: Calculating AAI between multi-copy marker genes.
[2025-08-19 13:41:31] INFO: Reading HMM info from file.
[2025-08-19 13:41:33] INFO: Parsing HMM hits to marker genes:
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                     Marker lineage   # genomes   # markers   # marker sets   0     1     2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCA_040202735.2_ASM4020273v2_genomic      Xanthomonas (5)       16         1163          401        3    1153   7    0   0   0       99.94            0.63               0.00          
  GCA_033548575.1_ASM3354857v1_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_033548565.1_ASM3354856v1_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_033548535.1_ASM3354853v1_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_033548515.1_ASM3354851v1_genomic      Xanthomonas (5)       16         1163          401        3    1158   2    0   0   0       99.94            0.05               0.00          
  GCA_033548475.1_ASM3354847v1_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_033548465.1_ASM3354846v1_genomic      Xanthomonas (5)       16         1163          401        3    1158   2    0   0   0       99.94            0.16               0.00          
  GCA_030345985.2_ASM3034598v2_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_030345975.2_ASM3034597v2_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_030345955.2_ASM3034595v2_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
  GCA_028599425.1_ASM2859942v1_genomic      Xanthomonas (5)       16         1163          401        3    1159   1    0   0   0       99.94            0.03               0.00          
