seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIUR010000058.1	2597	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIUR010000001.1	33363	No terminal repeats	44	11	1.0000	NA	10	29.7920	t4cp2;T_virB1;T_virB10;T_virB9;T_virB6;T_virB5;virb4	NA
JAJIUR010000071.1	10039	No terminal repeats	12	11	1.0000	NA	0	7.7116	NA	NA
JAJIUR010000104.1	13735	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIUR010000020.1	17297	No terminal repeats	20	11	1.0000	NA	1	5.3424	NA	NF012171
JAJIUR010000050.1	72967	No terminal repeats	79	11	1.0000	NA	18	46.8610	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NF033134
JAJIUR010000015.1	14859	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIUR010000045.1	12380	No terminal repeats	12	11	0.9999	NA	1	8.5656	NA	NA
JAJIUR010000038.1	15635	No terminal repeats	19	11	0.9999	NA	3	7.5692	I_traV	NA
JAJIUR010000056.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIUR010000025.1	2702	No terminal repeats	2	11	0.9999	NA	0	1.7183	NA	NA
JAJIUR010000059.1	85069	No terminal repeats	83	11	0.9999	NA	9	23.3515	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NF000272
JAJIUR010000095.1	5205	No terminal repeats	6	11	0.9998	NA	0	1.3688	NA	NA
JAJIUR010000113.1	44740	No terminal repeats	46	11	0.9997	NA	2	7.2785	NA	NA
JAJIUR010000033.1	24354	No terminal repeats	29	11	0.9997	NA	1	6.3520	I_trbA;I_traW;I_traY	NA
JAJIUR010000099.1	44932	No terminal repeats	47	11	0.9997	NA	6	12.9486	I_traK;I_traI;I_traM;I_traN;traU	NA
JAJIUR010000027.1	8203	No terminal repeats	8	11	0.9996	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIUR010000084.1	39307	No terminal repeats	30	11	0.9992	NA	0	4.6087	NA	NA
JAJIUR010000093.1	12942	No terminal repeats	13	11	0.9990	NA	0	0.6240	NA	NA
JAJIUR010000096.1	6521	No terminal repeats	4	11	0.9982	NA	0	1.7183	NA	NA
JAJIUR010000040.1	11511	No terminal repeats	9	11	0.9731	NA	1	1.5582	NA	NA
JAJIUR010000055.1	14789	No terminal repeats	17	11	0.9578	NA	0	0.5447	NA	NA
