seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JBHJCD010000001.1	478	3	1	0	11	0.3124	0.8646	0.3054	0.0000	0.6946	0.0000	0.0816	0.2971	0.0293	0.0356	0.0021	0.0000	0.0146	0.0000	0.0105	0.4079	0.0377	0.0251	0.8003	0.5654	0.0000	0.0000	0.0000	0.0000	0.0063	105.5211	-173.7860	-542.3460
JBHJCD010000002.1	273	1	1	1	11	0.3713	0.8374	0.3187	0.0000	0.6813	0.0000	0.0366	0.1905	0.0293	0.0659	0.0037	0.0000	0.0220	0.0073	0.0183	0.2564	0.0696	0.0476	0.7541	0.5831	0.0000	0.0000	0.0000	0.0000	0.0037	9.2260	-68.7756	-217.4615
JBHJCD010000003.1	241	29	0	1	11	0.2583	0.8263	0.2822	0.0000	0.7178	0.0000	0.1162	0.2241	0.0705	0.0290	0.0000	0.0000	0.0083	0.0000	0.0249	0.4108	0.0290	0.0332	0.8723	0.2190	0.0000	0.0000	0.0000	0.0000	0.0041	81.2723	-134.4272	-232.1144
JBHJCD010000004.1	194	5	1	0	11	0.2642	0.8493	0.2732	0.0000	0.7268	0.0000	0.0258	0.2835	0.0309	0.0361	0.0103	0.0000	0.0052	0.0000	0.0155	0.3402	0.0464	0.0206	0.7816	0.6207	0.0000	0.0000	0.0000	0.0000	0.0000	23.9736	-46.6128	-195.7843
JBHJCD010000005.1	200	5	3	1	11	0.2864	0.8842	0.3100	0.0000	0.6900	0.0000	0.0300	0.3000	0.0300	0.0400	0.0150	0.0050	0.0100	0.0050	0.0000	0.3600	0.0600	0.0150	0.7934	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	25.3734	-48.2906	-220.9583
JBHJCD010000006.1	198	0	0	0	11	0.3452	0.8427	0.2576	0.0000	0.7424	0.0000	0.0556	0.2828	0.0051	0.0859	0.0101	0.0000	0.0000	0.0000	0.0000	0.3434	0.0960	0.0000	0.7555	0.6551	0.0000	0.0000	0.0000	0.0003	0.0000	15.8657	-17.7559	-239.7704
JBHJCD010000007.1	194	2	1	1	11	0.2850	0.8594	0.3196	0.0000	0.6804	0.0000	0.0825	0.2268	0.0155	0.0567	0.0000	0.0000	0.0103	0.0052	0.0309	0.3247	0.0567	0.0464	0.7572	0.5105	0.0000	0.0000	0.0000	0.0000	0.0052	22.8287	-60.8042	-179.6239
JBHJCD010000008.1	156	0	0	0	11	0.1806	0.8777	0.2885	0.0000	0.7115	0.0000	0.0192	0.3141	0.0256	0.0769	0.0000	0.0000	0.0064	0.0064	0.0128	0.3590	0.0769	0.0256	0.7744	0.6267	0.0000	0.0000	0.0000	0.0000	0.0000	11.0311	-31.1179	-187.2402
JBHJCD010000009.1	157	4	0	0	11	0.2436	0.8819	0.3567	0.0000	0.6433	0.0000	0.0764	0.3312	0.0382	0.0637	0.0000	0.0064	0.0255	0.0000	0.0000	0.4459	0.0701	0.0255	0.7885	0.5950	0.0000	0.0000	0.0000	0.0000	0.0000	30.4170	-53.4023	-212.0097
JBHJCD010000010.1	149	1	0	0	11	0.3108	0.8193	0.2752	0.0000	0.7248	0.0000	0.0403	0.3154	0.0134	0.0268	0.0067	0.0000	0.0134	0.0000	0.0201	0.3691	0.0336	0.0336	0.7773	0.6148	0.0000	0.0000	0.0000	0.0000	0.0000	18.0156	-40.0384	-158.4794
JBHJCD010000011.1	142	2	0	1	11	0.3050	0.8583	0.2535	0.0000	0.7465	0.0000	0.0775	0.2817	0.0423	0.0493	0.0070	0.0000	0.0211	0.0000	0.0070	0.4014	0.0563	0.0282	0.7868	0.5862	0.0000	0.0000	0.0000	0.0000	0.0000	28.8402	-53.1321	-163.4532
JBHJCD010000012.1	142	3	0	0	11	0.2624	0.8628	0.2746	0.0000	0.7254	0.0000	0.0493	0.2324	0.0423	0.0211	0.0141	0.0070	0.0282	0.0000	0.0211	0.3239	0.0423	0.0493	0.8249	0.5206	0.0000	0.0000	0.0000	0.0000	0.0000	18.3551	-54.2159	-123.0269
JBHJCD010000013.1	124	1	5	0	11	0.2358	0.8493	0.3306	0.0000	0.6694	0.0000	0.1129	0.2823	0.0323	0.0161	0.0645	0.0000	0.0000	0.0000	0.0000	0.4274	0.0806	0.0000	0.8047	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	25.6166	-30.6701	-153.2394
JBHJCD010000014.1	115	0	2	3	11	0.3246	0.8514	0.2522	0.0000	0.7478	0.0000	0.0261	0.2696	0.0435	0.0522	0.0087	0.0000	0.0261	0.0000	0.0261	0.3391	0.0609	0.0522	0.8005	0.5614	0.0000	0.0000	0.0000	0.0000	0.0000	10.0275	-38.8038	-114.7879
JBHJCD010000015.1	106	0	0	0	11	0.3524	0.8756	0.3302	0.0000	0.6698	0.0000	0.0377	0.3679	0.0094	0.0660	0.0000	0.0000	0.0189	0.0000	0.0000	0.4151	0.0660	0.0189	0.7983	0.6008	0.0000	0.0000	0.0000	0.0000	0.0000	16.4010	-25.3439	-143.2164
JBHJCD010000016.1	97	1	0	0	11	0.1875	0.8747	0.2990	0.0000	0.7010	0.0000	0.0515	0.4021	0.0103	0.0515	0.0000	0.0000	0.0000	0.0000	0.0000	0.4639	0.0515	0.0000	0.7732	0.6341	0.0000	0.0000	0.0000	0.0001	0.0000	17.2056	-19.6107	-140.2107
JBHJCD010000017.1	111	1	0	0	11	0.2273	0.8927	0.3333	0.0000	0.6667	0.0000	0.0450	0.3153	0.0180	0.0360	0.0000	0.0000	0.0090	0.0000	0.0090	0.3784	0.0360	0.0180	0.7783	0.5959	0.0000	0.0000	0.0000	0.0000	0.0000	16.8732	-28.3427	-122.7705
JBHJCD010000018.1	101	0	2	0	11	0.3000	0.8875	0.2475	0.0000	0.7525	0.0000	0.0693	0.2178	0.0297	0.0495	0.0396	0.0000	0.0000	0.0000	0.0099	0.3168	0.0891	0.0099	0.7757	0.6242	0.0000	0.0000	0.0000	0.0021	0.0000	8.4483	-19.1077	-101.1443
JBHJCD010000019.1	89	1	0	0	11	0.3977	0.8578	0.2697	0.0000	0.7303	0.0000	0.0449	0.2135	0.0449	0.0787	0.0000	0.0000	0.0000	0.0000	0.0112	0.3034	0.0787	0.0112	0.7499	0.6347	0.0000	0.0000	0.0000	0.0019	0.0000	8.9804	-18.7043	-87.8165
JBHJCD010000020.1	76	4	0	0	11	0.2133	0.8943	0.3026	0.0000	0.6974	0.0000	0.0395	0.2632	0.0526	0.0395	0.0000	0.0000	0.0263	0.0000	0.0000	0.3553	0.0395	0.0263	0.7610	0.6135	0.0000	0.0000	0.0001	0.0005	0.0000	11.4582	-23.5576	-79.4381
