#Coverage	Number of genomic locations
0.0	1598.0
1.0	294.0
2.0	273.0
3.0	121.0
4.0	126.0
5.0	61.0
6.0	59.0
7.0	143.0
8.0	47.0
9.0	84.0
10.0	62.0
11.0	66.0
12.0	45.0
13.0	35.0
14.0	52.0
15.0	48.0
16.0	21.0
17.0	37.0
18.0	34.0
19.0	20.0
20.0	21.0
21.0	8.0
22.0	13.0
24.0	16.0
25.0	8.0
26.0	36.0
27.0	38.0
28.0	52.0
29.0	74.0
30.0	92.0
31.0	69.0
32.0	86.0
33.0	75.0
34.0	86.0
35.0	75.0
36.0	96.0
37.0	129.0
38.0	203.0
39.0	202.0
40.0	249.0
41.0	247.0
42.0	299.0
43.0	268.0
44.0	397.0
45.0	384.0
46.0	528.0
47.0	503.0
48.0	472.0
49.0	590.0
50.0	672.0
51.0	649.0
52.0	627.0
53.0	795.0
54.0	774.0
55.0	959.0
56.0	1020.0
57.0	1148.0
58.0	1228.0
59.0	1284.0
60.0	1350.0
61.0	1458.0
62.0	1656.0
63.0	1680.0
64.0	1717.0
65.0	1773.0
66.0	1822.0
67.0	1872.0
68.0	1893.0
69.0	2005.0
70.0	2097.0
71.0	2094.0
72.0	2015.0
73.0	2130.0
74.0	2237.0
75.0	2352.0
76.0	2393.0
77.0	2281.0
78.0	2323.0
79.0	2161.0
80.0	2230.0
81.0	2246.0
82.0	2153.0
83.0	2178.0
84.0	2377.0
85.0	2361.0
86.0	2261.0
87.0	2332.0
88.0	2317.0
89.0	2465.0
90.0	2489.0
91.0	2683.0
92.0	2520.0
93.0	2545.0
94.0	2631.0
95.0	2600.0
96.0	2499.0
97.0	2361.0
98.0	2400.0
99.0	2432.0
100.0	2389.0
101.0	2272.0
102.0	2068.0
103.0	2175.0
104.0	2003.0
105.0	1796.0
106.0	1711.0
107.0	1728.0
108.0	1780.0
109.0	1765.0
110.0	1803.0
111.0	1629.0
112.0	1687.0
113.0	1460.0
114.0	1533.0
115.0	1378.0
116.0	1350.0
117.0	1247.0
118.0	1211.0
119.0	1270.0
120.0	1208.0
121.0	1218.0
122.0	1194.0
123.0	1000.0
124.0	1015.0
125.0	1004.0
126.0	912.0
127.0	865.0
128.0	774.0
129.0	842.0
130.0	831.0
131.0	747.0
132.0	701.0
133.0	620.0
134.0	627.0
135.0	596.0
136.0	546.0
137.0	521.0
138.0	584.0
139.0	466.0
140.0	407.0
141.0	431.0
142.0	432.0
143.0	413.0
144.0	387.0
145.0	388.0
146.0	349.0
147.0	336.0
148.0	327.0
149.0	298.0
150.0	280.0
151.0	259.0
152.0	212.0
153.0	237.0
154.0	218.0
155.0	213.0
156.0	183.0
157.0	226.0
158.0	207.0
159.0	205.0
160.0	211.0
161.0	156.0
162.0	150.0
163.0	145.0
164.0	122.0
165.0	120.0
166.0	122.0
167.0	121.0
168.0	106.0
169.0	94.0
170.0	104.0
171.0	90.0
172.0	69.0
173.0	62.0
174.0	43.0
175.0	52.0
176.0	39.0
177.0	31.0
178.0	30.0
179.0	42.0
180.0	30.0
181.0	25.0
182.0	46.0
183.0	43.0
184.0	41.0
185.0	37.0
186.0	47.0
187.0	26.0
188.0	54.0
189.0	41.0
190.0	47.0
191.0	37.0
192.0	27.0
193.0	37.0
194.0	29.0
195.0	37.0
196.0	22.0
197.0	36.0
198.0	26.0
199.0	28.0
200.0	22.0
201.0	32.0
202.0	24.0
203.0	15.0
204.0	23.0
205.0	25.0
206.0	22.0
207.0	16.0
208.0	23.0
209.0	23.0
210.0	19.0
211.0	34.0
212.0	23.0
213.0	22.0
214.0	18.0
215.0	26.0
216.0	26.0
217.0	32.0
218.0	21.0
219.0	25.0
220.0	23.0
221.0	38.0
222.0	19.0
223.0	21.0
224.0	13.0
225.0	20.0
226.0	12.0
227.0	19.0
228.0	18.0
229.0	22.0
230.0	13.0
231.0	16.0
232.0	22.0
233.0	26.0
234.0	10.0
235.0	17.0
236.0	21.0
237.0	17.0
238.0	15.0
239.0	26.0
240.0	20.0
241.0	21.0
242.0	18.0
243.0	18.0
244.0	23.0
245.0	17.0
246.0	24.0
247.0	8.0
248.0	22.0
249.0	9.0
250.0	13.0
251.0	16.0
252.0	17.0
253.0	13.0
254.0	13.0
255.0	13.0
256.0	9.0
257.0	11.0
258.0	3.0
259.0	10.0
260.0	6.0
261.0	17.0
262.0	16.0
263.0	16.0
264.0	12.0
265.0	22.0
266.0	24.0
267.0	12.0
268.0	20.0
269.0	27.0
270.0	19.0
271.0	29.0
272.0	21.0
273.0	18.0
274.0	21.0
275.0	20.0
276.0	21.0
277.0	16.0
278.0	14.0
279.0	10.0
280.0	14.0
281.0	6.0
282.0	10.0
283.0	10.0
284.0	15.0
285.0	17.0
286.0	12.0
287.0	23.0
288.0	25.0
289.0	15.0
290.0	11.0
