JAJIVX010000007.1_48 # 35941 # 36534 # -1 # ID=108_48;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.653	GENOMAD.206178.VP	4.620E-08	55	1246
JAJIVX010000079.1_7 # 9276 # 10706 # -1 # ID=112_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.727	GENOMAD.010877.CC	1.422E-168	535	0
JAJIVX010000079.1_39 # 48199 # 48657 # -1 # ID=112_39;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.632	GENOMAD.116981.CP	1.634E-19	87	0
JAJIVX010000082.1_13 # 7811 # 8338 # -1 # ID=115_13;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.646	GENOMAD.140351.VV	6.298E-07	51	1246
JAJIVX010000103.1_42 # 47127 # 49298 # 1 # ID=8_42;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.653	GENOMAD.009395.VV	4.550E-04	46	1246
JAJIVX010000120.1_13 # 12529 # 14010 # 1 # ID=26_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.665	GENOMAD.133528.CP	2.731E-04	46	0
JAJIVX010000011.1_39 # 45952 # 47055 # -1 # ID=32_39;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.593	GENOMAD.181329.VC	3.533E-04	45	1246
JAJIVX010000011.1_71 # 86252 # 87358 # 1 # ID=32_71;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.650	GENOMAD.074903.CP	7.607E-60	214	0
JAJIVX010000129.1_15 # 21025 # 22089 # 1 # ID=36_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.650	GENOMAD.141113.CP	6.386E-55	199	0
JAJIVX010000085.1_12 # 11654 # 12568 # -1 # ID=118_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.702	GENOMAD.134127.CP	1.611E-91	303	0
JAJIVX010000079.1_15 # 19584 # 20510 # 1 # ID=112_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.665	GENOMAD.142642.CP	1.306E-86	289	0
JAJIVX010000008.1_9 # 9293 # 10711 # 1 # ID=119_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.667	GENOMAD.142989.CP	4.448E-07	55	0
JAJIVX010000020.1_34 # 38511 # 40139 # 1 # ID=47_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.669	GENOMAD.140488.CP	1.409E-15	83	0
JAJIVX010000067.1_20 # 30273 # 31835 # 1 # ID=99_20;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.642	GENOMAD.126256.CP	9.039E-10	64	0
JAJIVX010000078.1_8 # 7251 # 9302 # 1 # ID=111_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.676	GENOMAD.000854.CC	6.826E-29	127	0
JAJIVX010000020.1_21 # 23565 # 23873 # -1 # ID=47_21;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.673	GENOMAD.141198.CP	1.494E-08	53	0
JAJIVX010000025.1_32 # 38636 # 41170 # 1 # ID=52_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.674	GENOMAD.123353.CP	5.723E-132	445	0
JAJIVX010000025.1_96 # 115177 # 116220 # -1 # ID=52_96;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.661	GENOMAD.114416.CP	1.171E-125	404	0
JAJIVX010000042.1_83 # 89118 # 90320 # -1 # ID=71_83;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.633	GENOMAD.047390.PP	1.848E-33	137	0
JAJIVX010000025.1_104 # 122765 # 124675 # -1 # ID=52_104;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.658	GENOMAD.154050.CP	3.862E-04	46	0
