gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JBHJCA010000001.1_1	3	233	231	-1	0.658	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCA010000001.1_2	276	1493	1218	-1	0.650	11	GGAG/GAGG	GENOMAD.110049.CP	1.543e-52	194	0	0	0	1	NA	NA	NA	PF19465;COG0133;TIGR00263	Tryptophan synthase beta chain
JBHJCA010000001.1_3	1598	2524	927	1	0.700	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCA010000001.1_4	2716	3384	669	-1	0.649	11	GGAG/GAGG	GENOMAD.126973.CP	6.458e-34	132	0	0	0	1	NA	NA	NA	PF00697;K01817;COG1891;TIGR00259	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
JBHJCA010000001.1_5	3381	4154	774	-1	0.669	11	GGA/GAG/AGG	GENOMAD.147411.CP	5.687e-29	119	0	0	0	1246	Caudoviricetes	NA	NA	PF01416;TIGR00071;COG0101;K15452	tRNA pseudouridine(38-40) synthase
JBHJCA010000001.1_6	4317	4724	408	-1	0.676	11	GGA/GAG/AGG	GENOMAD.167065.CP	2.835e-40	146	0	0	0	1	NA	NA	NA	PF14506;K06996;COG3324;TIGR00068	Predicted enzyme related to lactoylglutathione lyase
JBHJCA010000001.1_7	4721	6676	1956	-1	0.709	11	GGA/GAG/AGG	GENOMAD.145363.CP	7.542e-52	199	0	0	0	1	NA	NA	NA	COG3170	Tfp pilus assembly protein FimV
JBHJCA010000001.1_8	7361	8386	1026	-1	0.653	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCA010000001.1_9	8470	9543	1074	-1	0.674	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCA010000001.1_10	9536	10639	1104	-1	0.668	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCA010000001.1_11	10650	11576	927	-1	0.658	11	None	GENOMAD.091839.CV	3.465e-06	51	0	0	0	1246	Caudoviricetes	NA	NA	PF01189;K15460;COG4123;TIGR03534	tRNA1(Val) A37 N6-methylase TrmN6
JBHJCA010000001.1_12	11657	12307	651	1	0.665	11	GGA/GAG/AGG	GENOMAD.142885.CP	2.813e-06	50	0	0	0	1	NA	NA	NA	PF02630;K07152;COG0386;TIGR02540	SCO1/SenC
JBHJCA010000001.1_13	12304	13146	843	1	0.667	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCA010000001.1_14	13403	14986	1584	-1	0.660	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCA010000001.1_15	15279	16784	1506	1	0.668	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
