#Coverage (X)	Coverage
1.0	99.99866012809176
2.0	99.99732025618351
3.0	99.99598038427526
4.0	99.93970576412895
5.0	99.88879063161562
6.0	99.8619931934507
7.0	99.77624139132298
8.0	99.67843074202106
9.0	99.57258086126966
10.0	99.470750596243
11.0	99.34882225259265
12.0	99.25101160329072
13.0	99.14516172253933
14.0	99.06744915186108
15.0	98.99911568454056
16.0	98.91470375432108
17.0	98.83967092745934
18.0	98.79009566685424
19.0	98.73516091861617
20.0	98.71774258380898
21.0	98.66950719511215
22.0	98.63333065358951
23.0	98.5770560334432
24.0	98.53819974810408
25.0	98.46718653696706
26.0	98.40823217300427
27.0	98.32917973041778
28.0	98.26218613500549
29.0	98.19921215531795
30.0	98.1536565104376
31.0	98.09738189029129
32.0	98.03440791060375
33.0	97.95267572420077
34.0	97.8977409759627
35.0	97.84146635581638
36.0	97.77581263231235
37.0	97.73829621888147
38.0	97.71015890880832
39.0	97.69006083018463
40.0	97.66594313583622
41.0	97.63110646622182
42.0	97.5922501808827
43.0	97.57081223035078
44.0	97.54937427981885
45.0	97.52927620119516
46.0	97.50247876303025
47.0	97.4917597877643
48.0	97.47032183723236
49.0	97.45826299005815
50.0	97.42878580807675
51.0	97.39126939464587
