seq_name	chromosome_score	plasmid_score	virus_score
JBHJBY010000001.1	0.9607	0.0363	0.0030
JBHJBY010000002.1	0.9385	0.0574	0.0041
JBHJBY010000003.1	0.9756	0.0222	0.0022
JBHJBY010000004.1	0.9143	0.0805	0.0052
JBHJBY010000005.1	0.9714	0.0263	0.0023
JBHJBY010000006.1	0.9422	0.0538	0.0040
JBHJBY010000007.1	0.9589	0.0380	0.0031
JBHJBY010000008.1	0.9638	0.0334	0.0028
JBHJBY010000009.1	0.9802	0.0179	0.0019
JBHJBY010000010.1	0.9529	0.0435	0.0036
JBHJBY010000011.1	0.9641	0.0331	0.0028
JBHJBY010000012.1	0.9669	0.0306	0.0026
JBHJBY010000013.1	0.9837	0.0149	0.0015
JBHJBY010000014.1	0.9256	0.0694	0.0050
JBHJBY010000015.1	0.9723	0.0251	0.0026
JBHJBY010000016.1	0.9718	0.0260	0.0022
JBHJBY010000017.1	0.9057	0.0859	0.0084
JBHJBY010000018.1	0.9699	0.0278	0.0023
JBHJBY010000019.1	0.9718	0.0260	0.0022
JBHJBY010000020.1	0.8992	0.0952	0.0056
JBHJBY010000021.1	0.9490	0.0472	0.0038
JBHJBY010000022.1	0.1730	0.8224	0.0046
JBHJBY010000023.1	0.8753	0.1166	0.0081
JBHJBY010000024.1	0.9962	0.0034	0.0004
JBHJBY010000025.1	0.9512	0.0444	0.0044
JBHJBY010000026.1	0.8455	0.1466	0.0078
JBHJBY010000027.1	0.9282	0.0675	0.0043
JBHJBY010000028.1	0.0001	0.9998	0.0001
JBHJBY010000029.1	0.9613	0.0354	0.0033
JBHJBY010000030.1	0.0000	0.9999	0.0000
JBHJBY010000031.1	0.9745	0.0238	0.0018
JBHJBY010000032.1	0.9520	0.0449	0.0031
JBHJBY010000033.1	0.0000	1.0000	0.0000
JBHJBY010000034.1	0.9371	0.0593	0.0037
JBHJBY010000035.1	0.9270	0.0666	0.0064
JBHJBY010000036.1	0.9869	0.0118	0.0013
JBHJBY010000037.1	0.0002	0.0018	0.9980
JBHJBY010000038.1	0.9572	0.0392	0.0036
JBHJBY010000039.1	0.0000	1.0000	0.0000
JBHJBY010000040.1	0.0000	1.0000	0.0000
JBHJBY010000041.1	0.0000	1.0000	0.0000
JBHJBY010000042.1	0.0000	1.0000	0.0000
JBHJBY010000043.1	0.9306	0.0631	0.0063
JBHJBY010000044.1	0.0000	1.0000	0.0000
JBHJBY010000045.1	0.0000	1.0000	0.0000
JBHJBY010000046.1	0.0000	1.0000	0.0000
JBHJBY010000047.1	0.0000	1.0000	0.0000
JBHJBY010000048.1	0.0000	0.9999	0.0001
JBHJBY010000049.1	0.0000	0.9999	0.0001
JBHJBY010000050.1	0.0000	1.0000	0.0000
JBHJBY010000051.1	0.0000	1.0000	0.0000
JBHJBY010000052.1	0.0000	1.0000	0.0000
JBHJBY010000053.1	0.3005	0.6396	0.0599
JBHJBY010000054.1	0.0100	0.9528	0.0372
JBHJBY010000055.1	0.0000	1.0000	0.0000
JBHJBY010000056.1	0.0000	1.0000	0.0000
JBHJBY010000057.1	0.9983	0.0015	0.0003
JBHJBY010000058.1	0.0610	0.9283	0.0108
JBHJBY010000059.1	0.0000	1.0000	0.0000
JBHJBY010000060.1	0.0836	0.8973	0.0190
JBHJBY010000061.1	0.9339	0.0440	0.0221
JBHJBY010000062.1	0.3505	0.4199	0.2295
JBHJBY010000063.1	0.3943	0.5921	0.0136
JBHJBY010000064.1	0.1919	0.7965	0.0116
JBHJBY010000065.1	0.0109	0.9720	0.0171
JBHJBY010000066.1	0.8495	0.1101	0.0404
JBHJBY010000067.1	0.1450	0.8420	0.0129
JBHJBY010000068.1	0.9798	0.0099	0.0102
JBHJBY010000069.1	0.0937	0.8928	0.0134
JBHJBY010000070.1	0.9403	0.0551	0.0046
JBHJBY010000071.1	0.8685	0.1131	0.0183
JBHJBY010000072.1	0.3930	0.5036	0.1034
JBHJBY010000073.1	0.4660	0.1734	0.3606
JBHJBY010000074.1	0.0000	1.0000	0.0000
JBHJBY010000075.1	0.5039	0.3662	0.1299
JBHJBY010000076.1	0.7507	0.1994	0.0498
JBHJBY010000077.1	0.6733	0.1539	0.1728
JBHJBY010000078.1	0.0640	0.9301	0.0059
JBHJBY010000079.1	0.8990	0.0539	0.0471
JBHJBY010000080.1	0.0759	0.8051	0.1190
JBHJBY010000081.1	0.0002	0.9994	0.0004
JBHJBY010000082.1	0.6653	0.1185	0.2162
JBHJBY010000083.1	0.4255	0.5393	0.0352
JBHJBY010000084.1	0.0548	0.9397	0.0055
JBHJBY010000085.1	0.5905	0.3216	0.0878
JBHJBY010000086.1	0.6661	0.2650	0.0690
JBHJBY010000087.1	0.0680	0.0049	0.9271
JBHJBY010000088.1	0.1453	0.6315	0.2232
JBHJBY010000089.1	0.6895	0.2497	0.0608
JBHJBY010000090.1	0.0000	0.9999	0.0000
JBHJBY010000091.1	0.5247	0.3455	0.1298
JBHJBY010000092.1	0.3384	0.3383	0.3232
JBHJBY010000093.1	0.3701	0.4974	0.1325
JBHJBY010000094.1	0.0003	0.9996	0.0001
JBHJBY010000095.1	0.5164	0.0876	0.3960
JBHJBY010000096.1	0.3866	0.3010	0.3124
JBHJBY010000097.1	0.8720	0.0672	0.0608
JBHJBY010000098.1	0.2778	0.5079	0.2142
JBHJBY010000099.1	0.7741	0.0742	0.1517
JBHJBY010000100.1	0.7790	0.0432	0.1778
JBHJBY010000101.1	0.4776	0.1626	0.3598
JBHJBY010000102.1	0.1423	0.0505	0.8072
JBHJBY010000103.1	0.6038	0.3869	0.0094
JBHJBY010000104.1	0.7549	0.0505	0.1946
JBHJBY010000105.1	0.7906	0.0628	0.1466
JBHJBY010000106.1	0.1875	0.0450	0.7674
JBHJBY010000107.1	0.2535	0.1926	0.5539
JBHJBY010000108.1	0.6047	0.0706	0.3247
JBHJBY010000109.1	0.5004	0.0726	0.4270
JBHJBY010000110.1	0.3967	0.0977	0.5056
JBHJBY010000111.1	0.4387	0.0805	0.4808
JBHJBY010000112.1	0.0759	0.9032	0.0208
JBHJBY010000113.1	0.4603	0.0772	0.4625
