JAJIVW010000108.1_tRNA1_Glu	70005	70080
JAJIVW010000108.1_tRNA2_Ala	70128	70203
JAJIVW010000108.1_tRNA3_Glu	70953	71028
JAJIVW010000108.1_tRNA4_Ala	71076	71151
JAJIVW010000034.1_tRNA1_Ser	38949	39041
JAJIVW010000046.1_tRNA1_Leu	8484	8570
JAJIVW010000048.1_tRNA1_Leu	143858	143937
JAJIVW010000050.1_tRNA1_Val	65456	65530
JAJIVW010000055.1_tRNA1_Ser	19477	19567
JAJIVW010000055.1_tRNA2_Asp	27242	27318
JAJIVW010000055.1_tRNA3_Asp	27413	27489
JAJIVW010000055.1_tRNA4_Val	27518	27592
JAJIVW010000055.1_tRNA5_Leu	34331	34415
JAJIVW010000055.1_tRNA6_Lys	36326	36401
JAJIVW010000055.1_tRNA7_His	36495	36571
JAJIVW010000055.1_tRNA8_Arg	36604	36680
JAJIVW010000055.1_tRNA9_Pro	36723	36799
JAJIVW010000084.1_tRNA1_Phe	52773	52848
JAJIVW010000084.1_tRNA2_Pro	81444	81520
JAJIVW010000084.1_tRNA3_Val	116763	116837
JAJIVW010000084.1_tRNA4_Asn	119687	119763
JAJIVW010000084.1_tRNA5_Met	148414	148490
JAJIVW010000084.1_tRNA6_Leu	163617	163701
JAJIVW010000092.1_tRNA1_Met	75136	75211
