seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBBIGJ010000045.1	19761	No terminal repeats	29	11	1.0000	NA	6	13.9186	MOBP1;I_traI;I_traK;I_traL	NA
JBBIGJ010000038.1	31581	No terminal repeats	41	11	1.0000	NA	10	25.7400	T_virB9;T_virB10;T_virB1;t4cp2;virb4;T_virB5;T_virB6	NA
JBBIGJ010000053.1	9343	No terminal repeats	10	11	1.0000	NA	1	8.5656	NA	NA
JBBIGJ010000051.1	12901	No terminal repeats	15	11	1.0000	NA	2	8.5914	B_traI;T_virB6	NA
JBBIGJ010000073.1	1702	No terminal repeats	3	11	1.0000	NA	1	2.8437	MOBH	NA
JBBIGJ010000042.1	24406	No terminal repeats	22	11	1.0000	NA	1	9.2706	NA	NA
JBBIGJ010000049.1	17126	No terminal repeats	16	11	1.0000	NA	3	6.9401	NA	NA
JBBIGJ010000014.1	129424	No terminal repeats	134	11	1.0000	NA	18	60.9898	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JBBIGJ010000044.1	19847	No terminal repeats	19	11	0.9999	NA	6	19.3511	I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY	NA
JBBIGJ010000041.1	24535	No terminal repeats	32	11	0.9999	NA	8	10.5958	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBBIGJ010000055.1	8571	ITR	9	11	0.9999	NA	0	3.4312	NA	NA
JBBIGJ010000032.1	40299	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBBIGJ010000063.1	3523	No terminal repeats	5	11	0.9999	NA	0	2.0360	NA	NA
JBBIGJ010000043.1	23449	No terminal repeats	20	11	0.9997	NA	2	11.7573	I_trbB;I_trbA	NA
JBBIGJ010000058.1	6538	No terminal repeats	9	11	0.9995	NA	1	0.8364	NA	NA
JBBIGJ010000056.1	8493	No terminal repeats	10	11	0.9992	NA	0	0.6240	NA	NA
JBBIGJ010000046.1	19664	No terminal repeats	20	11	0.9960	NA	0	0.3959	NA	NA
JBBIGJ010000052.1	12694	No terminal repeats	12	11	0.9943	NA	2	2.3152	T_virB9;T_virB8	NA
JBBIGJ010000047.1	18763	No terminal repeats	18	11	0.9878	NA	0	0.5447	NA	NA
JBBIGJ010000060.1	5918	No terminal repeats	6	11	0.9849	NA	0	0.7129	NA	NA
