#Coverage	Number of genomic locations
0.0	466892.0
1.0	4073.0
2.0	2922.0
3.0	1517.0
4.0	1434.0
5.0	1478.0
6.0	1380.0
7.0	1166.0
8.0	1163.0
9.0	949.0
10.0	915.0
11.0	1083.0
12.0	1056.0
13.0	860.0
14.0	817.0
15.0	856.0
16.0	840.0
17.0	731.0
18.0	929.0
19.0	772.0
20.0	870.0
21.0	730.0
22.0	972.0
23.0	772.0
24.0	858.0
25.0	860.0
26.0	1028.0
27.0	1015.0
28.0	1057.0
29.0	1116.0
30.0	1070.0
31.0	1156.0
32.0	1145.0
33.0	1273.0
34.0	1399.0
35.0	1628.0
36.0	1787.0
37.0	1822.0
38.0	2017.0
39.0	2248.0
40.0	2439.0
41.0	2522.0
42.0	3036.0
43.0	3343.0
44.0	3670.0
45.0	4506.0
46.0	5418.0
47.0	6068.0
48.0	7695.0
49.0	8708.0
50.0	10388.0
51.0	11795.0
52.0	13322.0
53.0	15468.0
54.0	17739.0
55.0	20377.0
56.0	22852.0
57.0	25363.0
58.0	28968.0
59.0	33162.0
60.0	37411.0
61.0	41027.0
62.0	44459.0
63.0	49180.0
64.0	53904.0
65.0	57925.0
66.0	62541.0
67.0	66800.0
68.0	71434.0
69.0	74665.0
70.0	78022.0
71.0	81288.0
72.0	85269.0
73.0	87815.0
74.0	90585.0
75.0	92550.0
76.0	94225.0
77.0	95884.0
78.0	97173.0
79.0	98489.0
80.0	97905.0
81.0	98619.0
82.0	98144.0
83.0	97392.0
84.0	96649.0
85.0	95191.0
86.0	93562.0
87.0	92744.0
88.0	91559.0
89.0	90341.0
90.0	89951.0
91.0	88512.0
92.0	87733.0
93.0	86604.0
94.0	84278.0
95.0	82789.0
96.0	81270.0
97.0	79449.0
98.0	77550.0
99.0	75493.0
100.0	74138.0
101.0	71279.0
102.0	69796.0
103.0	68733.0
104.0	67487.0
105.0	65396.0
106.0	62901.0
107.0	60374.0
108.0	58730.0
109.0	56398.0
110.0	54003.0
111.0	51226.0
112.0	48784.0
113.0	46892.0
114.0	44553.0
115.0	42701.0
116.0	40467.0
117.0	38271.0
118.0	35729.0
119.0	33704.0
120.0	32137.0
121.0	29593.0
122.0	27731.0
123.0	26168.0
124.0	23931.0
125.0	21822.0
126.0	20372.0
127.0	18207.0
128.0	16660.0
129.0	14810.0
130.0	13706.0
131.0	12341.0
132.0	11211.0
133.0	10136.0
134.0	8920.0
135.0	8054.0
136.0	7294.0
137.0	6441.0
138.0	5855.0
139.0	5150.0
140.0	4598.0
141.0	4012.0
142.0	3462.0
143.0	2980.0
144.0	2736.0
145.0	2374.0
146.0	1998.0
147.0	1862.0
148.0	1632.0
149.0	1496.0
150.0	1241.0
151.0	1121.0
152.0	1018.0
153.0	869.0
154.0	740.0
155.0	640.0
156.0	592.0
157.0	519.0
158.0	406.0
159.0	424.0
160.0	426.0
161.0	324.0
162.0	225.0
163.0	216.0
164.0	246.0
165.0	183.0
166.0	251.0
167.0	205.0
168.0	220.0
169.0	192.0
170.0	207.0
171.0	168.0
172.0	207.0
173.0	181.0
174.0	145.0
175.0	169.0
176.0	156.0
177.0	160.0
178.0	178.0
179.0	136.0
180.0	171.0
181.0	163.0
182.0	185.0
183.0	232.0
184.0	231.0
185.0	188.0
186.0	186.0
187.0	167.0
188.0	190.0
189.0	204.0
190.0	178.0
191.0	158.0
192.0	171.0
193.0	166.0
194.0	172.0
195.0	196.0
196.0	183.0
197.0	211.0
198.0	203.0
199.0	191.0
200.0	217.0
201.0	207.0
202.0	165.0
203.0	179.0
204.0	191.0
205.0	184.0
206.0	183.0
207.0	192.0
208.0	193.0
209.0	175.0
210.0	190.0
211.0	193.0
212.0	207.0
213.0	190.0
214.0	179.0
215.0	202.0
216.0	184.0
217.0	190.0
218.0	161.0
219.0	165.0
220.0	199.0
221.0	178.0
222.0	201.0
223.0	221.0
224.0	203.0
225.0	205.0
226.0	197.0
227.0	168.0
228.0	125.0
229.0	161.0
230.0	149.0
231.0	136.0
232.0	125.0
233.0	138.0
234.0	122.0
235.0	120.0
236.0	122.0
237.0	130.0
238.0	118.0
239.0	122.0
240.0	141.0
241.0	181.0
242.0	167.0
243.0	143.0
244.0	179.0
245.0	158.0
246.0	185.0
247.0	139.0
248.0	124.0
249.0	151.0
250.0	163.0
251.0	152.0
252.0	145.0
253.0	154.0
254.0	148.0
255.0	149.0
256.0	187.0
257.0	140.0
258.0	171.0
259.0	150.0
260.0	147.0
261.0	133.0
262.0	148.0
263.0	190.0
264.0	149.0
265.0	148.0
266.0	160.0
267.0	161.0
268.0	188.0
269.0	216.0
270.0	139.0
271.0	176.0
272.0	168.0
273.0	142.0
274.0	174.0
275.0	177.0
276.0	193.0
277.0	201.0
278.0	163.0
279.0	204.0
280.0	213.0
281.0	212.0
282.0	199.0
283.0	195.0
284.0	202.0
285.0	194.0
286.0	198.0
287.0	181.0
288.0	236.0
289.0	200.0
290.0	209.0
291.0	208.0
292.0	267.0
293.0	254.0
294.0	223.0
295.0	291.0
296.0	261.0
297.0	309.0
298.0	231.0
299.0	236.0
300.0	246.0
301.0	291.0
302.0	270.0
303.0	272.0
304.0	268.0
305.0	265.0
306.0	263.0
307.0	297.0
308.0	274.0
309.0	259.0
310.0	239.0
311.0	254.0
312.0	289.0
313.0	261.0
314.0	241.0
315.0	284.0
316.0	267.0
317.0	205.0
318.0	229.0
319.0	246.0
320.0	238.0
321.0	242.0
322.0	251.0
323.0	232.0
324.0	206.0
325.0	225.0
326.0	239.0
327.0	227.0
328.0	257.0
329.0	288.0
330.0	200.0
331.0	205.0
332.0	208.0
333.0	220.0
334.0	219.0
335.0	170.0
336.0	205.0
337.0	204.0
338.0	195.0
339.0	195.0
340.0	194.0
341.0	160.0
342.0	202.0
343.0	133.0
344.0	182.0
345.0	161.0
346.0	161.0
347.0	162.0
348.0	139.0
349.0	152.0
350.0	154.0
351.0	145.0
352.0	121.0
353.0	129.0
354.0	154.0
355.0	151.0
356.0	131.0
357.0	122.0
358.0	104.0
359.0	121.0
360.0	131.0
361.0	112.0
362.0	108.0
363.0	98.0
364.0	88.0
365.0	83.0
366.0	68.0
367.0	78.0
368.0	88.0
369.0	89.0
370.0	69.0
371.0	89.0
372.0	81.0
373.0	85.0
374.0	75.0
375.0	54.0
376.0	83.0
377.0	61.0
378.0	65.0
379.0	57.0
380.0	35.0
381.0	51.0
382.0	56.0
383.0	42.0
384.0	39.0
385.0	37.0
386.0	61.0
387.0	36.0
388.0	37.0
389.0	40.0
390.0	46.0
391.0	23.0
392.0	37.0
393.0	22.0
394.0	28.0
