seq_name	chromosome_score	plasmid_score	virus_score
JBBIGH010000001.1	1.0000	0.0000	0.0000
JBBIGH010000002.1	0.9995	0.0005	0.0000
JBBIGH010000003.1	1.0000	0.0000	0.0000
JBBIGH010000004.1	0.9998	0.0002	0.0000
JBBIGH010000005.1	1.0000	0.0000	0.0000
JBBIGH010000006.1	1.0000	0.0000	0.0000
JBBIGH010000007.1	0.9999	0.0001	0.0000
JBBIGH010000008.1	0.9997	0.0003	0.0000
JBBIGH010000009.1	0.9998	0.0002	0.0000
JBBIGH010000010.1	0.9998	0.0002	0.0000
JBBIGH010000011.1	1.0000	0.0000	0.0000
JBBIGH010000012.1	1.0000	0.0000	0.0000
JBBIGH010000013.1	1.0000	0.0000	0.0000
JBBIGH010000014.1	0.9905	0.0095	0.0000
JBBIGH010000015.1	0.9999	0.0001	0.0000
JBBIGH010000016.1	0.9998	0.0002	0.0000
JBBIGH010000017.1	1.0000	0.0000	0.0000
JBBIGH010000018.1	1.0000	0.0000	0.0000
JBBIGH010000019.1	0.9999	0.0001	0.0000
JBBIGH010000020.1	0.0003	0.9997	0.0000
JBBIGH010000021.1	1.0000	0.0000	0.0000
JBBIGH010000022.1	1.0000	0.0000	0.0000
JBBIGH010000023.1	0.5928	0.4072	0.0000
JBBIGH010000024.1	0.9994	0.0006	0.0000
JBBIGH010000025.1	0.9468	0.0532	0.0000
JBBIGH010000026.1	0.9996	0.0004	0.0000
JBBIGH010000027.1	1.0000	0.0000	0.0000
JBBIGH010000028.1	0.9996	0.0004	0.0000
JBBIGH010000029.1	1.0000	0.0000	0.0000
JBBIGH010000030.1	0.0109	0.9891	0.0000
JBBIGH010000031.1	1.0000	0.0000	0.0000
JBBIGH010000032.1	1.0000	0.0000	0.0000
JBBIGH010000033.1	0.9628	0.0372	0.0000
JBBIGH010000034.1	0.8175	0.1825	0.0000
JBBIGH010000035.1	0.0001	0.0027	0.9971
JBBIGH010000036.1	1.0000	0.0000	0.0000
JBBIGH010000037.1	0.0002	0.9998	0.0000
JBBIGH010000038.1	0.9909	0.0091	0.0000
JBBIGH010000039.1	1.0000	0.0000	0.0000
JBBIGH010000040.1	0.0002	0.9998	0.0000
JBBIGH010000041.1	0.0002	0.9998	0.0000
JBBIGH010000042.1	0.0006	0.9994	0.0000
JBBIGH010000043.1	0.0000	0.9999	0.0000
JBBIGH010000044.1	0.0000	1.0000	0.0000
JBBIGH010000045.1	1.0000	0.0000	0.0000
JBBIGH010000046.1	0.0006	0.9994	0.0000
JBBIGH010000047.1	0.9940	0.0060	0.0000
JBBIGH010000048.1	0.9133	0.0825	0.0043
JBBIGH010000049.1	0.2626	0.7374	0.0000
JBBIGH010000050.1	0.0003	0.9997	0.0000
JBBIGH010000051.1	0.6809	0.3171	0.0020
JBBIGH010000052.1	0.0012	0.9988	0.0000
JBBIGH010000053.1	0.9620	0.0379	0.0000
JBBIGH010000054.1	0.0065	0.9935	0.0000
JBBIGH010000055.1	0.5078	0.4899	0.0023
JBBIGH010000056.1	0.4850	0.3050	0.2101
JBBIGH010000057.1	0.8277	0.1267	0.0456
JBBIGH010000058.1	0.2811	0.7159	0.0030
JBBIGH010000059.1	0.9819	0.0167	0.0014
JBBIGH010000060.1	0.8103	0.1458	0.0439
JBBIGH010000061.1	0.8987	0.0514	0.0499
JBBIGH010000062.1	0.0321	0.9679	0.0000
JBBIGH010000063.1	0.5366	0.2134	0.2500
JBBIGH010000064.1	0.2467	0.0444	0.7090
JBBIGH010000065.1	0.5115	0.2147	0.2738
JBBIGH010000066.1	0.8919	0.0659	0.0421
JBBIGH010000067.1	0.7022	0.1621	0.1357
JBBIGH010000068.1	0.6785	0.1668	0.1547
JBBIGH010000069.1	0.6340	0.1384	0.2275
JBBIGH010000070.1	0.7435	0.0495	0.2070
JBBIGH010000071.1	0.0098	0.9900	0.0001
JBBIGH010000072.1	0.6700	0.0287	0.3013
JBBIGH010000073.1	0.0006	0.9991	0.0003
JBBIGH010000074.1	0.8233	0.1243	0.0523
JBBIGH010000075.1	0.7985	0.0740	0.1275
JBBIGH010000076.1	0.5820	0.4168	0.0012
JBBIGH010000077.1	0.7664	0.0675	0.1662
JBBIGH010000078.1	0.6370	0.0273	0.3357
JBBIGH010000079.1	0.8130	0.0663	0.1207
JBBIGH010000080.1	0.7427	0.2562	0.0011
JBBIGH010000081.1	0.6828	0.0272	0.2900
JBBIGH010000082.1	0.6650	0.0294	0.3056
JBBIGH010000083.1	0.7137	0.0361	0.2502
JBBIGH010000084.1	0.0479	0.9515	0.0006
JBBIGH010000085.1	0.6902	0.0584	0.2514
JBBIGH010000086.1	0.9042	0.0575	0.0383
