#Coverage (X)	Coverage
1.0	99.20143634268564
2.0	99.15990031353003
3.0	99.11568454055792
4.0	98.98035747782512
5.0	98.82091272074389
6.0	98.66414770747916
7.0	98.43636948307741
8.0	98.32783985850952
9.0	98.23404882493233
10.0	98.14427740707988
11.0	98.03842752632848
12.0	97.90845995122866
13.0	97.7918910952113
14.0	97.5922501808827
15.0	97.49979901921377
16.0	97.39126939464587
17.0	97.30283784870167
18.0	97.20904681512448
19.0	97.10051719055659
20.0	97.04022295468553
21.0	96.9919875659887
22.0	96.91829461103518
23.0	96.85532063134764
24.0	96.78966690784361
25.0	96.73875177533029
26.0	96.66907843610151
27.0	96.60476458450572
28.0	96.55786906771712
29.0	96.5069539352038
30.0	96.46541790604819
31.0	96.41986226116784
32.0	96.35152879384731
33.0	96.30329340515047
34.0	96.23629980973818
35.0	96.16260685478468
36.0	96.07953479647345
37.0	96.0366588954096
38.0	95.98306401907978
39.0	95.95626658091487
40.0	95.90267170458505
41.0	95.8691749068789
42.0	95.83433823726452
43.0	95.75796553849452
44.0	95.70571053407295
45.0	95.65211565774312
46.0	95.61191950049576
47.0	95.56502398370716
48.0	95.48865128493716
49.0	95.43907602433207
50.0	95.37744191655278
51.0	95.33590588739716
