#Coverage	Number of genomic locations
0.0	596.0
1.0	31.0
2.0	33.0
3.0	101.0
4.0	119.0
5.0	117.0
6.0	170.0
7.0	81.0
8.0	70.0
9.0	67.0
10.0	79.0
11.0	97.0
12.0	87.0
13.0	149.0
14.0	69.0
15.0	81.0
16.0	66.0
17.0	70.0
18.0	81.0
19.0	45.0
20.0	36.0
21.0	55.0
22.0	47.0
23.0	49.0
24.0	38.0
25.0	52.0
26.0	48.0
27.0	35.0
28.0	38.0
29.0	31.0
30.0	34.0
31.0	51.0
32.0	36.0
33.0	50.0
34.0	55.0
35.0	62.0
36.0	32.0
37.0	40.0
38.0	20.0
39.0	40.0
40.0	25.0
41.0	26.0
42.0	57.0
43.0	39.0
44.0	40.0
45.0	30.0
46.0	35.0
47.0	57.0
48.0	37.0
49.0	46.0
50.0	31.0
51.0	25.0
52.0	30.0
53.0	22.0
54.0	25.0
55.0	20.0
56.0	49.0
57.0	19.0
58.0	30.0
59.0	45.0
60.0	59.0
61.0	37.0
62.0	35.0
63.0	53.0
64.0	34.0
65.0	55.0
66.0	84.0
67.0	55.0
68.0	60.0
69.0	47.0
70.0	43.0
71.0	51.0
72.0	53.0
73.0	25.0
74.0	40.0
75.0	49.0
76.0	46.0
77.0	37.0
78.0	46.0
79.0	35.0
80.0	27.0
81.0	37.0
82.0	41.0
83.0	37.0
84.0	10.0
85.0	33.0
86.0	21.0
87.0	24.0
88.0	29.0
89.0	17.0
90.0	35.0
91.0	37.0
92.0	34.0
93.0	28.0
94.0	26.0
95.0	28.0
96.0	33.0
97.0	31.0
98.0	40.0
99.0	31.0
100.0	41.0
101.0	25.0
102.0	34.0
103.0	29.0
104.0	36.0
105.0	44.0
106.0	18.0
107.0	37.0
108.0	37.0
109.0	46.0
110.0	28.0
111.0	28.0
112.0	26.0
113.0	32.0
114.0	24.0
115.0	18.0
116.0	38.0
117.0	23.0
118.0	32.0
119.0	22.0
120.0	27.0
121.0	43.0
122.0	34.0
123.0	31.0
124.0	42.0
125.0	28.0
126.0	22.0
127.0	23.0
128.0	32.0
129.0	24.0
130.0	43.0
131.0	31.0
132.0	49.0
133.0	37.0
134.0	46.0
135.0	48.0
136.0	54.0
137.0	41.0
138.0	59.0
139.0	52.0
140.0	72.0
141.0	61.0
142.0	80.0
143.0	65.0
144.0	63.0
145.0	68.0
146.0	65.0
147.0	78.0
148.0	82.0
149.0	60.0
150.0	72.0
151.0	72.0
152.0	72.0
153.0	79.0
154.0	85.0
155.0	82.0
156.0	73.0
157.0	74.0
158.0	103.0
159.0	111.0
160.0	91.0
161.0	126.0
162.0	114.0
163.0	119.0
164.0	135.0
165.0	142.0
166.0	200.0
167.0	205.0
168.0	195.0
169.0	192.0
170.0	210.0
171.0	224.0
172.0	249.0
173.0	273.0
174.0	298.0
175.0	332.0
176.0	359.0
177.0	310.0
178.0	348.0
179.0	362.0
180.0	391.0
181.0	453.0
182.0	430.0
183.0	468.0
184.0	489.0
185.0	611.0
186.0	644.0
187.0	668.0
188.0	620.0
189.0	641.0
190.0	710.0
191.0	680.0
192.0	695.0
193.0	763.0
194.0	754.0
195.0	739.0
196.0	776.0
197.0	816.0
198.0	771.0
199.0	854.0
200.0	862.0
201.0	852.0
202.0	823.0
203.0	924.0
204.0	937.0
205.0	957.0
206.0	888.0
207.0	974.0
208.0	1001.0
209.0	926.0
210.0	915.0
211.0	1015.0
212.0	1093.0
213.0	1080.0
214.0	944.0
215.0	903.0
216.0	938.0
217.0	929.0
218.0	912.0
219.0	947.0
220.0	918.0
221.0	953.0
222.0	908.0
223.0	810.0
224.0	853.0
225.0	831.0
226.0	805.0
227.0	807.0
228.0	747.0
229.0	741.0
230.0	675.0
231.0	704.0
232.0	669.0
233.0	643.0
234.0	650.0
235.0	638.0
236.0	563.0
237.0	531.0
238.0	549.0
239.0	502.0
240.0	432.0
241.0	486.0
242.0	420.0
243.0	428.0
244.0	348.0
245.0	352.0
246.0	355.0
247.0	358.0
248.0	314.0
249.0	316.0
250.0	318.0
251.0	298.0
252.0	274.0
253.0	270.0
254.0	230.0
255.0	208.0
256.0	237.0
257.0	236.0
258.0	194.0
259.0	173.0
260.0	163.0
261.0	150.0
262.0	133.0
263.0	138.0
264.0	130.0
265.0	148.0
266.0	128.0
267.0	147.0
268.0	133.0
269.0	122.0
270.0	147.0
271.0	114.0
272.0	113.0
273.0	120.0
274.0	111.0
275.0	96.0
276.0	85.0
277.0	89.0
278.0	115.0
279.0	105.0
280.0	88.0
281.0	125.0
282.0	120.0
283.0	86.0
284.0	107.0
285.0	89.0
286.0	69.0
287.0	74.0
288.0	93.0
289.0	96.0
290.0	72.0
291.0	61.0
292.0	81.0
293.0	66.0
294.0	94.0
295.0	65.0
296.0	50.0
297.0	47.0
298.0	65.0
299.0	47.0
300.0	66.0
301.0	49.0
302.0	37.0
303.0	47.0
304.0	43.0
305.0	56.0
306.0	54.0
307.0	63.0
308.0	64.0
309.0	57.0
310.0	60.0
311.0	50.0
312.0	41.0
313.0	62.0
314.0	67.0
315.0	62.0
316.0	42.0
317.0	51.0
318.0	62.0
319.0	51.0
320.0	51.0
321.0	48.0
322.0	41.0
323.0	32.0
324.0	29.0
325.0	23.0
326.0	47.0
327.0	39.0
328.0	39.0
329.0	38.0
330.0	30.0
331.0	19.0
332.0	21.0
333.0	17.0
334.0	31.0
335.0	21.0
336.0	32.0
337.0	36.0
338.0	36.0
339.0	44.0
340.0	48.0
341.0	56.0
342.0	51.0
343.0	49.0
344.0	51.0
345.0	60.0
346.0	35.0
347.0	30.0
348.0	38.0
349.0	29.0
350.0	28.0
351.0	37.0
352.0	37.0
353.0	30.0
354.0	32.0
355.0	27.0
356.0	19.0
357.0	27.0
358.0	30.0
359.0	31.0
360.0	29.0
361.0	23.0
362.0	35.0
363.0	22.0
364.0	34.0
365.0	16.0
366.0	26.0
367.0	18.0
368.0	11.0
369.0	30.0
370.0	20.0
371.0	14.0
372.0	15.0
373.0	8.0
374.0	10.0
375.0	11.0
376.0	15.0
377.0	11.0
378.0	7.0
379.0	7.0
380.0	5.0
381.0	14.0
382.0	5.0
383.0	14.0
384.0	13.0
385.0	4.0
386.0	5.0
387.0	7.0
388.0	3.0
389.0	9.0
391.0	2.0
392.0	2.0
393.0	4.0
394.0	2.0
395.0	3.0
396.0	2.0
397.0	2.0
398.0	2.0
399.0	3.0
400.0	4.0
401.0	1.0
402.0	1.0
403.0	3.0
404.0	2.0
405.0	1.0
406.0	2.0
407.0	4.0
408.0	3.0
409.0	5.0
410.0	2.0
411.0	4.0
412.0	2.0
413.0	5.0
414.0	10.0
415.0	5.0
416.0	2.0
417.0	1.0
418.0	2.0
419.0	2.0
420.0	1.0
422.0	6.0
423.0	1.0
426.0	1.0
427.0	3.0
428.0	4.0
429.0	3.0
430.0	2.0
431.0	2.0
432.0	2.0
433.0	2.0
434.0	1.0
435.0	3.0
436.0	4.0
437.0	2.0
439.0	5.0
440.0	2.0
441.0	4.0
442.0	1.0
443.0	2.0
444.0	1.0
445.0	1.0
446.0	2.0
447.0	2.0
448.0	2.0
449.0	2.0
450.0	2.0
451.0	2.0
452.0	1.0
453.0	2.0
454.0	5.0
455.0	3.0
456.0	1.0
458.0	3.0
459.0	4.0
460.0	4.0
461.0	5.0
462.0	5.0
463.0	3.0
464.0	1.0
465.0	3.0
468.0	4.0
469.0	6.0
470.0	2.0
471.0	7.0
472.0	4.0
473.0	2.0
474.0	5.0
475.0	4.0
476.0	5.0
477.0	3.0
478.0	3.0
479.0	3.0
480.0	1.0
481.0	1.0
482.0	5.0
483.0	5.0
484.0	5.0
485.0	3.0
487.0	2.0
488.0	2.0
489.0	3.0
490.0	3.0
491.0	3.0
492.0	3.0
493.0	3.0
494.0	4.0
495.0	1.0
496.0	3.0
497.0	2.0
500.0	3.0
501.0	2.0
503.0	2.0
505.0	3.0
506.0	3.0
508.0	1.0
509.0	6.0
511.0	1.0
512.0	2.0
513.0	2.0
514.0	5.0
515.0	7.0
516.0	8.0
517.0	4.0
518.0	7.0
519.0	6.0
520.0	4.0
521.0	9.0
522.0	6.0
523.0	9.0
524.0	3.0
525.0	4.0
526.0	3.0
527.0	6.0
528.0	1.0
529.0	5.0
530.0	5.0
531.0	6.0
532.0	6.0
533.0	2.0
534.0	5.0
535.0	6.0
536.0	5.0
537.0	2.0
538.0	3.0
539.0	1.0
540.0	7.0
541.0	6.0
542.0	5.0
543.0	2.0
544.0	3.0
545.0	3.0
546.0	4.0
547.0	3.0
548.0	3.0
549.0	5.0
550.0	1.0
551.0	1.0
552.0	5.0
553.0	4.0
554.0	4.0
555.0	1.0
556.0	4.0
557.0	8.0
558.0	2.0
559.0	5.0
560.0	6.0
561.0	6.0
562.0	5.0
563.0	5.0
564.0	2.0
565.0	3.0
567.0	5.0
568.0	3.0
569.0	7.0
570.0	4.0
571.0	5.0
572.0	4.0
573.0	5.0
574.0	3.0
575.0	1.0
576.0	2.0
577.0	1.0
578.0	4.0
579.0	6.0
580.0	2.0
581.0	3.0
582.0	3.0
583.0	2.0
584.0	6.0
585.0	5.0
586.0	4.0
587.0	1.0
588.0	3.0
589.0	3.0
590.0	2.0
591.0	1.0
592.0	1.0
593.0	4.0
594.0	1.0
595.0	2.0
596.0	4.0
597.0	3.0
598.0	2.0
599.0	1.0
600.0	6.0
601.0	3.0
602.0	5.0
603.0	3.0
604.0	1.0
605.0	5.0
606.0	9.0
607.0	3.0
608.0	2.0
609.0	4.0
610.0	4.0
611.0	4.0
612.0	6.0
613.0	5.0
614.0	2.0
615.0	6.0
616.0	5.0
617.0	3.0
618.0	3.0
619.0	4.0
621.0	4.0
622.0	4.0
624.0	2.0
625.0	5.0
626.0	5.0
627.0	6.0
628.0	2.0
629.0	2.0
630.0	1.0
631.0	4.0
632.0	3.0
633.0	4.0
634.0	7.0
635.0	12.0
636.0	10.0
637.0	9.0
638.0	16.0
639.0	9.0
640.0	9.0
641.0	9.0
642.0	6.0
643.0	3.0
644.0	2.0
645.0	5.0
646.0	6.0
647.0	12.0
648.0	5.0
649.0	9.0
650.0	9.0
651.0	6.0
652.0	2.0
653.0	10.0
654.0	7.0
655.0	7.0
656.0	5.0
657.0	5.0
658.0	6.0
660.0	7.0
661.0	5.0
662.0	12.0
663.0	12.0
664.0	7.0
665.0	12.0
666.0	11.0
667.0	5.0
668.0	7.0
669.0	5.0
670.0	13.0
671.0	6.0
672.0	6.0
673.0	3.0
674.0	7.0
675.0	11.0
676.0	7.0
677.0	9.0
678.0	9.0
679.0	2.0
680.0	4.0
681.0	7.0
682.0	4.0
683.0	11.0
684.0	8.0
685.0	3.0
686.0	4.0
687.0	7.0
688.0	9.0
689.0	5.0
690.0	9.0
691.0	8.0
692.0	6.0
693.0	10.0
694.0	11.0
695.0	3.0
696.0	10.0
697.0	8.0
698.0	7.0
699.0	14.0
700.0	9.0
701.0	8.0
702.0	12.0
703.0	13.0
704.0	13.0
705.0	9.0
706.0	16.0
707.0	14.0
708.0	8.0
709.0	7.0
710.0	18.0
711.0	11.0
712.0	6.0
713.0	11.0
714.0	12.0
715.0	10.0
716.0	4.0
717.0	13.0
718.0	12.0
719.0	6.0
720.0	13.0
721.0	5.0
722.0	14.0
723.0	12.0
724.0	11.0
725.0	8.0
726.0	11.0
727.0	10.0
728.0	7.0
729.0	10.0
730.0	14.0
731.0	7.0
732.0	7.0
733.0	6.0
734.0	11.0
735.0	10.0
736.0	13.0
737.0	12.0
738.0	10.0
739.0	5.0
740.0	6.0
741.0	9.0
742.0	4.0
743.0	10.0
744.0	10.0
745.0	6.0
746.0	7.0
747.0	5.0
748.0	4.0
749.0	11.0
750.0	7.0
751.0	4.0
752.0	8.0
753.0	5.0
755.0	5.0
756.0	7.0
757.0	2.0
758.0	6.0
759.0	5.0
760.0	1.0
761.0	4.0
762.0	7.0
763.0	2.0
764.0	6.0
765.0	3.0
766.0	3.0
767.0	4.0
768.0	5.0
769.0	6.0
770.0	5.0
771.0	6.0
772.0	5.0
773.0	6.0
774.0	8.0
775.0	3.0
776.0	4.0
777.0	8.0
778.0	13.0
779.0	10.0
780.0	2.0
781.0	8.0
782.0	10.0
783.0	8.0
784.0	6.0
785.0	7.0
786.0	8.0
787.0	12.0
788.0	10.0
789.0	7.0
790.0	3.0
791.0	4.0
792.0	7.0
793.0	8.0
794.0	7.0
795.0	7.0
796.0	3.0
797.0	7.0
798.0	7.0
799.0	6.0
800.0	5.0
801.0	5.0
802.0	6.0
803.0	7.0
804.0	8.0
805.0	12.0
806.0	8.0
807.0	7.0
808.0	10.0
809.0	6.0
810.0	8.0
811.0	2.0
812.0	11.0
813.0	10.0
814.0	6.0
815.0	7.0
816.0	8.0
817.0	4.0
818.0	6.0
819.0	7.0
820.0	15.0
821.0	7.0
822.0	8.0
823.0	8.0
824.0	8.0
825.0	3.0
826.0	3.0
827.0	8.0
828.0	6.0
829.0	3.0
830.0	4.0
831.0	3.0
832.0	6.0
833.0	6.0
834.0	4.0
835.0	3.0
836.0	8.0
837.0	3.0
838.0	2.0
839.0	4.0
840.0	1.0
841.0	3.0
842.0	1.0
843.0	2.0
844.0	1.0
845.0	2.0
846.0	2.0
847.0	1.0
848.0	2.0
849.0	2.0
851.0	2.0
852.0	2.0
853.0	1.0
856.0	1.0
857.0	2.0
859.0	2.0
860.0	1.0
861.0	5.0
862.0	1.0
863.0	1.0
864.0	4.0
865.0	2.0
866.0	1.0
867.0	3.0
868.0	4.0
869.0	2.0
870.0	1.0
872.0	1.0
875.0	3.0
877.0	2.0
879.0	2.0
881.0	4.0
882.0	2.0
883.0	1.0
884.0	2.0
885.0	1.0
887.0	2.0
888.0	1.0
889.0	2.0
890.0	1.0
891.0	1.0
892.0	1.0
893.0	2.0
894.0	2.0
895.0	1.0
898.0	3.0
899.0	1.0
901.0	3.0
902.0	2.0
903.0	1.0
906.0	1.0
907.0	1.0
908.0	1.0
910.0	1.0
917.0	1.0
919.0	1.0
920.0	2.0
925.0	1.0
936.0	1.0
941.0	2.0
942.0	1.0
943.0	2.0
