gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAJIVU010000010.1_1	54	320	267	1	0.562	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000010.1_2	419	973	555	1	0.575	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_1	352	831	480	1	0.642	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_2	1030	1611	582	1	0.627	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_3	1604	3016	1413	1	0.591	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_4	3390	4253	864	1	0.613	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_5	4402	4656	255	-1	0.580	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_6	4921	6522	1602	1	0.668	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_7	6575	6916	342	-1	0.632	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_8	7073	7753	681	-1	0.505	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_9	7899	9416	1518	-1	0.638	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_10	9731	11782	2052	1	0.676	11	GGA/GAG/AGG	GENOMAD.000854.CC	6.826e-29	127	0	0	0	1	NA	NA	NA	PF14840	Processivity clamp loader gamma complex DNA pol III C-term
JAJIVU010000011.1_11	11789	12109	321	1	0.629	11	GGA/GAG/AGG	GENOMAD.000078.CC	2.582e-20	87	0	0	0	1	NA	NA	NA	PF10921;K09747;COG0718;TIGR00103	Conserved DNA-binding protein YbaB (function unknown)
JAJIVU010000011.1_12	12207	12800	594	1	0.667	11	None	GENOMAD.000052.CC	1.716e-39	147	1	0	0	1246	Caudoviricetes	NA	NA	PF02132;PF13662;COG0353;TIGR00615;K06187	Recombinational DNA repair protein RecR
JAJIVU010000011.1_13	12901	13251	351	1	0.627	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_14	13369	13902	534	-1	0.661	11	GGAG/GAGG	GENOMAD.138200.CP	2.898e-42	154	0	0	0	1	NA	NA	NA	K07285;COG3065	Starvation-inducible outer membrane lipoprotein
JAJIVU010000011.1_15	13899	15851	1953	-1	0.677	11	None	GENOMAD.133722.CP	7.245e-42	168	0	0	0	1	NA	NA	NA	PF11992;PF01841;PF13559;K22452	TgpA N-terminal domain; Transglutaminase-like superfamily
JAJIVU010000011.1_16	15844	16800	957	-1	0.691	11	GGA/GAG/AGG	GENOMAD.115237.CP	1.539e-69	240	0	0	0	1	NA	NA	NA	PF01882;PF05753;COG1721	Uncharacterized conserved protein, DUF58 family, contains vWF domain
JAJIVU010000011.1_17	16805	17758	954	-1	0.672	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_18	17796	19634	1839	1	0.662	11	GGA/GAG/AGG	GENOMAD.141973.CP	3.741e-104	354	0	0	0	1	NA	NA	NA	COG1807	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family
JAJIVU010000011.1_19	19747	21102	1356	1	0.487	11	AGGA	GENOMAD.056843.CC	1.292e-256	788	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000011.1_20	21216	21536	321	-1	0.685	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000012.1_1	3	407	405	1	0.548	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000012.1_2	398	1378	981	1	0.623	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000012.1_3	1601	1864	264	1	0.496	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000012.1_4	1861	2367	507	1	0.438	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000012.1_5	2424	2726	303	-1	0.637	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000013.1_1	3	230	228	-1	0.575	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000013.1_2	256	1605	1350	-1	0.584	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000013.1_3	1602	2186	585	-1	0.491	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000013.1_4	2575	3105	531	-1	0.484	11	GGA/GAG/AGG	GENOMAD.086806.PP	1.014e-26	109	0	0	0	1	NA	NA	NA	PF13827	NA
JAJIVU010000013.1_5	3126	4289	1164	-1	0.582	11	GGA/GAG/AGG	GENOMAD.022765.PP	4.615e-201	624	0	1	0	1	NA	T_virB6	NA	K03201;COG3704	Type IV secretory pathway, VirB6 components
JAJIVU010000013.1_6	4313	5662	1350	-1	0.602	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000013.1_7	5659	6243	585	-1	0.487	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000013.1_8	7332	7823	492	-1	0.614	11	None	GENOMAD.022765.PP	1.721e-75	249	0	1	0	1	NA	T_virB6	NA	K03201;COG3704	Type IV secretory pathway, VirB6 components
JAJIVU010000014.1_1	592	1839	1248	-1	0.502	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000014.1_2	2764	3315	552	1	0.687	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000014.1_3	3264	5213	1950	1	0.649	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000014.1_4	5364	5867	504	-1	0.635	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000014.1_5	5928	6359	432	1	0.660	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000014.1_6	6373	6669	297	1	0.680	11	GGA/GAG/AGG	GENOMAD.179363.CV	5.738e-09	54	0	0	0	1	NA	NA	NA	PF03658;COG2914;TIGR01682	Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily
JAJIVU010000014.1_7	6938	7333	396	-1	0.611	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000014.1_8	7438	7848	411	1	0.611	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVU010000014.1_9	8316	9980	1665	-1	0.705	11	None	GENOMAD.094517.CV	8.344e-09	61	1	0	0	1246	Caudoviricetes	NA	NA	PF02463;PF12532;K03631;TIGR00634;COG0497	DNA repair protein RecN
