#Coverage	Number of genomic locations
0.0	1.0
1.0	1.0
2.0	1.0
3.0	42.0
4.0	38.0
5.0	20.0
6.0	64.0
7.0	73.0
8.0	79.0
9.0	76.0
10.0	91.0
11.0	73.0
12.0	79.0
13.0	58.0
14.0	51.0
15.0	63.0
16.0	56.0
17.0	37.0
18.0	41.0
19.0	13.0
20.0	36.0
21.0	27.0
22.0	42.0
23.0	29.0
24.0	53.0
25.0	44.0
26.0	59.0
27.0	50.0
28.0	47.0
29.0	34.0
30.0	42.0
31.0	47.0
32.0	61.0
33.0	41.0
34.0	42.0
35.0	49.0
36.0	28.0
37.0	21.0
38.0	15.0
39.0	18.0
40.0	26.0
41.0	29.0
42.0	16.0
43.0	16.0
44.0	15.0
45.0	20.0
46.0	8.0
47.0	16.0
48.0	9.0
49.0	22.0
50.0	28.0
51.0	23.0
52.0	32.0
53.0	32.0
54.0	20.0
55.0	6.0
56.0	23.0
57.0	20.0
58.0	39.0
59.0	32.0
60.0	17.0
61.0	28.0
62.0	41.0
63.0	34.0
64.0	16.0
65.0	33.0
66.0	28.0
67.0	26.0
68.0	8.0
69.0	8.0
70.0	7.0
71.0	18.0
72.0	20.0
73.0	19.0
74.0	21.0
75.0	16.0
76.0	17.0
77.0	15.0
78.0	19.0
79.0	16.0
80.0	21.0
81.0	14.0
82.0	30.0
83.0	25.0
84.0	31.0
85.0	16.0
86.0	24.0
87.0	28.0
88.0	9.0
89.0	20.0
90.0	16.0
91.0	23.0
92.0	27.0
93.0	23.0
94.0	26.0
95.0	24.0
96.0	12.0
97.0	23.0
98.0	23.0
99.0	18.0
100.0	30.0
101.0	15.0
102.0	18.0
103.0	13.0
104.0	26.0
105.0	14.0
106.0	14.0
107.0	18.0
108.0	9.0
109.0	8.0
110.0	20.0
111.0	12.0
112.0	13.0
113.0	14.0
114.0	8.0
115.0	30.0
116.0	12.0
117.0	25.0
118.0	11.0
119.0	9.0
120.0	11.0
121.0	21.0
122.0	16.0
123.0	21.0
124.0	20.0
125.0	8.0
126.0	23.0
127.0	17.0
128.0	14.0
129.0	21.0
130.0	37.0
131.0	24.0
132.0	24.0
133.0	9.0
134.0	6.0
135.0	5.0
136.0	18.0
137.0	9.0
138.0	17.0
139.0	19.0
140.0	20.0
141.0	13.0
142.0	28.0
143.0	20.0
144.0	32.0
145.0	17.0
146.0	24.0
147.0	20.0
148.0	21.0
149.0	17.0
150.0	23.0
151.0	8.0
152.0	16.0
153.0	18.0
154.0	18.0
155.0	19.0
156.0	17.0
157.0	34.0
158.0	23.0
159.0	20.0
160.0	11.0
161.0	19.0
162.0	25.0
163.0	20.0
164.0	16.0
165.0	15.0
166.0	20.0
167.0	5.0
168.0	23.0
169.0	20.0
170.0	16.0
171.0	12.0
172.0	14.0
173.0	18.0
174.0	17.0
175.0	17.0
176.0	24.0
177.0	32.0
178.0	12.0
179.0	26.0
180.0	19.0
181.0	20.0
182.0	19.0
183.0	28.0
184.0	19.0
185.0	17.0
186.0	23.0
187.0	23.0
188.0	27.0
189.0	26.0
190.0	27.0
191.0	26.0
192.0	35.0
193.0	34.0
194.0	37.0
195.0	33.0
196.0	29.0
197.0	40.0
198.0	18.0
199.0	16.0
200.0	28.0
201.0	39.0
202.0	32.0
203.0	31.0
204.0	30.0
205.0	37.0
206.0	46.0
207.0	42.0
208.0	43.0
209.0	47.0
210.0	45.0
211.0	52.0
212.0	48.0
213.0	38.0
214.0	27.0
215.0	33.0
216.0	36.0
217.0	42.0
218.0	45.0
219.0	46.0
220.0	38.0
221.0	54.0
222.0	63.0
223.0	55.0
224.0	50.0
225.0	54.0
226.0	61.0
227.0	60.0
228.0	62.0
229.0	61.0
230.0	80.0
231.0	68.0
232.0	86.0
233.0	71.0
234.0	113.0
235.0	91.0
236.0	97.0
237.0	80.0
238.0	89.0
239.0	109.0
240.0	107.0
241.0	113.0
242.0	116.0
243.0	121.0
244.0	134.0
245.0	110.0
246.0	113.0
247.0	113.0
248.0	132.0
249.0	142.0
250.0	166.0
251.0	166.0
252.0	142.0
253.0	180.0
254.0	163.0
255.0	180.0
256.0	158.0
257.0	190.0
258.0	188.0
259.0	234.0
260.0	220.0
261.0	231.0
262.0	251.0
263.0	287.0
264.0	281.0
265.0	285.0
266.0	280.0
267.0	251.0
268.0	295.0
269.0	298.0
270.0	347.0
271.0	308.0
272.0	316.0
273.0	346.0
274.0	386.0
275.0	400.0
276.0	435.0
277.0	441.0
278.0	475.0
279.0	479.0
280.0	434.0
281.0	508.0
282.0	524.0
283.0	552.0
284.0	507.0
285.0	526.0
286.0	553.0
287.0	605.0
288.0	559.0
289.0	556.0
290.0	563.0
291.0	625.0
292.0	623.0
293.0	625.0
294.0	725.0
295.0	747.0
296.0	717.0
297.0	752.0
298.0	741.0
299.0	715.0
300.0	752.0
301.0	718.0
302.0	759.0
303.0	681.0
304.0	736.0
305.0	747.0
306.0	787.0
307.0	781.0
308.0	718.0
309.0	849.0
310.0	801.0
311.0	779.0
312.0	800.0
313.0	778.0
314.0	782.0
315.0	820.0
316.0	804.0
317.0	780.0
318.0	750.0
319.0	735.0
320.0	734.0
321.0	720.0
322.0	713.0
323.0	773.0
324.0	663.0
325.0	670.0
326.0	684.0
327.0	602.0
328.0	603.0
329.0	544.0
330.0	572.0
331.0	509.0
332.0	512.0
333.0	532.0
334.0	524.0
335.0	519.0
336.0	436.0
337.0	439.0
338.0	446.0
339.0	426.0
340.0	397.0
341.0	445.0
342.0	384.0
343.0	386.0
344.0	414.0
345.0	353.0
346.0	372.0
347.0	320.0
