#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	3.919263178522438E-5
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	3.919263178522438E-5
36.0	1.567705271408975E-4
37.0	3.919263178522437E-4
38.0	5.486968449931412E-4
39.0	6.270821085635899E-4
40.0	8.622378992749362E-4
41.0	6.662747403488144E-4
42.0	6.662747403488145E-4
43.0	0.0010190084264158337
44.0	0.0023123652753282383
45.0	0.002978640015677053
46.0	0.006466784244562021
47.0	0.006231628453850675
48.0	0.007564177934548305
49.0	0.010425240054869684
50.0	0.012306486380560455
51.0	0.017675876935136194
52.0	0.018028610621203218
53.0	0.021791103272584753
54.0	0.028963354889280816
55.0	0.036684303350970025
56.0	0.04373897707231042
57.0	0.05169508132471095
58.0	0.05561434450323339
59.0	0.05847540662355478
60.0	0.06647070350774055
61.0	0.06380560454634529
62.0	0.06682343719380757
63.0	0.06796002351557907
64.0	0.06055261610817166
65.0	0.056946893983931025
66.0	0.040956300215559474
67.0	0.03629237703311777
68.0	0.032451499118165784
69.0	0.028689006466784243
70.0	0.022574955908289243
71.0	0.019008426415833828
72.0	0.01744072114442485
73.0	0.01144424848128552
74.0	0.008543993729178915
75.0	0.005095042132079169
76.0	0.002939447383891828
77.0	0.0030570252792475015
78.0	0.0014109347442680775
79.0	0.001019008426415834
80.0	4.311189496374681E-4
81.0	7.838526357044875E-5
82.0	3.919263178522438E-5
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
