JBJGKY010000005.1_tRNA1_Thr	40283	40358
JBJGKY010000005.1_tRNA2_Val	209834	209908
JBJGKY010000007.1_tRNA1_Phe	56425	56500
JBJGKY010000007.1_tRNA2_Pro	85096	85172
JBJGKY010000007.1_tRNA3_Val	120423	120497
JBJGKY010000007.1_tRNA4_Asn	123347	123423
JBJGKY010000007.1_tRNA5_Met	152075	152151
JBJGKY010000007.1_tRNA6_Leu	167278	167362
JBJGKY010000008.1_tRNA1_Leu	55980	56059
JBJGKY010000012.1_tRNA1_Ala	86137	86212
JBJGKY010000020.1_tRNA1_Gln	100770	100844
JBJGKY010000020.1_tRNA2_Met	100897	100973
JBJGKY010000021.1_tRNA1_Ser	66956	67048
JBJGKY010000023.1_tRNA1_Gly	1641	1716
JBJGKY010000023.1_tRNA2_Leu	45924	46010
JBJGKY010000033.1_tRNA1_Gly	55469	55544
JBJGKY010000033.1_tRNA2_Cys	55626	55699
