JBHJBN010000002.1_tRNA1_Lys	110320	110395
JBHJBN010000005.1_tRNA1_Thr	96704	96779
JBHJBN010000006.1_tRNA1_Thr	63638	63713
JBHJBN010000006.1_tRNA2_Val	233222	233296
JBHJBN010000008.1_tRNA1_Leu	167504	167590
JBHJBN010000009.1_tRNA1_Gln	100643	100717
JBHJBN010000009.1_tRNA2_Met	100770	100846
JBHJBN010000012.1_tRNA1_Leu	65722	65808
JBHJBN010000014.1_tRNA1_Arg	90716	90792
JBHJBN010000014.1_tRNA2_Arg	90894	90970
JBHJBN010000015.1_tRNA1_Glu	72651	72726
JBHJBN010000015.1_tRNA2_Ala	72774	72849
JBHJBN010000015.1_tRNA3_Glu	73599	73674
JBHJBN010000015.1_tRNA4_Ala	73722	73797
JBHJBN010000018.1_tRNA1_Arg	29842	29918
JBHJBN010000024.1_tRNA1_Leu	1399	1483
