seq_name	chromosome_score	plasmid_score	virus_score
JAJITV010000096.1	0.3851	0.6149	0.0000
JAJITV010000097.1	0.9991	0.0009	0.0000
JAJITV010000098.1	0.0002	0.9998	0.0000
JAJITV010000099.1	0.0001	0.9999	0.0000
JAJITV010000100.1	1.0000	0.0000	0.0000
JAJITV010000101.1	0.9997	0.0003	0.0000
JAJITV010000102.1	0.8252	0.1292	0.0456
JAJITV010000103.1	0.7757	0.0807	0.1435
JAJITV010000104.1	1.0000	0.0000	0.0000
JAJITV010000105.1	1.0000	0.0000	0.0000
JAJITV010000008.1	1.0000	0.0000	0.0000
JAJITV010000106.1	0.9825	0.0174	0.0000
JAJITV010000107.1	1.0000	0.0000	0.0000
JAJITV010000108.1	0.6599	0.3382	0.0019
JAJITV010000109.1	0.7134	0.0301	0.2565
JAJITV010000110.1	0.0000	0.0016	0.9984
JAJITV010000111.1	1.0000	0.0000	0.0000
JAJITV010000112.1	0.5870	0.4026	0.0104
JAJITV010000113.1	1.0000	0.0000	0.0000
JAJITV010000114.1	0.9999	0.0001	0.0000
JAJITV010000115.1	0.7134	0.0301	0.2565
JAJITV010000009.1	0.1561	0.8424	0.0014
JAJITV010000116.1	0.9996	0.0003	0.0001
JAJITV010000117.1	0.9880	0.0118	0.0001
JAJITV010000118.1	0.9999	0.0001	0.0000
JAJITV010000119.1	0.9999	0.0001	0.0000
JAJITV010000120.1	0.9411	0.0585	0.0004
JAJITV010000121.1	0.0000	1.0000	0.0000
JAJITV010000122.1	0.9981	0.0019	0.0000
JAJITV010000123.1	0.6039	0.1608	0.2353
JAJITV010000124.1	0.7986	0.0686	0.1328
JAJITV010000125.1	1.0000	0.0000	0.0000
JAJITV010000010.1	0.9999	0.0001	0.0000
JAJITV010000126.1	1.0000	0.0000	0.0000
JAJITV010000127.1	0.7819	0.1588	0.0592
JAJITV010000011.1	0.9896	0.0104	0.0000
JAJITV010000012.1	0.9988	0.0012	0.0000
JAJITV010000013.1	0.1714	0.1351	0.6935
JAJITV010000014.1	0.9999	0.0001	0.0000
JAJITV010000015.1	0.9393	0.0598	0.0009
JAJITV010000016.1	0.7775	0.0931	0.1295
JAJITV010000001.1	0.0002	0.9998	0.0000
JAJITV010000017.1	0.9994	0.0006	0.0000
JAJITV010000018.1	1.0000	0.0000	0.0000
JAJITV010000019.1	0.0000	1.0000	0.0000
JAJITV010000020.1	0.9997	0.0003	0.0000
JAJITV010000021.1	0.0486	0.9513	0.0001
JAJITV010000022.1	0.8782	0.0864	0.0354
JAJITV010000023.1	0.3527	0.6467	0.0006
JAJITV010000024.1	1.0000	0.0000	0.0000
JAJITV010000025.1	1.0000	0.0000	0.0000
JAJITV010000026.1	0.7538	0.0969	0.1493
JAJITV010000002.1	0.6820	0.0563	0.2617
JAJITV010000027.1	0.5449	0.2117	0.2434
JAJITV010000028.1	0.0004	0.9996	0.0000
JAJITV010000029.1	0.9998	0.0002	0.0000
JAJITV010000030.1	0.4250	0.5688	0.0061
JAJITV010000031.1	1.0000	0.0000	0.0000
JAJITV010000032.1	0.2040	0.7939	0.0021
JAJITV010000033.1	0.9999	0.0001	0.0000
JAJITV010000034.1	0.9841	0.0159	0.0000
JAJITV010000035.1	1.0000	0.0000	0.0000
JAJITV010000036.1	1.0000	0.0000	0.0000
JAJITV010000003.1	0.9999	0.0001	0.0000
JAJITV010000037.1	0.6812	0.0782	0.2406
JAJITV010000038.1	0.0078	0.9922	0.0000
