seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAJITV010000096.1	23	0	0	0	11	0.4545	0.7748	0.1739	0.0000	0.8261	0.0000	0.0000	0.2609	0.0000	0.0435	0.0000	0.0000	0.0000	0.0435	0.0000	0.2609	0.0435	0.0435	0.6459	0.7007	0.0000	0.0630	0.0417	0.6068	0.0000	-3.0676	-0.7261	-20.2367
JAJITV010000097.1	45	0	1	0	11	0.2045	0.9002	0.3778	0.0000	0.6222	0.0000	0.0444	0.2889	0.0000	0.1111	0.0000	0.0000	0.0222	0.0000	0.0222	0.3333	0.1111	0.0444	0.7515	0.6447	0.0000	0.0001	0.0003	0.2567	0.0000	-1.0140	-6.1117	-54.6707
JAJITV010000098.1	53	0	0	0	11	0.2308	0.8770	0.1698	0.0000	0.8302	0.0000	0.0000	0.0566	0.0000	0.1887	0.0755	0.0189	0.0000	0.0189	0.0000	0.0566	0.2830	0.0189	0.4342	0.8907	0.0000	0.0278	0.0000	0.9998	0.0000	-20.8180	15.2682	-44.6428
JAJITV010000099.1	12	0	2	0	11	0.4545	0.8397	0.1667	0.0000	0.8333	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	1.0000	0.0000	0.5000	0.0312	0.9688	0.0000	-6.8731	6.8731	-6.8731
JAJITV010000100.1	51	0	0	0	11	0.2800	0.8145	0.2745	0.0000	0.7255	0.0000	0.0784	0.1373	0.0392	0.0196	0.0196	0.0000	0.0196	0.0000	0.0000	0.2549	0.0392	0.0196	0.8508	0.3932	0.0000	0.0001	0.0303	0.0031	0.0000	9.7537	-15.4304	-34.4090
JAJITV010000101.1	135	4	3	0	11	0.3060	0.8866	0.3185	0.0000	0.6815	0.0000	0.0444	0.3259	0.0296	0.0519	0.0222	0.0074	0.0000	0.0000	0.0000	0.4000	0.0815	0.0000	0.8047	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	22.4283	-31.5200	-170.3690
JAJITV010000102.1	3	0	0	0	11	0.5000	0.8068	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJITV010000103.1	6	0	0	0	11	0.2000	0.7368	0.8333	0.0000	0.1667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJITV010000104.1	91	1	4	0	11	0.2222	0.8501	0.3846	0.0000	0.6154	0.0000	0.1319	0.3187	0.0440	0.0220	0.0440	0.0000	0.0000	0.0000	0.0000	0.4945	0.0659	0.0000	0.8381	0.5455	0.0000	0.0000	0.0000	0.0000	0.0000	29.0651	-34.1186	-124.2244
JAJITV010000105.1	114	2	0	0	11	0.3274	0.8606	0.2632	0.0000	0.7368	0.0000	0.0877	0.2719	0.0439	0.0351	0.0175	0.0000	0.0088	0.0000	0.0088	0.4035	0.0526	0.0175	0.7944	0.5808	0.0000	0.0000	0.0000	0.0000	0.0000	27.1749	-42.1648	-127.5827
JAJITV010000008.1	98	24	1	0	11	0.2371	0.8229	0.2245	0.0000	0.7755	0.0000	0.2041	0.2347	0.0918	0.0000	0.0102	0.0000	0.0102	0.0000	0.0204	0.5306	0.0102	0.0306	0.9724	0.0000	0.0000	0.0000	0.0045	0.0000	0.0102	54.2597	-74.6681	-110.1245
JAJITV010000106.1	2	0	0	0	11	0.0000	0.8243	0.5000	0.0000	0.5000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.7801	0.5593	0.0000	0.2296	0.3111	0.3975	0.0000	0.8316	-0.8316	-5.6494
JAJITV010000107.1	18	0	0	0	11	0.2941	0.8592	0.3889	0.0000	0.6111	0.0000	0.0556	0.1667	0.0556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2778	0.0000	0.0000	0.8075	0.2979	0.0000	0.0575	0.2880	0.1310	0.0000	2.9809	-5.5865	-10.8500
JAJITV010000108.1	2	0	0	0	11	0.0000	0.9299	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.5394	0.8421	0.0000	0.4116	0.3406	0.5752	0.0000	-0.6063	0.6063	-2.9809
JAJITV010000109.1	1	0	0	0	11	0.0000	0.9989	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJITV010000110.1	28	0	0	3	11	0.2222	0.8221	0.1786	0.0000	0.8214	0.0000	0.0000	0.0357	0.0000	0.0714	0.0000	0.0000	0.0000	0.1429	0.2500	0.0357	0.0714	0.3929	0.0000	0.1323	0.9822	0.9997	0.9976	0.8826	0.0000	-24.8115	-14.0008	7.6777
JAJITV010000111.1	28	0	0	0	11	0.4815	0.8686	0.2143	0.0000	0.7857	0.0000	0.0357	0.3571	0.0357	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.0000	0.0000	0.7974	0.6028	0.0000	0.0006	0.0164	0.0368	0.0000	6.1335	-7.5417	-33.0152
JAJITV010000112.1	9	0	0	0	11	0.3750	0.8649	0.0000	0.0000	1.0000	0.0000	0.0000	0.1111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1111	0.0000	0.0000	0.6033	0.7975	0.0000	0.3979	0.3521	0.5488	0.0000	-0.3918	0.3918	-3.0584
JAJITV010000113.1	137	7	5	0	11	0.1691	0.9047	0.2190	0.0000	0.7810	0.0000	0.0803	0.2920	0.0511	0.0511	0.0146	0.0000	0.0146	0.0000	0.0073	0.4234	0.0657	0.0219	0.8072	0.5676	0.0000	0.0000	0.0000	0.0000	0.0000	30.7240	-50.8625	-168.7478
