gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAUALL020000029.1|provirus_3424_14963_6	3424	3849	426	1	0.603	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_7	4400	6316	1917	-1	0.664	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_8	6481	6819	339	1	0.643	11	GGA/GAG/AGG	GENOMAD.212325.VP	8.98e-58	195	0	0	1	2773	Inoviridae	NA	NA	PF12375;PF12472	Phage protein; Phage related protein
JAUALL020000029.1|provirus_3424_14963_9	6858	7250	393	-1	0.585	11	GGAGG	GENOMAD.141606.VV	9.358e-50	173	0	0	0	16538	Coriovirus Cf1c	NA	NA	PF13511	NA
JAUALL020000029.1|provirus_3424_14963_10	7280	8602	1323	-1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_11	8604	8924	321	-1	0.576	11	GGAG/GAGG	GENOMAD.214060.VP	4.995e-45	158	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_12	9059	9913	855	-1	0.601	11	None	GENOMAD.097192.VV	2.31e-32	130	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_13	10175	10303	129	-1	0.574	11	AGGAG	GENOMAD.112093.VV	2.595e-14	66	0	0	0	1	NA	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_14	10331	10582	252	-1	0.635	11	GGA/GAG/AGG	GENOMAD.148914.VV	4.547e-20	85	0	0	1	1	NA	NA	NA	PF17091	Inovirus G7P protein
JAUALL020000029.1|provirus_3424_14963_15	10878	11918	1041	-1	0.580	11	GGAG/GAGG	GENOMAD.222675.VP	8.995e-234	716	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_16	11911	12087	177	-1	0.559	11	AGxAGG/AGGxGG	GENOMAD.185254.VV	3.756e-18	78	0	0	0	1	NA	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_17	12080	12253	174	-1	0.552	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_18	12250	12465	216	-1	0.611	11	GGAGG	GENOMAD.096365.VV	3.199e-18	79	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JAUALL020000029.1|provirus_3424_14963_19	12593	13081	489	1	0.607	11	GGA/GAG/AGG	GENOMAD.223687.VP	1.015e-06	50	0	0	1	2773	Inoviridae	NA	NA	PF12472	Phage related protein
JAUALL020000029.1|provirus_3424_14963_20	13074	13502	429	1	0.606	11	GGA/GAG/AGG	GENOMAD.101014.VV	9.116e-31	119	0	0	1	1	NA	NA	NA	PF12375	Phage protein
JAUALL020000029.1|provirus_3424_14963_21	14220	14963	744	-1	0.577	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
