seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAJIWH010000009.1	43	0	0	1	11	0.3571	0.8758	0.1860	0.0000	0.8140	0.0000	0.0465	0.3023	0.0233	0.1163	0.0233	0.0000	0.0233	0.0000	0.0000	0.3721	0.1395	0.0233	0.6545	0.6661	0.0000	0.0000	0.0001	0.2550	0.0000	0.2405	-5.7904	-59.6714
JAJIWH010000010.1	39	0	0	0	11	0.4474	0.8113	0.3590	0.0000	0.6410	0.0000	0.0256	0.2308	0.0000	0.1026	0.0000	0.0000	0.0000	0.0000	0.0000	0.2564	0.1026	0.0000	0.6519	0.7584	0.0000	0.0006	0.0012	0.3441	0.0000	1.2901	-1.2901	-40.5256
JAJIWH010000011.1	2	0	0	0	11	0.0000	0.8679	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.4987	0.8668	0.0000	0.4199	0.3341	0.5906	0.0000	-0.7327	0.7327	-2.9177
JAJIWH010000012.1	97	0	0	0	11	0.3125	0.8854	0.2474	0.0000	0.7526	0.0000	0.0722	0.2268	0.0206	0.0412	0.0206	0.0000	0.0000	0.0000	0.0103	0.3196	0.0619	0.0103	0.7812	0.6158	0.0000	0.0000	0.0000	0.0004	0.0000	12.4900	-20.5008	-94.3295
JAJIWH010000013.1	2	0	0	0	11	0.0000	0.6515	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000014.1	3	0	0	0	11	0.0000	0.7809	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000015.1	3	0	0	0	11	0.0000	0.9737	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000016.1	8	0	1	0	11	0.1429	0.7723	0.1250	0.0000	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	1.0000	0.0000	0.5000	0.1521	0.8479	0.0000	-3.4366	3.4366	-3.4366
JAJIWH010000017.1	132	3	0	0	11	0.2443	0.8655	0.2955	0.0000	0.7045	0.0000	0.0530	0.2121	0.0455	0.0227	0.0152	0.0076	0.0303	0.0000	0.0227	0.3106	0.0455	0.0530	0.8274	0.5174	0.0000	0.0000	0.0001	0.0000	0.0000	15.9786	-51.8394	-108.1170
JAJIWH010000018.1	3	0	2	0	11	0.0000	0.9927	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.3333	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.1695	0.9855	0.0000	0.4327	0.0762	0.9024	0.0000	-4.4475	4.4475	-6.4089
JAJIWH010000001.1	124	0	7	2	11	0.1301	0.9338	0.0887	0.0000	0.9113	0.0000	0.0081	0.0081	0.0000	0.0968	0.0806	0.0081	0.0000	0.0081	0.0161	0.0161	0.1855	0.0242	0.2041	0.9417	0.0000	0.1468	0.0000	1.0000	0.0000	-36.3250	23.1926	-52.5018
JAJIWH010000019.1	352	3	0	0	11	0.3248	0.8484	0.2699	0.0000	0.7301	0.0000	0.0483	0.2898	0.0199	0.0625	0.0028	0.0000	0.0085	0.0000	0.0170	0.3580	0.0653	0.0256	0.7700	0.6232	0.0000	0.0000	0.0000	0.0000	0.0000	37.7744	-82.1224	-395.8714
JAJIWH010000020.1	18	0	0	0	11	0.2941	0.8592	0.3889	0.0000	0.6111	0.0000	0.0556	0.1667	0.0556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2778	0.0000	0.0000	0.8075	0.2979	0.0000	0.0575	0.2880	0.1310	0.0000	2.9809	-5.5865	-10.8500
JAJIWH010000021.1	57	5	0	0	11	0.3036	0.8592	0.3158	0.0000	0.6842	0.0000	0.0175	0.3860	0.0702	0.0175	0.0000	0.0000	0.0000	0.0000	0.0000	0.4737	0.0175	0.0000	0.7828	0.6223	0.0000	0.0000	0.0001	0.0003	0.0000	14.7487	-19.5330	-74.5184
JAJIWH010000022.1	109	1	0	0	11	0.2315	0.8917	0.3303	0.0000	0.6697	0.0000	0.0459	0.3211	0.0183	0.0367	0.0000	0.0000	0.0092	0.0000	0.0092	0.3853	0.0367	0.0183	0.7783	0.5959	0.0000	0.0000	0.0000	0.0000	0.0000	16.8647	-28.3342	-122.7697
JAJIWH010000023.1	12	0	0	0	11	0.5455	0.8448	0.0833	0.0000	0.9167	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0833	0.0000	0.0000	0.2500	0.0000	0.0833	0.7027	0.6002	0.0000	0.1995	0.3136	0.3530	0.0000	-0.0684	-3.4669	-8.6597
JAJIWH010000024.1	35	0	0	0	11	0.2941	0.8340	0.4000	0.0000	0.6000	0.0000	0.0286	0.2857	0.0000	0.0286	0.0000	0.0000	0.0000	0.0000	0.0000	0.3143	0.0286	0.0000	0.7692	0.6377	0.0000	0.0010	0.0067	0.1253	0.0000	3.8868	-3.8868	-33.4980
JAJIWH010000025.1	1	0	0	0	11	0.0000	0.9997	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.1994	0.0000	0.9799	0.6730	0.6968	0.4724	0.0000	-1.4435	-2.2521	1.4435
JAJIWH010000026.1	16	0	0	0	11	0.1333	0.8804	0.4375	0.0000	0.5625	0.0000	0.0625	0.3750	0.0625	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.1250	0.0000	0.7148	0.6961	0.0000	0.0041	0.0202	0.1649	0.0000	2.7965	-4.3283	-27.1453
JAJIWH010000027.1	17	0	1	0	11	0.3125	0.8126	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.1765	0.4118	0.0000	0.0000	0.0000	0.0000	0.0000	0.5882	0.0000	0.0846	0.9956	0.0000	0.3309	0.0002	0.9995	0.0000	-15.3408	15.3408	-20.4131
JAJIWH010000002.1	39	0	9	0	11	0.1842	0.8315	0.1026	0.0000	0.8974	0.0000	0.0000	0.0000	0.0000	0.1795	0.0513	0.0769	0.0000	0.0000	0.0000	0.0000	0.3077	0.0000	0.2568	0.9505	0.0000	0.2869	0.0001	0.9997	0.0000	-18.9628	15.1371	-25.3776
JAJIWH010000028.1	125	0	1	0	11	0.2661	0.8662	0.3120	0.0000	0.6880	0.0000	0.0640	0.2800	0.0240	0.0640	0.0000	0.0000	0.0160	0.0000	0.0080	0.3680	0.0640	0.0240	0.7724	0.6120	0.0000	0.0000	0.0000	0.0000	0.0000	14.7360	-31.9296	-141.9517
JAJIWH010000029.1	46	0	0	0	11	0.3111	0.8316	0.2826	0.0000	0.7174	0.0000	0.0435	0.2826	0.0000	0.0000	0.0217	0.0000	0.0000	0.0000	0.0000	0.3261	0.0217	0.0000	0.7109	0.7007	0.0000	0.0002	0.0007	0.2258	0.0000	2.4645	-2.4645	-44.9418
JAJIWH010000030.1	16	0	0	1	11	0.2667	0.8213	0.2500	0.0000	0.7500	0.0000	0.0625	0.2500	0.0000	0.0625	0.0000	0.0000	0.0625	0.0000	0.0000	0.3125	0.0625	0.0625	0.6588	0.5697	0.0000	0.0501	0.1588	0.2183	0.0000	1.0173	-4.7675	-15.2569
JAJIWH010000031.1	2	0	0	0	11	0.0000	0.9467	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000032.1	117	1	0	0	11	0.2759	0.8673	0.2991	0.0000	0.7009	0.0000	0.0598	0.3419	0.0342	0.0171	0.0000	0.0000	0.0000	0.0000	0.0085	0.4359	0.0171	0.0085	0.8017	0.5955	0.0000	0.0000	0.0000	0.0000	0.0000	26.4513	-37.8748	-139.8417
JAJIWH010000033.1	181	0	1	1	11	0.3722	0.8420	0.3094	0.0000	0.6906	0.0000	0.0331	0.2541	0.0276	0.0773	0.0000	0.0000	0.0387	0.0110	0.0221	0.3149	0.0773	0.0718	0.7553	0.5584	0.0000	0.0000	0.0000	0.0000	0.0055	7.6737	-61.0233	-177.7303
JAJIWH010000034.1	71	2	0	0	11	0.2714	0.8495	0.2958	0.0000	0.7042	0.0000	0.1127	0.2254	0.0423	0.0282	0.0000	0.0000	0.0282	0.0000	0.0000	0.3803	0.0282	0.0282	0.8571	0.3749	0.0000	0.0000	0.0023	0.0000	0.0000	20.6513	-32.7926	-69.3836
JAJIWH010000035.1	1	0	0	0	11	0.0000	0.7659	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.5000	0.2975	0.7025	0.0000	-1.7183	1.7183	-1.7183
JAJIWH010000036.1	114	24	1	0	11	0.2566	0.8189	0.2456	0.0000	0.7544	0.0000	0.1842	0.2281	0.0789	0.0000	0.0175	0.0000	0.0088	0.0000	0.0263	0.4912	0.0175	0.0351	0.9576	0.0000	0.0000	0.0000	0.0014	0.0000	0.0088	53.9624	-77.8074	-120.9312
JAJIWH010000037.1	1	0	0	0	11	0.0000	0.6181	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.5000	0.2975	0.7025	0.0000	-1.7183	1.7183	-1.7183
JAJIWH010000003.1	3	0	0	0	11	0.0000	0.9544	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000038.1	2	0	0	0	11	0.0000	0.9544	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000039.1	117	2	0	0	11	0.3448	0.8575	0.2650	0.0000	0.7350	0.0000	0.0855	0.2650	0.0427	0.0427	0.0171	0.0000	0.0085	0.0000	0.0085	0.3932	0.0598	0.0171	0.7927	0.5862	0.0000	0.0000	0.0000	0.0000	0.0000	26.0067	-40.9966	-130.1690
JAJIWH010000040.1	10	0	0	0	11	0.4444	0.7306	0.1000	0.0000	0.9000	0.0000	0.0000	0.1000	0.0000	0.2000	0.2000	0.0000	0.0000	0.0000	0.0000	0.1000	0.4000	0.0000	0.3746	0.9272	0.0000	0.2360	0.0250	0.9235	0.0000	-4.9816	4.9816	-12.7357
JAJIWH010000041.1	4	0	0	0	11	0.3333	0.1469	0.0000	0.0000	1.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.9505	0.3109	0.0000	0.3114	0.4545	0.3518	0.0000	1.2224	-1.2224	-2.5304
JAJIWH010000042.1	3	0	0	0	11	0.0000	0.7794	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.3333	0.5607	0.0000	0.8280	0.5667	0.6557	0.4071	0.0000	-0.5368	-3.0096	0.5368
JAJIWH010000043.1	1	0	0	0	11	0.0000	0.9968	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000044.1	18	1	0	0	11	0.4118	0.8935	0.3333	0.0000	0.6667	0.0000	0.2222	0.2222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4444	0.0000	0.0000	0.9516	0.2147	0.0000	0.0021	0.2117	0.0077	0.0000	9.7104	-9.7104	-18.5157
JAJIWH010000045.1	5	0	0	0	11	0.0000	0.9118	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000046.1	13	4	0	0	11	0.0000	0.8911	0.0769	0.0000	0.9231	0.0000	0.2308	0.0000	0.3846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6154	0.0000	0.0000	0.9667	0.0000	0.2552	0.0075	0.8004	0.0019	0.0000	9.7649	-19.3940	-9.7649
JAJIWH010000047.1	29	0	0	0	11	0.4643	0.8446	0.2414	0.0000	0.7586	0.0000	0.0345	0.3448	0.0345	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4138	0.0000	0.0000	0.7974	0.6028	0.0000	0.0006	0.0164	0.0368	0.0000	6.1335	-7.5417	-33.0152
JAJIWH010000004.1	25	0	3	0	11	0.1667	0.9054	0.0800	0.0000	0.9200	0.0000	0.0000	0.0000	0.0000	0.1200	0.0800	0.0400	0.0000	0.0000	0.0000	0.0000	0.2400	0.0000	0.1345	0.9658	0.0000	0.4019	0.0087	0.9870	0.0000	-9.5603	8.3277	-12.3772
JAJIWH010000048.1	17	0	0	0	11	0.5000	0.8099	0.3529	0.0000	0.6471	0.0000	0.0000	0.1176	0.0000	0.1765	0.0000	0.0000	0.0588	0.0000	0.0000	0.1176	0.1765	0.0588	0.5711	0.7296	0.0000	0.1423	0.1044	0.5873	0.0000	-2.1499	-1.5563	-14.2473
JAJIWH010000049.1	4	0	0	0	11	0.3333	0.6576	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIWH010000050.1	61	1	0	0	11	0.2167	0.8444	0.3934	0.0000	0.6066	0.0000	0.0164	0.1639	0.0164	0.1311	0.0328	0.0000	0.0000	0.0000	0.0000	0.1967	0.1639	0.0000	0.6372	0.7702	0.0000	0.0000	0.0000	0.7333	0.0000	-2.5396	0.6677	-58.7223
JAJIWH010000051.1	36	0	0	0	11	0.1143	0.9060	0.2500	0.0000	0.7500	0.0000	0.0556	0.3333	0.0000	0.0556	0.0000	0.0000	0.0278	0.0000	0.0000	0.3889	0.0556	0.0278	0.7846	0.6019	0.0000	0.0001	0.0029	0.0370	0.0000	5.0857	-8.8668	-44.3677
JAJIWH010000052.1	13	0	0	0	11	0.4167	0.8239	0.3077	0.0000	0.6923	0.0000	0.0000	0.1538	0.0000	0.0000	0.0000	0.0000	0.0769	0.0000	0.0000	0.1538	0.0000	0.0769	0.6113	0.6289	0.0000	0.4026	0.4388	0.4629	0.0000	-1.2923	-2.4598	-4.9182
JAJIWH010000053.1	140	2	1	0	11	0.2374	0.8669	0.3500	0.0000	0.6500	0.0000	0.1000	0.2571	0.0143	0.0643	0.0000	0.0000	0.0143	0.0071	0.0214	0.3714	0.0643	0.0429	0.7703	0.5129	0.0000	0.0000	0.0000	0.0000	0.0071	22.5827	-48.8276	-150.3694
JAJIWH010000054.1	15	0	0	0	11	0.3571	0.7361	0.2667	0.0000	0.7333	0.0000	0.0000	0.0000	0.0667	0.0000	0.0667	0.0000	0.0000	0.0000	0.0000	0.0667	0.0667	0.0000	0.5260	0.4955	0.1984	0.3589	0.3536	0.5058	0.0000	-0.5336	-1.1736	-3.0973
JAJIWH010000055.1	32	0	0	1	11	0.2258	0.9032	0.2188	0.0000	0.7812	0.0000	0.0000	0.3438	0.0000	0.0312	0.0000	0.0000	0.0000	0.0312	0.0000	0.3438	0.0312	0.0312	0.6659	0.6582	0.0000	0.0038	0.0041	0.4831	0.0000	-2.1179	-1.6047	-35.6827
JAJIWH010000056.1	94	1	0	0	11	0.1828	0.8839	0.2979	0.0000	0.7021	0.0000	0.0426	0.3936	0.0213	0.0532	0.0000	0.0000	0.0000	0.0000	0.0000	0.4574	0.0532	0.0000	0.7744	0.6327	0.0000	0.0000	0.0000	0.0002	0.0000	16.1573	-20.7529	-133.0324
JAJIWH010000057.1	13	0	1	0	11	0.0000	0.8502	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3077	0.0769	0.0000	0.0000	0.1538	0.0000	0.0000	0.3846	0.1538	0.3415	0.9222	0.0000	0.6072	0.0425	0.9721	0.0000	-11.3992	4.1647	-10.9383
JAJIWH010000005.1	81	0	0	0	11	0.4250	0.8180	0.3086	0.0000	0.6914	0.0000	0.0494	0.2469	0.0123	0.0247	0.0247	0.0000	0.0000	0.0123	0.0000	0.3086	0.0494	0.0123	0.7582	0.6495	0.0000	0.0000	0.0000	0.0211	0.0000	4.8873	-10.6551	-76.7464
JAJIWH010000058.1	164	0	0	0	11	0.3865	0.8612	0.3110	0.0000	0.6890	0.0000	0.0976	0.3110	0.0244	0.0305	0.0061	0.0000	0.0183	0.0000	0.0183	0.4329	0.0366	0.0366	0.8301	0.5119	0.0000	0.0000	0.0000	0.0000	0.0183	43.0384	-70.5459	-191.1900
