seq_name	chromosome_score	plasmid_score	virus_score
JBJGKY010000001.1	0.4223	0.5495	0.0282
JBJGKY010000002.1	0.4063	0.5634	0.0303
JBJGKY010000003.1	0.4593	0.5146	0.0261
JBJGKY010000004.1	0.4577	0.5145	0.0278
JBJGKY010000005.1	0.4683	0.5169	0.0148
JBJGKY010000006.1	0.4808	0.4827	0.0365
JBJGKY010000007.1	0.5742	0.3965	0.0293
JBJGKY010000008.1	0.4345	0.5360	0.0295
JBJGKY010000009.1	0.5116	0.4632	0.0252
JBJGKY010000010.1	0.4387	0.5241	0.0372
JBJGKY010000011.1	0.5434	0.4081	0.0485
JBJGKY010000012.1	0.4569	0.5285	0.0146
JBJGKY010000013.1	0.5100	0.4607	0.0294
JBJGKY010000014.1	0.4949	0.4866	0.0184
JBJGKY010000015.1	0.4670	0.4921	0.0409
JBJGKY010000016.1	0.5864	0.4078	0.0058
JBJGKY010000017.1	0.4197	0.5671	0.0132
JBJGKY010000018.1	0.5238	0.4475	0.0287
JBJGKY010000019.1	0.4799	0.5136	0.0065
JBJGKY010000020.1	0.4308	0.5567	0.0125
JBJGKY010000021.1	0.5178	0.4710	0.0111
JBJGKY010000022.1	0.3594	0.6242	0.0164
JBJGKY010000023.1	0.4103	0.5045	0.0852
JBJGKY010000024.1	0.4194	0.5277	0.0529
JBJGKY010000025.1	0.5082	0.4846	0.0072
JBJGKY010000026.1	0.4400	0.5417	0.0183
JBJGKY010000027.1	0.5651	0.4315	0.0034
JBJGKY010000028.1	0.4321	0.5460	0.0219
JBJGKY010000029.1	0.4185	0.5521	0.0294
JBJGKY010000030.1	0.3587	0.6321	0.0093
JBJGKY010000031.1	0.3959	0.5912	0.0129
JBJGKY010000032.1	0.4461	0.5368	0.0171
JBJGKY010000033.1	0.3492	0.5146	0.1362
JBJGKY010000034.1	0.5121	0.4633	0.0245
JBJGKY010000035.1	0.3492	0.6186	0.0323
JBJGKY010000036.1	0.3395	0.6174	0.0431
JBJGKY010000037.1	0.5347	0.4374	0.0279
JBJGKY010000038.1	0.1051	0.7311	0.1638
JBJGKY010000039.1	0.4731	0.4498	0.0771
JBJGKY010000040.1	0.0045	0.9331	0.0625
JBJGKY010000041.1	0.3519	0.4621	0.1860
JBJGKY010000042.1	0.3137	0.5924	0.0940
JBJGKY010000043.1	0.0057	0.7619	0.2324
JBJGKY010000044.1	0.4966	0.4990	0.0044
JBJGKY010000045.1	0.3813	0.5992	0.0195
JBJGKY010000046.1	0.1414	0.7768	0.0818
JBJGKY010000047.1	0.0173	0.8093	0.1734
JBJGKY010000048.1	0.3710	0.6042	0.0248
JBJGKY010000049.1	0.5823	0.4051	0.0126
JBJGKY010000050.1	0.5020	0.4908	0.0072
JBJGKY010000051.1	0.0579	0.6749	0.2673
JBJGKY010000052.1	0.6054	0.3477	0.0468
JBJGKY010000053.1	0.1215	0.8565	0.0219
JBJGKY010000054.1	0.4286	0.5619	0.0094
JBJGKY010000055.1	0.5196	0.4244	0.0560
JBJGKY010000056.1	0.1291	0.7101	0.1608
JBJGKY010000057.1	0.4451	0.5166	0.0384
JBJGKY010000058.1	0.7256	0.2725	0.0019
JBJGKY010000059.1	0.0294	0.6941	0.2766
JBJGKY010000060.1	0.0801	0.8195	0.1004
JBJGKY010000061.1	0.5484	0.2620	0.1895
JBJGKY010000062.1	0.8864	0.0788	0.0348
JBJGKY010000063.1	0.1881	0.7424	0.0695
JBJGKY010000064.1	0.0624	0.6485	0.2891
JBJGKY010000065.1	0.2725	0.5379	0.1897
JBJGKY010000066.1	0.5580	0.2860	0.1560
JBJGKY010000067.1	0.0660	0.9198	0.0142
JBJGKY010000068.1	0.5133	0.4397	0.0470
JBJGKY010000069.1	0.4098	0.4812	0.1089
JBJGKY010000070.1	0.1260	0.5145	0.3595
JBJGKY010000071.1	0.2404	0.4924	0.2672
JBJGKY010000072.1	0.3667	0.4975	0.1358
JBJGKY010000073.1	0.2079	0.4522	0.3399
JBJGKY010000074.1	0.3364	0.4651	0.1985
JBJGKY010000075.1	0.5394	0.3149	0.1458
JBJGKY010000076.1	0.7795	0.1497	0.0708
JBJGKY010000077.1	0.3161	0.2807	0.4032
JBJGKY010000078.1	0.5644	0.3923	0.0433
