seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBJGLG010000032.1	43257	DTR	47	11	1.0000	NA	12	35.0770	T_virB11;T_virB2;virb4;T_virB8;T_virB9;T_virB10;T_virB5	NA
JBJGLG010000054.1	13992	No terminal repeats	17	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JBJGLG010000039.1	33528	ITR	32	11	1.0000	NA	2	19.5055	NA	NA
JBJGLG010000055.1	12418	ITR	10	11	0.9999	NA	0	4.9816	NA	NA
JBJGLG010000034.1	41050	No terminal repeats	54	11	0.9999	NA	11	20.3634	I_traV;T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JBJGLG010000035.1	39972	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBJGLG010000050.1	19302	No terminal repeats	20	11	0.9999	NA	4	11.9927	T_virB5	NA
JBJGLG010000043.1	29922	No terminal repeats	31	11	0.9998	NA	0	6.6087	NA	NA
JBJGLG010000053.1	14656	No terminal repeats	15	11	0.9921	NA	0	0.5447	NA	NA
JBJGLG010000051.1	17330	No terminal repeats	15	11	0.8676	NA	0	0.9362	NA	NF033135
