#Coverage	Number of genomic locations
0.0	586.0
1.0	15.0
2.0	8.0
3.0	45.0
4.0	46.0
5.0	82.0
6.0	46.0
7.0	68.0
8.0	178.0
9.0	191.0
10.0	100.0
11.0	50.0
12.0	107.0
13.0	102.0
14.0	107.0
15.0	65.0
16.0	53.0
17.0	89.0
18.0	60.0
19.0	77.0
20.0	54.0
21.0	35.0
22.0	46.0
23.0	51.0
24.0	52.0
25.0	97.0
26.0	42.0
27.0	57.0
28.0	80.0
29.0	39.0
30.0	46.0
31.0	51.0
32.0	28.0
33.0	45.0
34.0	38.0
35.0	42.0
36.0	48.0
37.0	44.0
38.0	29.0
39.0	48.0
40.0	28.0
41.0	32.0
42.0	45.0
43.0	42.0
44.0	39.0
45.0	42.0
46.0	62.0
47.0	49.0
48.0	66.0
49.0	49.0
50.0	47.0
51.0	51.0
52.0	57.0
53.0	59.0
54.0	65.0
55.0	60.0
56.0	47.0
57.0	30.0
58.0	30.0
59.0	40.0
60.0	40.0
61.0	41.0
62.0	33.0
63.0	32.0
64.0	48.0
65.0	33.0
66.0	43.0
67.0	30.0
68.0	46.0
69.0	61.0
70.0	56.0
71.0	60.0
72.0	60.0
73.0	27.0
74.0	35.0
75.0	37.0
76.0	77.0
77.0	26.0
78.0	26.0
79.0	29.0
80.0	37.0
81.0	33.0
82.0	35.0
83.0	24.0
84.0	47.0
85.0	39.0
86.0	31.0
87.0	37.0
88.0	25.0
89.0	26.0
90.0	10.0
91.0	16.0
92.0	25.0
93.0	23.0
94.0	30.0
95.0	62.0
96.0	51.0
97.0	57.0
98.0	21.0
99.0	30.0
100.0	35.0
101.0	43.0
102.0	39.0
103.0	21.0
104.0	42.0
105.0	37.0
106.0	52.0
107.0	33.0
108.0	33.0
109.0	25.0
110.0	29.0
111.0	30.0
112.0	38.0
113.0	54.0
114.0	36.0
115.0	31.0
116.0	25.0
117.0	16.0
118.0	22.0
119.0	26.0
120.0	33.0
121.0	35.0
122.0	38.0
123.0	40.0
124.0	42.0
125.0	41.0
126.0	44.0
127.0	63.0
128.0	77.0
129.0	47.0
130.0	34.0
131.0	43.0
132.0	46.0
133.0	48.0
134.0	70.0
135.0	69.0
136.0	83.0
137.0	59.0
138.0	91.0
139.0	82.0
140.0	90.0
141.0	80.0
142.0	85.0
143.0	83.0
144.0	73.0
145.0	80.0
146.0	97.0
147.0	124.0
148.0	128.0
149.0	131.0
150.0	127.0
151.0	142.0
152.0	148.0
153.0	151.0
154.0	145.0
155.0	154.0
156.0	144.0
157.0	178.0
158.0	169.0
159.0	216.0
160.0	224.0
161.0	242.0
162.0	255.0
163.0	251.0
164.0	269.0
165.0	272.0
166.0	339.0
167.0	330.0
168.0	434.0
169.0	414.0
170.0	408.0
171.0	479.0
172.0	478.0
173.0	497.0
174.0	589.0
175.0	623.0
176.0	615.0
177.0	674.0
178.0	696.0
179.0	728.0
180.0	654.0
181.0	778.0
182.0	777.0
183.0	915.0
184.0	839.0
185.0	892.0
186.0	934.0
187.0	960.0
188.0	959.0
189.0	980.0
190.0	1025.0
191.0	1102.0
192.0	1051.0
193.0	1143.0
194.0	1106.0
195.0	1101.0
196.0	1227.0
197.0	1238.0
198.0	1204.0
199.0	1152.0
200.0	1154.0
201.0	1082.0
202.0	1094.0
203.0	1117.0
204.0	1047.0
205.0	1068.0
206.0	1034.0
207.0	951.0
208.0	994.0
209.0	920.0
210.0	917.0
211.0	934.0
212.0	784.0
213.0	809.0
214.0	707.0
215.0	657.0
216.0	738.0
217.0	741.0
218.0	725.0
219.0	655.0
220.0	611.0
221.0	598.0
222.0	519.0
223.0	536.0
224.0	539.0
225.0	541.0
226.0	486.0
227.0	493.0
228.0	424.0
229.0	433.0
230.0	435.0
231.0	352.0
232.0	340.0
233.0	254.0
234.0	261.0
235.0	281.0
236.0	236.0
237.0	201.0
238.0	171.0
239.0	184.0
240.0	166.0
241.0	187.0
242.0	181.0
243.0	144.0
244.0	166.0
245.0	130.0
246.0	131.0
247.0	111.0
248.0	95.0
249.0	90.0
250.0	92.0
251.0	83.0
252.0	91.0
253.0	110.0
254.0	91.0
255.0	95.0
256.0	108.0
257.0	79.0
258.0	80.0
259.0	74.0
260.0	65.0
261.0	76.0
262.0	57.0
263.0	72.0
264.0	60.0
265.0	55.0
266.0	49.0
267.0	57.0
268.0	52.0
269.0	56.0
270.0	45.0
271.0	43.0
272.0	53.0
273.0	48.0
274.0	70.0
275.0	63.0
276.0	68.0
277.0	75.0
278.0	57.0
279.0	71.0
280.0	72.0
281.0	58.0
282.0	58.0
283.0	48.0
284.0	54.0
285.0	54.0
286.0	53.0
287.0	30.0
288.0	52.0
289.0	46.0
290.0	63.0
291.0	81.0
292.0	56.0
293.0	47.0
294.0	45.0
295.0	56.0
296.0	56.0
297.0	58.0
298.0	60.0
299.0	41.0
300.0	49.0
301.0	57.0
302.0	55.0
303.0	69.0
304.0	49.0
305.0	69.0
306.0	62.0
307.0	62.0
308.0	64.0
309.0	63.0
310.0	49.0
311.0	49.0
312.0	59.0
313.0	58.0
314.0	63.0
315.0	69.0
316.0	65.0
317.0	64.0
318.0	60.0
319.0	56.0
320.0	46.0
321.0	43.0
322.0	53.0
323.0	55.0
324.0	68.0
325.0	66.0
326.0	47.0
327.0	60.0
328.0	61.0
329.0	58.0
330.0	35.0
331.0	38.0
332.0	45.0
333.0	44.0
334.0	57.0
335.0	45.0
336.0	28.0
337.0	41.0
338.0	45.0
339.0	38.0
340.0	43.0
341.0	38.0
342.0	28.0
343.0	24.0
344.0	21.0
345.0	36.0
346.0	22.0
347.0	18.0
348.0	21.0
349.0	33.0
350.0	22.0
351.0	18.0
352.0	24.0
353.0	31.0
354.0	29.0
355.0	25.0
356.0	40.0
357.0	34.0
358.0	13.0
359.0	15.0
360.0	15.0
361.0	21.0
362.0	21.0
363.0	7.0
364.0	18.0
365.0	8.0
366.0	10.0
367.0	14.0
368.0	13.0
369.0	7.0
370.0	16.0
371.0	12.0
372.0	9.0
373.0	10.0
374.0	12.0
375.0	13.0
376.0	18.0
377.0	9.0
378.0	12.0
379.0	2.0
380.0	8.0
381.0	6.0
382.0	3.0
383.0	6.0
384.0	6.0
385.0	12.0
386.0	3.0
387.0	7.0
388.0	3.0
389.0	11.0
390.0	8.0
391.0	3.0
392.0	6.0
393.0	9.0
394.0	9.0
395.0	8.0
396.0	2.0
397.0	7.0
398.0	1.0
399.0	2.0
400.0	2.0
401.0	3.0
402.0	7.0
403.0	5.0
404.0	5.0
405.0	5.0
406.0	3.0
407.0	5.0
408.0	7.0
409.0	8.0
410.0	8.0
411.0	6.0
412.0	4.0
414.0	1.0
415.0	2.0
416.0	5.0
417.0	5.0
418.0	3.0
419.0	7.0
420.0	6.0
421.0	7.0
422.0	1.0
423.0	7.0
424.0	1.0
425.0	2.0
426.0	2.0
428.0	6.0
429.0	4.0
430.0	2.0
431.0	2.0
432.0	5.0
433.0	9.0
434.0	1.0
435.0	5.0
436.0	3.0
437.0	4.0
438.0	1.0
439.0	5.0
440.0	5.0
441.0	7.0
442.0	7.0
443.0	5.0
444.0	5.0
445.0	7.0
446.0	4.0
447.0	1.0
448.0	5.0
449.0	5.0
450.0	7.0
451.0	3.0
452.0	1.0
453.0	3.0
454.0	2.0
455.0	5.0
456.0	2.0
457.0	3.0
458.0	1.0
459.0	2.0
460.0	4.0
461.0	4.0
462.0	1.0
463.0	6.0
464.0	2.0
465.0	4.0
466.0	4.0
467.0	1.0
469.0	1.0
470.0	5.0
471.0	5.0
472.0	7.0
473.0	6.0
474.0	5.0
475.0	5.0
476.0	8.0
477.0	4.0
478.0	11.0
479.0	12.0
480.0	5.0
481.0	2.0
482.0	5.0
483.0	2.0
484.0	1.0
485.0	3.0
486.0	7.0
487.0	8.0
488.0	3.0
489.0	8.0
490.0	2.0
491.0	5.0
492.0	4.0
493.0	8.0
494.0	5.0
495.0	3.0
496.0	5.0
497.0	3.0
498.0	4.0
499.0	6.0
500.0	6.0
501.0	2.0
502.0	9.0
503.0	10.0
504.0	9.0
505.0	6.0
506.0	3.0
507.0	5.0
508.0	3.0
509.0	6.0
510.0	5.0
511.0	13.0
512.0	11.0
513.0	2.0
514.0	1.0
515.0	3.0
516.0	2.0
517.0	3.0
518.0	3.0
519.0	4.0
520.0	3.0
521.0	2.0
522.0	5.0
523.0	3.0
524.0	5.0
525.0	3.0
527.0	6.0
528.0	2.0
529.0	2.0
530.0	3.0
531.0	5.0
532.0	4.0
533.0	5.0
534.0	3.0
535.0	8.0
536.0	5.0
537.0	5.0
538.0	6.0
539.0	5.0
540.0	10.0
541.0	7.0
542.0	6.0
543.0	9.0
544.0	4.0
545.0	3.0
546.0	3.0
547.0	4.0
548.0	4.0
549.0	3.0
550.0	5.0
551.0	1.0
552.0	1.0
553.0	5.0
554.0	5.0
555.0	1.0
556.0	2.0
557.0	4.0
558.0	7.0
559.0	3.0
560.0	2.0
561.0	5.0
562.0	3.0
563.0	5.0
564.0	4.0
565.0	7.0
566.0	4.0
567.0	7.0
568.0	2.0
569.0	6.0
570.0	3.0
571.0	7.0
572.0	2.0
573.0	6.0
574.0	9.0
575.0	8.0
576.0	15.0
577.0	4.0
578.0	3.0
579.0	11.0
580.0	15.0
581.0	4.0
582.0	11.0
583.0	16.0
584.0	7.0
585.0	14.0
586.0	11.0
587.0	8.0
588.0	8.0
589.0	10.0
590.0	5.0
591.0	10.0
592.0	11.0
593.0	12.0
594.0	5.0
595.0	9.0
596.0	9.0
597.0	14.0
598.0	10.0
599.0	12.0
600.0	7.0
601.0	7.0
602.0	4.0
603.0	12.0
604.0	4.0
605.0	9.0
606.0	14.0
607.0	10.0
608.0	13.0
609.0	7.0
610.0	13.0
611.0	14.0
612.0	13.0
613.0	9.0
614.0	12.0
615.0	11.0
616.0	15.0
617.0	14.0
618.0	6.0
619.0	15.0
620.0	13.0
621.0	12.0
622.0	8.0
623.0	9.0
624.0	9.0
625.0	18.0
626.0	9.0
627.0	16.0
628.0	9.0
629.0	16.0
630.0	12.0
631.0	14.0
632.0	11.0
633.0	10.0
634.0	11.0
635.0	11.0
636.0	10.0
637.0	4.0
638.0	10.0
639.0	11.0
640.0	7.0
641.0	5.0
642.0	8.0
643.0	13.0
644.0	15.0
645.0	7.0
646.0	8.0
647.0	7.0
648.0	7.0
649.0	7.0
650.0	7.0
651.0	2.0
652.0	6.0
653.0	3.0
654.0	3.0
655.0	1.0
656.0	6.0
657.0	7.0
658.0	5.0
659.0	7.0
660.0	6.0
661.0	5.0
662.0	13.0
663.0	6.0
664.0	7.0
665.0	10.0
666.0	5.0
667.0	7.0
668.0	9.0
669.0	8.0
670.0	6.0
671.0	6.0
672.0	15.0
673.0	10.0
674.0	13.0
675.0	3.0
676.0	11.0
677.0	7.0
678.0	4.0
679.0	8.0
680.0	6.0
681.0	4.0
682.0	10.0
683.0	2.0
684.0	8.0
685.0	5.0
686.0	4.0
687.0	4.0
688.0	6.0
689.0	4.0
690.0	3.0
691.0	7.0
692.0	8.0
693.0	4.0
694.0	6.0
695.0	6.0
696.0	6.0
697.0	3.0
698.0	3.0
699.0	2.0
700.0	2.0
701.0	3.0
702.0	3.0
703.0	11.0
704.0	5.0
705.0	9.0
706.0	5.0
707.0	8.0
708.0	9.0
709.0	4.0
710.0	8.0
711.0	10.0
712.0	7.0
713.0	6.0
714.0	10.0
715.0	12.0
716.0	4.0
717.0	6.0
718.0	10.0
719.0	4.0
720.0	4.0
721.0	6.0
722.0	5.0
723.0	6.0
724.0	8.0
725.0	6.0
726.0	1.0
727.0	3.0
728.0	4.0
729.0	5.0
730.0	4.0
731.0	4.0
732.0	12.0
733.0	4.0
734.0	9.0
735.0	8.0
736.0	3.0
737.0	4.0
738.0	11.0
739.0	11.0
740.0	5.0
741.0	6.0
742.0	10.0
743.0	7.0
744.0	9.0
745.0	13.0
746.0	11.0
747.0	6.0
748.0	8.0
749.0	7.0
750.0	6.0
751.0	6.0
752.0	3.0
753.0	3.0
754.0	2.0
755.0	8.0
756.0	6.0
757.0	6.0
758.0	8.0
759.0	5.0
760.0	3.0
761.0	2.0
762.0	6.0
763.0	7.0
764.0	4.0
765.0	2.0
766.0	2.0
767.0	6.0
768.0	2.0
769.0	2.0
770.0	2.0
772.0	3.0
773.0	3.0
775.0	2.0
776.0	2.0
778.0	2.0
779.0	3.0
780.0	2.0
781.0	3.0
782.0	3.0
783.0	1.0
784.0	2.0
785.0	2.0
786.0	1.0
787.0	1.0
788.0	1.0
789.0	1.0
790.0	2.0
791.0	2.0
792.0	2.0
793.0	1.0
795.0	2.0
796.0	2.0
797.0	2.0
798.0	1.0
802.0	1.0
804.0	3.0
805.0	1.0
807.0	2.0
808.0	1.0
814.0	1.0
834.0	1.0
835.0	2.0
837.0	1.0
