#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	6.43293663557414E-5
35.0	0.0
36.0	0.0
37.0	3.21646831778707E-4
38.0	9.006111289803796E-4
39.0	8.362817626246382E-4
40.0	5.789642972016726E-4
41.0	6.432936635574141E-4
42.0	7.076230299131554E-4
43.0	0.0011579285944033452
44.0	0.0022515278224509486
45.0	0.0041170794467674495
46.0	0.006239948536506916
47.0	0.006883242200064329
48.0	0.0075908652299774846
49.0	0.009842393052428434
50.0	0.011514956577677711
51.0	0.017883563846896107
52.0	0.019363139273078162
53.0	0.0239305242843358
54.0	0.030299131553554202
55.0	0.036088774525570924
56.0	0.04670311997426825
57.0	0.051592151817304595
58.0	0.05313605660984239
59.0	0.0605982631071084
60.0	0.06182052106786748
61.0	0.0632357671276938
62.0	0.06677388227725956
63.0	0.06690254100997105
64.0	0.062335155998713414
65.0	0.05718880669025411
66.0	0.045352203280797684
67.0	0.03795432614988742
68.0	0.03493084593116758
69.0	0.02727565133483435
70.0	0.021807655194596334
71.0	0.016661305886137023
72.0	0.011643615310389193
73.0	0.01061434544869733
74.0	0.008105500160823415
75.0	0.004824702476680605
76.0	0.003087809585075587
77.0	0.0027018333869411387
78.0	0.0018012222579607592
79.0	0.0011579285944033452
80.0	3.8597619813444836E-4
81.0	6.43293663557414E-5
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	6.43293663557414E-5
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	6.43293663557414E-5
