#Coverage (X)	Coverage
1.0	99.2148350617681
2.0	99.19473698314441
3.0	99.18401800787845
4.0	99.1237237720074
5.0	99.0620896642281
6.0	98.95222016775196
7.0	98.89058605997266
8.0	98.79947477021197
9.0	98.56097757054425
10.0	98.30506203606936
11.0	98.17107484524479
12.0	98.10408124983252
13.0	97.96071495565025
14.0	97.82404802100919
15.0	97.68068172682692
16.0	97.59359005279096
17.0	97.52257684165394
18.0	97.40332824182008
19.0	97.32293592732535
20.0	97.21976579039044
21.0	97.14741270734518
22.0	97.10051719055659
23.0	97.03888308277729
24.0	96.97054961545676
25.0	96.90087627622799
26.0	96.77090870112818
27.0	96.71463408098185
28.0	96.63826138221187
29.0	96.53107162955222
30.0	96.47881662513063
31.0	96.41718251735134
32.0	96.34884905003082
33.0	96.31133263659994
34.0	96.25103840072889
35.0	96.20012326821556
36.0	96.14384864806924
37.0	96.07953479647345
38.0	96.02058043251066
39.0	95.98172414717153
40.0	95.91741029557575
41.0	95.87989388214487
42.0	95.837017981081
43.0	95.77672374520996
44.0	95.72044912506364
45.0	95.66819412064207
46.0	95.61191950049576
47.0	95.52884744218453
48.0	95.46319371868049
49.0	95.37476217273628
50.0	95.30910844923226
51.0	95.24613446954471
