seq_name	chromosome_score	plasmid_score	virus_score
JBHJBU010000001.1	0.9999	0.0001	0.0000
JBHJBU010000002.1	0.9999	0.0001	0.0000
JBHJBU010000003.1	0.9994	0.0006	0.0000
JBHJBU010000004.1	1.0000	0.0000	0.0000
JBHJBU010000005.1	0.9999	0.0001	0.0000
JBHJBU010000006.1	0.9996	0.0004	0.0000
JBHJBU010000007.1	0.9999	0.0001	0.0000
JBHJBU010000008.1	0.9999	0.0001	0.0000
JBHJBU010000009.1	1.0000	0.0000	0.0000
JBHJBU010000010.1	1.0000	0.0000	0.0000
JBHJBU010000011.1	0.9996	0.0004	0.0000
JBHJBU010000012.1	1.0000	0.0000	0.0000
JBHJBU010000013.1	1.0000	0.0000	0.0000
JBHJBU010000014.1	1.0000	0.0000	0.0000
JBHJBU010000015.1	1.0000	0.0000	0.0000
JBHJBU010000016.1	0.9999	0.0001	0.0000
JBHJBU010000017.1	0.9999	0.0001	0.0000
JBHJBU010000018.1	0.9999	0.0001	0.0000
JBHJBU010000019.1	0.9999	0.0001	0.0000
JBHJBU010000020.1	1.0000	0.0000	0.0000
JBHJBU010000021.1	0.9998	0.0002	0.0000
JBHJBU010000022.1	0.6472	0.3528	0.0000
JBHJBU010000023.1	0.9998	0.0002	0.0000
JBHJBU010000024.1	0.0004	0.9996	0.0000
JBHJBU010000025.1	0.9999	0.0001	0.0000
JBHJBU010000026.1	1.0000	0.0000	0.0000
JBHJBU010000027.1	0.9989	0.0011	0.0000
JBHJBU010000028.1	0.9963	0.0037	0.0000
JBHJBU010000029.1	0.9362	0.0638	0.0000
JBHJBU010000030.1	0.0112	0.9888	0.0000
JBHJBU010000031.1	0.9100	0.0900	0.0000
JBHJBU010000032.1	0.9685	0.0315	0.0000
JBHJBU010000033.1	0.0003	0.9997	0.0000
JBHJBU010000034.1	1.0000	0.0000	0.0000
JBHJBU010000035.1	0.9999	0.0001	0.0000
JBHJBU010000036.1	0.0001	0.9999	0.0000
JBHJBU010000037.1	0.9943	0.0057	0.0000
JBHJBU010000038.1	1.0000	0.0000	0.0000
JBHJBU010000039.1	0.0001	0.9999	0.0000
JBHJBU010000040.1	0.9999	0.0001	0.0000
JBHJBU010000041.1	0.0038	0.9962	0.0000
JBHJBU010000042.1	0.9558	0.0418	0.0024
JBHJBU010000043.1	0.0000	0.9999	0.0000
JBHJBU010000044.1	0.0001	0.9997	0.0002
JBHJBU010000045.1	0.0011	0.9989	0.0000
JBHJBU010000046.1	0.0001	0.9999	0.0000
JBHJBU010000047.1	0.0041	0.9959	0.0000
JBHJBU010000048.1	0.0000	1.0000	0.0000
JBHJBU010000049.1	0.7869	0.2120	0.0011
JBHJBU010000050.1	0.6692	0.0014	0.3293
JBHJBU010000051.1	0.0008	0.9992	0.0000
JBHJBU010000052.1	0.0017	0.9981	0.0002
JBHJBU010000053.1	0.9967	0.0031	0.0002
JBHJBU010000054.1	0.0011	0.9987	0.0002
JBHJBU010000055.1	0.4859	0.5141	0.0000
JBHJBU010000056.1	0.6331	0.1372	0.2297
JBHJBU010000057.1	0.0511	0.9488	0.0000
JBHJBU010000058.1	0.9819	0.0167	0.0014
JBHJBU010000059.1	0.0000	0.0000	0.9999
JBHJBU010000060.1	0.7046	0.0301	0.2652
JBHJBU010000061.1	0.0022	0.9977	0.0001
JBHJBU010000062.1	0.7365	0.1377	0.1258
JBHJBU010000063.1	0.7085	0.0471	0.2444
JBHJBU010000064.1	0.4862	0.2099	0.3039
JBHJBU010000065.1	0.5368	0.2133	0.2499
JBHJBU010000066.1	0.8251	0.1307	0.0442
JBHJBU010000067.1	0.6700	0.0287	0.3013
JBHJBU010000068.1	0.0005	0.0000	0.9995
JBHJBU010000069.1	0.7578	0.1104	0.1318
JBHJBU010000070.1	0.7281	0.0637	0.2082
JBHJBU010000071.1	0.0001	0.0000	0.9999
JBHJBU010000072.1	0.8597	0.0795	0.0608
JBHJBU010000073.1	0.7014	0.0516	0.2470
JBHJBU010000074.1	0.7940	0.0696	0.1364
JBHJBU010000075.1	0.6340	0.1384	0.2275
JBHJBU010000076.1	0.9247	0.0407	0.0346
JBHJBU010000077.1	0.7077	0.0482	0.2441
JBHJBU010000078.1	0.6516	0.1240	0.2245
JBHJBU010000079.1	0.6364	0.0281	0.3354
JBHJBU010000080.1	0.0003	0.0033	0.9964
JBHJBU010000081.1	0.6828	0.0272	0.2900
JBHJBU010000082.1	0.6254	0.0049	0.3697
JBHJBU010000083.1	0.7618	0.2367	0.0015
JBHJBU010000084.1	0.7594	0.1093	0.1313
JBHJBU010000085.1	0.5478	0.4499	0.0022
JBHJBU010000086.1	0.6937	0.0567	0.2495
JBHJBU010000087.1	0.1332	0.8658	0.0010
JBHJBU010000088.1	0.5916	0.1378	0.2706
JBHJBU010000089.1	0.0009	0.9987	0.0004
JBHJBU010000090.1	0.6828	0.0272	0.2900
JBHJBU010000091.1	0.0248	0.0003	0.9748
JBHJBU010000092.1	0.8448	0.0323	0.1229
JBHJBU010000093.1	0.6370	0.0273	0.3357
JBHJBU010000094.1	0.8021	0.0520	0.1459
JBHJBU010000095.1	0.7100	0.0483	0.2417
JBHJBU010000096.1	0.2942	0.7043	0.0015
JBHJBU010000097.1	0.0014	0.9984	0.0002
JBHJBU010000098.1	0.6516	0.1240	0.2245
JBHJBU010000099.1	0.6364	0.0281	0.3354
JBHJBU010000100.1	0.7464	0.1068	0.1468
JBHJBU010000101.1	0.0019	0.0002	0.9979
JBHJBU010000102.1	0.6516	0.1156	0.2329
JBHJBU010000103.1	0.6306	0.1432	0.2263
JBHJBU010000104.1	0.0012	0.0001	0.9987
JBHJBU010000105.1	0.0013	0.0000	0.9986
JBHJBU010000106.1	0.0079	0.9919	0.0001
JBHJBU010000107.1	0.4695	0.2351	0.2955
JBHJBU010000108.1	0.0164	0.1217	0.8619
JBHJBU010000109.1	0.0105	0.0563	0.9332
JBHJBU010000110.1	0.6154	0.0288	0.3558
JBHJBU010000111.1	0.0143	0.9840	0.0017
