seq_name	chromosome_score	plasmid_score	virus_score
JAQRDZ010000010.1	0.9600	0.0364	0.0035
JAQRDZ010000011.1	0.9841	0.0144	0.0014
JAQRDZ010000012.1	0.9399	0.0563	0.0038
JAQRDZ010000013.1	0.9686	0.0290	0.0024
JAQRDZ010000014.1	0.9330	0.0626	0.0044
JAQRDZ010000015.1	0.9863	0.0123	0.0015
JAQRDZ010000016.1	0.9477	0.0488	0.0035
JAQRDZ010000017.1	0.9865	0.0121	0.0014
JAQRDZ010000018.1	0.9781	0.0200	0.0019
JAQRDZ010000019.1	0.1025	0.8942	0.0033
JAQRDZ010000001.1	0.9274	0.0678	0.0048
JAQRDZ010000020.1	0.9698	0.0280	0.0022
JAQRDZ010000021.1	0.8134	0.1757	0.0109
JAQRDZ010000022.1	0.9822	0.0163	0.0016
JAQRDZ010000023.1	0.9048	0.0875	0.0077
JAQRDZ010000024.1	0.9724	0.0254	0.0023
JAQRDZ010000025.1	0.7766	0.2145	0.0089
JAQRDZ010000026.1	0.9657	0.0307	0.0035
JAQRDZ010000027.1	0.9734	0.0245	0.0021
JAQRDZ010000028.1	0.9473	0.0476	0.0051
JAQRDZ010000029.1	0.0001	0.9999	0.0000
JAQRDZ010000002.1	0.9548	0.0415	0.0037
JAQRDZ010000030.1	0.9874	0.0113	0.0013
JAQRDZ010000031.1	0.0000	1.0000	0.0000
JAQRDZ010000032.1	0.9100	0.0851	0.0049
JAQRDZ010000033.1	0.9444	0.0511	0.0045
JAQRDZ010000034.1	0.8701	0.1265	0.0034
JAQRDZ010000035.1	0.6824	0.3127	0.0049
JAQRDZ010000036.1	0.8789	0.1084	0.0128
JAQRDZ010000037.1	0.0076	0.9898	0.0027
JAQRDZ010000038.1	0.8834	0.1100	0.0067
JAQRDZ010000039.1	0.0008	0.9990	0.0003
JAQRDZ010000003.1	0.9251	0.0701	0.0048
JAQRDZ010000040.1	0.9640	0.0334	0.0026
JAQRDZ010000041.1	0.0030	0.9969	0.0001
JAQRDZ010000042.1	0.0000	1.0000	0.0000
JAQRDZ010000043.1	0.9850	0.0136	0.0014
JAQRDZ010000044.1	0.1817	0.8116	0.0067
JAQRDZ010000045.1	0.0000	0.9999	0.0000
JAQRDZ010000046.1	0.0093	0.9581	0.0325
JAQRDZ010000047.1	0.0178	0.0103	0.9719
JAQRDZ010000048.1	0.9984	0.0013	0.0003
JAQRDZ010000049.1	0.0075	0.9730	0.0195
JAQRDZ010000004.1	0.9706	0.0269	0.0025
JAQRDZ010000050.1	0.1137	0.8569	0.0294
JAQRDZ010000051.1	0.9364	0.0472	0.0163
JAQRDZ010000052.1	0.1290	0.8255	0.0455
JAQRDZ010000053.1	0.9117	0.0771	0.0112
JAQRDZ010000054.1	0.0224	0.9714	0.0062
JAQRDZ010000055.1	0.2341	0.5665	0.1994
JAQRDZ010000056.1	0.0003	0.9996	0.0001
JAQRDZ010000057.1	0.5465	0.1118	0.3417
JAQRDZ010000058.1	0.0433	0.9449	0.0118
JAQRDZ010000059.1	0.3046	0.4625	0.2329
JAQRDZ010000005.1	0.9416	0.0543	0.0040
JAQRDZ010000060.1	0.1375	0.7137	0.1488
JAQRDZ010000061.1	0.9423	0.0269	0.0308
JAQRDZ010000062.1	0.6946	0.0878	0.2177
JAQRDZ010000063.1	0.7640	0.0891	0.1469
JAQRDZ010000064.1	0.9636	0.0336	0.0028
JAQRDZ010000006.1	0.9676	0.0298	0.0026
JAQRDZ010000007.1	0.9588	0.0381	0.0031
JAQRDZ010000008.1	0.9737	0.0239	0.0024
JAQRDZ010000009.1	0.9487	0.0477	0.0036
