seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBJGLF010000047.1	31455	DTR	41	11	1.0000	NA	11	25.8193	virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB1;t4cp2	NA
JBJGLF010000062.1	16498	No terminal repeats	19	11	1.0000	NA	5	12.3802	MOBP1;I_traI;I_traK;I_traL	NA
JBJGLF010000064.1	12083	No terminal repeats	13	11	1.0000	NA	2	6.8731	B_traI;T_virB6	NA
JBJGLF010000045.1	33522	ITR	32	11	1.0000	NA	2	19.5055	NA	NA
JBJGLF010000069.1	8897	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JBJGLF010000041.1	41054	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBJGLF010000055.1	23312	No terminal repeats	20	11	0.9997	NA	2	11.7573	I_trbB;I_trbA	NA
JBJGLF010000076.1	4473	No terminal repeats	7	11	0.9988	NA	0	1.7183	NA	NA
JBJGLF010000068.1	8903	No terminal repeats	8	11	0.9982	NA	0	0.6240	NA	NA
JBJGLF010000061.1	19424	No terminal repeats	19	11	0.9942	NA	0	0.3959	NA	NA
JBJGLF010000053.1	26136	No terminal repeats	25	11	0.9934	NA	1	0.8364	NA	NA
