seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBJGLC010000071.1	10361	No terminal repeats	13	11	1.0000	NA	1	4.1705	NA	NA
JBJGLC010000062.1	13079	No terminal repeats	20	11	1.0000	NA	0	3.7839	NA	NA
JBJGLC010000045.1	31455	DTR	41	11	1.0000	NA	10	24.4440	T_virB5;virb4;t4cp2;T_virB1;T_virB10;T_virB9;T_virB6	NA
JBJGLC010000077.1	6499	No terminal repeats	10	11	1.0000	NA	0	4.2600	NA	NA
JBJGLC010000070.1	10531	No terminal repeats	11	11	1.0000	NA	1	9.5583	NA	NA
JBJGLC010000053.1	21404	No terminal repeats	24	11	1.0000	NA	7	13.6233	T_virB6;T_virB5;T_virB3;T_virB2	NA
JBJGLC010000060.1	13257	No terminal repeats	17	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JBJGLC010000066.1	12053	No terminal repeats	17	11	1.0000	NA	6	10.6764	T_virB1;T_virB3;virb4;T_virB5;T_virB6	NA
JBJGLC010000056.1	15093	No terminal repeats	14	11	1.0000	NA	1	4.1647	NA	NA
JBJGLC010000078.1	6341	No terminal repeats	9	11	1.0000	NA	0	2.1428	NA	NA
JBJGLC010000061.1	13190	No terminal repeats	16	11	1.0000	NA	4	9.0534	T_virB8;T_virB9;t4cp2	NA
JBJGLC010000052.1	21630	No terminal repeats	25	11	1.0000	NA	2	13.0579	I_traK;I_traI	NA
JBJGLC010000065.1	12418	ITR	11	11	0.9999	NA	0	4.9816	NA	NA
JBJGLC010000088.1	2694	No terminal repeats	2	11	0.9999	NA	0	1.7183	NA	NA
JBJGLC010000042.1	40016	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBJGLC010000072.1	10157	No terminal repeats	15	11	0.9999	NA	4	4.1174	T_virB6;T_virB8;T_virB9;T_virB10	NA
JBJGLC010000085.1	4050	No terminal repeats	5	11	0.9998	NA	1	3.4366	T_virB6	NA
JBJGLC010000026.1	75829	No terminal repeats	84	11	0.9997	NA	3	13.6305	I_trbA;I_traW;I_traY	NA
JBJGLC010000036.1	62567	No terminal repeats	70	11	0.9997	NA	4	3.7429	traU;I_traN;I_traM	NA
JBJGLC010000043.1	36815	No terminal repeats	32	11	0.9990	NA	0	2.3298	NA	NF000272;NF033135
JBJGLC010000063.1	12964	No terminal repeats	16	11	0.9983	NA	1	1.2793	NA	NA
JBJGLC010000059.1	14646	No terminal repeats	15	11	0.9873	NA	0	0.5447	NA	NA
JBJGLC010000083.1	4065	No terminal repeats	5	11	0.9779	NA	0	1.2959	NA	NA
JBJGLC010000068.1	10854	ITR	10	11	0.9752	NA	0	0.3959	NA	NA
JBJGLC010000055.1	17554	No terminal repeats	15	11	0.8770	NA	0	0.9362	NA	NF033135
