#Coverage (X)	Coverage
1.0	6.595978411424753
2.0	6.520155705210868
3.0	6.232984668290584
4.0	6.117758036012802
5.0	5.891483975736733
6.0	5.7386445049433945
7.0	5.52132588240913
8.0	5.471175431055073
9.0	5.3720685867125155
10.0	5.295648851315846
11.0	5.169675693747905
12.0	5.025194631513585
13.0	4.893848211300565
14.0	4.81683144672111
15.0	4.738620623776086
16.0	4.661603859196632
17.0	4.5768257152409575
18.0	4.515928738596742
19.0	4.421598127716479
20.0	4.382791230835366
21.0	4.353536800878828
22.0	4.338014042126375
23.0	4.303386349524757
24.0	4.295027940965753
25.0	4.271146773654294
26.0	4.253235898170701
27.0	4.232936905955967
28.0	4.197712184171564
29.0	4.161890433204377
30.0	4.149352820365863
31.0	4.130247886516699
32.0	4.125471653054404
33.0	4.11173998185032
34.0	4.0944261355495115
35.0	4.075918230883133
36.0	4.04726083010938
37.0	4.038902421550375
38.0	4.0203945168839965
39.0	3.985169795099594
40.0	3.910541147251294
41.0	3.846659024693139
42.0	3.7791947270382735
43.0	3.731432392415357
44.0	3.6639680947604916
45.0	3.613817643406435
46.0	3.5499355208482797
47.0	3.4985910111286387
48.0	3.435902946936068
49.0	3.355304007259903
50.0	3.2758991259493087
51.0	3.1988823613698543
