JAJIWB010000011.1_tRNA1_Glu	70006	70081
JAJIWB010000011.1_tRNA2_Ala	70129	70204
JAJIWB010000011.1_tRNA3_Glu	70954	71029
JAJIWB010000011.1_tRNA4_Ala	71077	71152
JAJIWB010000017.1_tRNA1_Leu	65569	65655
JAJIWB010000025.1_tRNA1_Ser	38949	39041
JAJIWB010000002.1_tRNA1_Leu	60645	60724
JAJIWB010000037.1_tRNA1_Val	65456	65530
JAJIWB010000041.1_tRNA1_Ser	19477	19567
JAJIWB010000041.1_tRNA2_Asp	27242	27318
JAJIWB010000041.1_tRNA3_Asp	27413	27489
JAJIWB010000041.1_tRNA4_Val	27518	27592
JAJIWB010000041.1_tRNA5_Leu	34331	34415
JAJIWB010000041.1_tRNA6_Lys	36326	36401
JAJIWB010000041.1_tRNA7_His	36495	36571
JAJIWB010000041.1_tRNA8_Arg	36604	36680
JAJIWB010000041.1_tRNA9_Pro	36723	36799
JAJIWB010000068.1_tRNA1_Phe	52773	52848
JAJIWB010000068.1_tRNA2_Pro	81444	81520
JAJIWB010000068.1_tRNA3_Val	116755	116829
JAJIWB010000068.1_tRNA4_Asn	119679	119755
JAJIWB010000068.1_tRNA5_Met	148407	148483
JAJIWB010000068.1_tRNA6_Leu	163610	163694
JAJIWB010000084.1_tRNA1_Met	99348	99423
JAJIWB010000087.1_tRNA1_Lys	76532	76607
