#Insert size (bp)	insert size
2.0	1.0
5.0	1.0
10.0	1.0
15.0	3.0
19.0	355.0
20.0	93.0
21.0	113.0
22.0	31.0
23.0	8.0
24.0	16.0
25.0	9.0
26.0	21.0
27.0	104.0
28.0	159.0
29.0	196.0
30.0	178.0
31.0	200.0
32.0	282.0
33.0	439.0
34.0	520.0
35.0	512.0
36.0	337.0
37.0	213.0
38.0	202.0
39.0	244.0
40.0	338.0
41.0	427.0
42.0	558.0
43.0	752.0
44.0	751.0
45.0	668.0
46.0	484.0
47.0	316.0
48.0	235.0
49.0	311.0
50.0	324.0
51.0	576.0
52.0	623.0
53.0	754.0
54.0	734.0
55.0	673.0
56.0	556.0
57.0	368.0
58.0	264.0
59.0	300.0
60.0	371.0
61.0	509.0
62.0	743.0
63.0	765.0
64.0	807.0
65.0	755.0
66.0	660.0
67.0	465.0
68.0	375.0
69.0	327.0
70.0	378.0
71.0	605.0
72.0	769.0
73.0	813.0
74.0	873.0
75.0	913.0
76.0	729.0
77.0	606.0
78.0	419.0
79.0	377.0
80.0	463.0
81.0	604.0
82.0	764.0
83.0	850.0
84.0	957.0
85.0	961.0
86.0	912.0
87.0	704.0
88.0	596.0
89.0	490.0
90.0	488.0
91.0	637.0
92.0	769.0
93.0	846.0
94.0	1120.0
95.0	1109.0
96.0	996.0
97.0	829.0
98.0	698.0
99.0	588.0
100.0	502.0
101.0	631.0
102.0	698.0
103.0	948.0
104.0	1065.0
105.0	1249.0
106.0	1145.0
107.0	1009.0
108.0	873.0
109.0	727.0
110.0	630.0
111.0	674.0
112.0	776.0
113.0	1026.0
114.0	1207.0
115.0	1247.0
116.0	1329.0
117.0	1171.0
118.0	995.0
119.0	796.0
120.0	769.0
121.0	705.0
122.0	877.0
123.0	978.0
124.0	1155.0
125.0	1286.0
126.0	1469.0
127.0	1387.0
128.0	1215.0
129.0	1030.0
130.0	949.0
131.0	787.0
132.0	901.0
133.0	1088.0
134.0	1224.0
135.0	1473.0
136.0	1573.0
137.0	1529.0
138.0	1424.0
139.0	1200.0
140.0	1110.0
141.0	981.0
142.0	919.0
143.0	1165.0
144.0	1335.0
145.0	1496.0
146.0	1614.0
147.0	1660.0
148.0	1600.0
149.0	1600.0
150.0	1305.0
151.0	1113.0
152.0	1183.0
153.0	1235.0
154.0	1287.0
155.0	1515.0
156.0	1813.0
157.0	1748.0
158.0	1692.0
159.0	1658.0
160.0	1588.0
161.0	1352.0
162.0	1277.0
163.0	1155.0
164.0	1399.0
165.0	1644.0
166.0	1675.0
167.0	2039.0
168.0	2068.0
169.0	1795.0
170.0	1808.0
171.0	1672.0
172.0	1447.0
173.0	1497.0
174.0	1628.0
175.0	1755.0
176.0	1987.0
177.0	2163.0
178.0	2312.0
179.0	2113.0
180.0	2035.0
181.0	1897.0
182.0	1746.0
183.0	1678.0
184.0	1728.0
185.0	1896.0
186.0	2142.0
187.0	2329.0
188.0	2424.0
189.0	2522.0
190.0	2264.0
191.0	2248.0
192.0	2071.0
193.0	1910.0
194.0	1856.0
195.0	2008.0
196.0	2146.0
197.0	2478.0
198.0	2625.0
199.0	2617.0
200.0	2785.0
201.0	2637.0
202.0	2335.0
203.0	2267.0
204.0	2141.0
205.0	2303.0
206.0	2462.0
207.0	2615.0
208.0	2815.0
209.0	2991.0
210.0	2969.0
211.0	2800.0
212.0	2757.0
213.0	2519.0
214.0	2403.0
215.0	2498.0
216.0	2501.0
217.0	2849.0
218.0	3053.0
219.0	3334.0
220.0	3314.0
221.0	3273.0
222.0	3179.0
223.0	2942.0
224.0	2831.0
225.0	2912.0
226.0	2921.0
227.0	3009.0
228.0	3327.0
229.0	3423.0
230.0	3514.0
231.0	3608.0
232.0	3548.0
233.0	3235.0
234.0	3185.0
235.0	2953.0
236.0	3210.0
237.0	3593.0
238.0	3616.0
239.0	3623.0
240.0	3828.0
241.0	4089.0
242.0	3718.0
243.0	3673.0
244.0	3515.0
245.0	3389.0
246.0	3364.0
247.0	3570.0
248.0	3724.0
249.0	4084.0
250.0	4220.0
251.0	4415.0
252.0	4308.0
253.0	4027.0
254.0	3995.0
255.0	3879.0
256.0	3789.0
257.0	3919.0
258.0	4197.0
259.0	4158.0
260.0	4502.0
261.0	4445.0
262.0	4555.0
263.0	4539.0
264.0	4287.0
265.0	4140.0
266.0	4118.0
267.0	4125.0
268.0	4062.0
269.0	4487.0
270.0	4534.0
271.0	4794.0
272.0	4723.0
273.0	4769.0
274.0	4747.0
275.0	4679.0
276.0	4196.0
277.0	4529.0
278.0	4467.0
279.0	4676.0
280.0	4652.0
281.0	5005.0
282.0	5105.0
283.0	5177.0
284.0	5001.0
285.0	4802.0
286.0	4768.0
287.0	4457.0
288.0	4866.0
289.0	4855.0
290.0	4794.0
291.0	5193.0
292.0	5327.0
293.0	5272.0
294.0	5256.0
295.0	4960.0
296.0	4987.0
297.0	4776.0
298.0	4750.0
299.0	4786.0
300.0	4996.0
301.0	5232.0
302.0	5352.0
303.0	5353.0
304.0	5529.0
305.0	5416.0
306.0	5070.0
307.0	4868.0
308.0	4885.0
309.0	4902.0
310.0	5207.0
311.0	5208.0
312.0	5346.0
313.0	5415.0
314.0	5372.0
315.0	5534.0
316.0	5192.0
317.0	4790.0
318.0	5126.0
