#Position (bp)	insert size
6876.0	9511.051410808226
20627.0	344.7112620851842
34378.0	945.4718637067631
48129.0	347.0638030645566
61880.0	346.74558452481074
75631.0	350.2584241823588
89382.0	343.8889739663093
103133.0	1857.883476132191
116884.0	23955.516674840608
130635.0	347.32898942709613
144386.0	346.13453868651953
158137.0	349.04601769911505
171888.0	1142.082847732455
185639.0	343.7750781813808
199390.0	349.1996488587911
213141.0	861.597364568082
226892.0	353.06717666746357
240643.0	346.0586613186262
254394.0	1548.1537097999494
268145.0	343.31068956677774
281896.0	351.80025477707005
295647.0	22739.46483030005
309398.0	347.6558197747184
323149.0	406.8822188449848
336900.0	1346.9732055063914
350651.0	1069.912218568176
364402.0	350.7834378920954
378153.0	1120.329253942104
391904.0	351.8856025421657
405655.0	345.54202972834446
419406.0	345.6171284634761
433157.0	349.4436475409836
446908.0	345.9063214013709
460659.0	346.81608904629394
474410.0	342.4788081171333
488161.0	346.54680534918276
501912.0	1715.2141948613585
515663.0	1200.2625122669283
529414.0	346.9448669201521
543165.0	352.12148148148145
556916.0	2320.170339642209
570667.0	674.6072295002426
584418.0	353.32819807427785
598169.0	353.2308085977482
611920.0	711.681975308642
625671.0	346.8643937451935
639422.0	350.1899696048632
653173.0	343.80010045203414
666924.0	349.9320363820111
680675.0	348.6253210066769
694426.0	889.7153097798259
708177.0	352.60996168582375
721928.0	896.345367331482
735679.0	380.7164750957854
749430.0	342.8243853487205
763181.0	350.27759651984775
776932.0	340.34199257779045
790683.0	342.88418323249783
804434.0	356.5432098765432
818185.0	1091.856135770235
831936.0	345.30285714285714
845687.0	352.0094191522763
859438.0	345.97202797202794
873189.0	349.21393841166935
886940.0	349.93743615934625
900691.0	344.71784879189397
914442.0	373.0313685808247
928193.0	2258.3209161842437
941944.0	362.8458810692853
955695.0	346.67660320641284
969446.0	2075.565789473684
983197.0	921.284355179704
996948.0	342.60606867181264
1010699.0	344.2093670886076
1024450.0	343.66453592431606
1038201.0	345.721723518851
1051952.0	347.2492299794661
1065703.0	347.663255117324
1079454.0	352.19688457609806
1093205.0	347.1479750778816
1106956.0	560.4080560420315
1120707.0	344.82724505327246
1134458.0	347.2145310435931
1148209.0	2267.7696280991736
1161960.0	614.2856408939122
1175711.0	747.7118866439255
1189462.0	348.36409574468087
1203213.0	347.4211634640695
1216964.0	348.0857659519504
1230715.0	344.5603041426324
1244466.0	2287.7052521557357
1258217.0	350.6630861933456
1271968.0	851.9536629562516
1285719.0	345.0034889962426
1299470.0	352.9491614255765
1313221.0	346.4730461697188
1326972.0	347.8496667489509
1340723.0	341.7225974025974
1354474.0	349.1338102808691
1368225.0	349.0466666666667
1381976.0	347.0811721991701
1395727.0	1078.1791005291004
1409478.0	347.9724157955865
1423229.0	1081.841658084449
1436980.0	352.8360160965795
1450731.0	347.2836973894513
1464482.0	348.4139072847682
1478233.0	347.9683357879234
1491984.0	350.1063233044365
1505735.0	348.36439604963283
1519486.0	349.2660230624832
1533237.0	347.8094420600858
1546988.0	343.5564887564346
1560739.0	345.24834699814863
